Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.79%,10.93,(1.17%)
CAT,Caterpillar Inc.,8.54%,28.21,(4.29%)
MSFT,Microsoft Corporation,5.29%,-5.37,(-1.25%)
HD,"The Home Depot, Inc.",4.69%,2.11,(0.56%)
SHW,Sherwin-Williams,4.48%,5.26,(1.48%)
AXP,American Express Company,4.40%,1.03,(0.29%)
AMGN,Amgen Inc.,4.31%,3.69,(1.08%)
V,Visa Inc.,4.13%,9.46,(2.94%)
MCD,McDonald's Corporation,3.95%,1.65,(0.53%)
IBM,International Business Machines Corporation,3.94%,9.18,(2.99%)
JPM,JPMorgan Chase & Co.,3.85%,2.8,(0.92%)
UNH,UnitedHealth Group Incorporated,3.59%,1.2,(0.42%)
TRV,"The Travelers Companies, Inc.",3.55%,0.72,(0.25%)
AAPL,Apple Inc.,3.29%,4.91,(1.89%)
AMZN,"Amazon.com, Inc.amazon.com",3.05%,5.64,(2.36%)
BA,The Boeing Company,2.93%,1.28,(0.55%)
JNJ,Johnson & Johnson,2.86%,2.17,(0.96%)
HON,Honeywell International Inc.,2.83%,-0.21,(-0.09%)
CRM,"Salesforce, Inc.",2.65%,0.4,(0.19%)
NVDA,Nvidia,2.37%,-1.22,(-0.64%)
CVX,Chevron Corporation,2.18%,-1.79,(-1.01%)
PG,The Procter & Gamble Company,1.91%,1.18,(0.78%)
MMM,3M Company,1.89%,-1.32,(-0.86%)
WMT,Walmart Inc.,1.54%,4.28,(3.59%)
MRK,"Merck & Co., Inc.",1.40%,2.39,(2.17%)
DIS,The Walt Disney Company,1.31%,-7.82,(-6.93%)
CSCO,"Cisco Systems, Inc.",1.01%,2.69,(3.43%)
KO,The Coca-Cola Company,0.94%,0.27,(0.37%)
NKE,"Nike, Inc.",0.77%,0.24,(0.38%)
VZ,Verizon Communications Inc.,0.55%,-0.23,(-0.52%)
