Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,7.29%,3.93,(2.15%)
AAPL,Apple Inc.,6.26%,9.55,(3.73%)
MSFT,Microsoft,4.74%,-3.76,(-0.94%)
AMZN,Amazon,3.47%,2.27,(1.14%)
GOOGL,Alphabet Inc. (Class A),3.04%,-2.79,(-0.91%)
GOOG,Alphabet Inc. (Class C),2.85%,-2.57,(-0.84%)
META,Meta Platforms,2.60%,0.95,(0.15%)
AVGO,Broadcom,2.55%,9.91,(3.05%)
TSLA,"Tesla, Inc.",2.48%,-5.47,(-1.31%)
BRK.B,Berkshire Hathaway,1.75%,6.66,(1.34%)
WMT,Walmart,1.65%,-4.95,(-3.69%)
LLY,Lilly (Eli),1.59%,5.69,(0.55%)
JPM,JPMorgan Chase,1.33%,4.26,(1.41%)
V,Visa Inc.,0.99%,5.34,(1.70%)
XOM,ExxonMobil,0.98%,-2.93,(-1.97%)
JNJ,Johnson & Johnson,0.94%,0.04,(0.02%)
MA,Mastercard,0.75%,3.13,(0.60%)
MU,Micron Technology,0.73%,-7.22,(-1.75%)
COST,Costco,0.72%,-3.94,(-0.39%)
ORCL,Oracle Corporation,0.71%,-5.99,(-3.74%)
ABBV,AbbVie,0.66%,2.19,(0.95%)
BAC,Bank of America,0.61%,0.3,(0.57%)
HD,Home Depot (The),0.61%,-9.49,(-2.43%)
PG,Procter & Gamble,0.60%,-0.53,(-0.33%)
CAT,Caterpillar Inc.,0.58%,-6.45,(-0.83%)
CVX,Chevron Corporation,0.57%,-3.28,(-1.79%)
GE,GE Aerospace,0.55%,13.09,(4.15%)
KO,Coca-Cola Company (The),0.55%,0.58,(0.73%)
AMD,Advanced Micro Devices,0.54%,-2.97,(-1.43%)
NFLX,Netflix,0.52%,0.15,(0.19%)
PLTR,Palantir Technologies,0.51%,2.55,(1.94%)
CSCO,Cisco,0.49%,0.31,(0.40%)
MRK,Merck & Co.,0.49%,0.7,(0.57%)
LRCX,Lam Research,0.48%,2.32,(0.99%)
AMAT,Applied Materials,0.46%,6.26,(1.76%)
PM,Philip Morris International,0.46%,-3.55,(-1.89%)
GS,Goldman Sachs,0.44%,14.31,(1.58%)
RTX,RTX Corporation,0.44%,4.14,(2.07%)
WFC,Wells Fargo,0.44%,1.01,(1.16%)
MS,Morgan Stanley,0.44%,0.64,(0.37%)
UNH,UnitedHealth Group,0.42%,-2.29,(-0.78%)
TMUS,T-Mobile US,0.39%,0.97,(0.44%)
IBM,IBM,0.39%,-3.47,(-1.32%)
AXP,American Express,0.38%,8.93,(2.64%)
INTC,Intel,0.38%,-0.04,(-0.09%)
MCD,McDonald's,0.37%,-1.59,(-0.49%)
LIN,Linde plc,0.36%,1.79,(0.37%)
GEV,GE Vernova,0.36%,23.79,(2.97%)
PEP,PepsiCo,0.35%,-4.75,(-2.86%)
VZ,Verizon,0.33%,0.08,(0.16%)
TXN,Texas Instruments,0.33%,0.9,(0.40%)
AMGN,Amgen,0.32%,5.15,(1.39%)
T,AT&T,0.32%,0.09,(0.31%)
C,Citigroup,0.32%,3.06,(2.76%)
ABT,Abbott Laboratories,0.31%,-0.57,(-0.50%)
KLAC,KLA Corporation,0.31%,13.38,(0.91%)
NEE,NextEra Energy,0.31%,-1.34,(-1.43%)
GILD,Gilead Sciences,0.31%,0.19,(0.12%)
BA,Boeing,0.31%,1.42,(0.58%)
TMO,Thermo Fisher Scientific,0.30%,-0.75,(-0.15%)
DIS,Walt Disney Company (The),0.30%,0.12,(0.11%)
APH,Amphenol,0.29%,2.14,(1.46%)
ANET,Arista Networks,0.29%,2.18,(1.54%)
ISRG,Intuitive Surgical,0.28%,7.47,(1.54%)
CRM,Salesforce,0.28%,-5.63,(-2.96%)
TJX,TJX Companies,0.28%,0.74,(0.48%)
BLK,BlackRock,0.27%,4.27,(0.40%)
SCHW,Charles Schwab Corporation,0.27%,-0.26,(-0.27%)
ADI,Analog Devices,0.27%,2.77,(0.82%)
DE,Deere & Company,0.26%,1.77,(0.29%)
LOW,Lowe's,0.25%,-7.2,(-2.51%)
UNP,Union Pacific Corporation,0.25%,3.1,(1.19%)
PFE,Pfizer,0.25%,-0.2,(-0.74%)
HON,Honeywell,0.25%,2.84,(1.18%)
QCOM,Qualcomm,0.25%,2.42,(1.72%)
ETN,Eaton Corporation,0.24%,2.28,(0.58%)
WELL,Welltower,0.24%,4.92,(2.33%)
LMT,Lockheed Martin,0.24%,-0.9,(-0.14%)
UBER,Uber,0.23%,0.34,(0.48%)
DHR,Danaher Corporation,0.23%,-7.36,(-3.46%)
SYK,Stryker Corporation,0.23%,3.68,(1.01%)
ACN,Accenture,0.22%,-4.36,(-1.95%)
NEM,Newmont,0.22%,-2.69,(-2.14%)
BKNG,Booking Holdings,0.22%,11.94,(0.29%)
COP,ConocoPhillips,0.21%,-2.54,(-2.27%)
PANW,Palo Alto Networks,0.21%,-3.28,(-1.97%)
PLD,Prologis,0.21%,2.85,(2.05%)
CB,Chubb Limited,0.21%,7.05,(2.17%)
COF,Capital One,0.21%,0.2,(0.10%)
APP,AppLovin Corporation,0.21%,-9.73,(-2.49%)
PH,Parker Hannifin,0.21%,12.08,(1.21%)
MDT,Medtronic,0.20%,-2.96,(-2.98%)
SPGI,S&P Global,0.20%,4.1,(1.00%)
BMY,Bristol Myers Squibb,0.20%,-0.45,(-0.74%)
PGR,Progressive Corporation,0.20%,3.49,(1.70%)
VRTX,Vertex Pharmaceuticals,0.19%,-13.57,(-2.76%)
HCA,HCA Healthcare,0.19%,-2.95,(-0.55%)
MCK,McKesson Corporation,0.19%,14.06,(1.50%)
CMCSA,Comcast,0.18%,0.32,(1.02%)
GLW,Corning Inc.,0.18%,-0.25,(-0.18%)
BSX,Boston Scientific,0.18%,1.2,(1.60%)
MO,Altria,0.18%,-0.75,(-1.11%)
NOW,ServiceNow,0.18%,-1.1,(-1.03%)
CME,CME Group,0.18%,0.84,(0.28%)
CEG,Constellation Energy,0.17%,11.52,(3.99%)
SBUX,Starbucks,0.17%,1.42,(1.51%)
ADBE,Adobe Inc.,0.17%,-3.69,(-1.40%)
INTU,Intuit,0.17%,-21.26,(-5.32%)
TT,Trane Technologies,0.17%,4.94,(1.06%)
CRWD,CrowdStrike,0.17%,-18.43,(-4.29%)
BX,Blackstone Inc.,0.17%,1.34,(1.03%)
SO,Southern Company,0.16%,-2.36,(-2.48%)
HWM,Howmet Aerospace,0.16%,3.02,(1.21%)
NOC,Northrop Grumman,0.16%,3.6,(0.51%)
CVS,CVS Health,0.16%,-0.05,(-0.07%)
DUK,Duke Energy,0.16%,-1.5,(-1.17%)
UPS,United Parcel Service,0.16%,-3.19,(-2.67%)
WDC,Western Digital,0.16%,5.86,(2.08%)
MAR,Marriott International,0.15%,5.75,(1.62%)
NKE,"Nike, Inc.",0.15%,1.2,(1.90%)
WM,Waste Management,0.15%,0.97,(0.41%)
EQIX,Equinix,0.15%,-2.77,(-0.29%)
PNC,PNC Financial Services,0.15%,2.13,(0.93%)
GD,General Dynamics,0.15%,-3.47,(-1.00%)
STX,Seagate Technology,0.15%,-2.07,(-0.49%)
KKR,KKR,0.15%,1.35,(1.33%)
SHW,Sherwin-Williams,0.15%,-0.42,(-0.11%)
