Symbol,Name,Weight,Price,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.24%,879.71,-4.71,(-0.53%)
CAT,Caterpillar Inc.,7.33%,573.87,-3.52,(-0.61%)
MSFT,Microsoft Corporation,6.19%,484.16,-3.32,(-0.68%)
AXP,American Express Company,4.74%,371.18,-2.21,(-0.59%)
V,Visa Inc.,4.49%,351.6,-2.02,(-0.57%)
HD,"The Home Depot, Inc.",4.42%,345.43,-0.92,(-0.27%)
UNH,UnitedHealth Group Incorporated,4.23%,331.02,-1.14,(-0.34%)
AMGN,Amgen Inc.,4.19%,328.07,-0.62,(-0.19%)
SHW,Sherwin-Williams,4.15%,324.87,-1.29,(-0.39%)
JPM,JPMorgan Chase & Co.,4.14%,323.78,0.36,(0.11%)
MCD,McDonald's Corporation,3.91%,305.94,-2.09,(-0.68%)
IBM,International Business Machines Corporation,3.79%,296.37,-5.68,(-1.88%)
TRV,"The Travelers Companies, Inc.",3.72%,291.1,-1.28,(-0.44%)
AAPL,Apple Inc.,3.48%,272.64,-0.44,(-0.16%)
CRM,"Salesforce, Inc.",3.39%,265.34,-0.58,(-0.22%)
AMZN,"Amazon.com, Inc.amazon.com",2.95%,231.14,-1.39,(-0.60%)
BA,The Boeing Company,2.78%,217.33,-1.17,(-0.53%)
JNJ,Johnson & Johnson,2.65%,207.48,0.57,(0.27%)
HON,Honeywell International Inc.,2.50%,195.98,-0.38,(-0.19%)
NVDA,Nvidia,2.39%,187.37,-0.17,(-0.09%)
MMM,3M Company,2.05%,160.55,-0.63,(-0.39%)
CVX,Chevron Corporation,1.95%,152.44,0.13,(0.08%)
PG,The Procter & Gamble Company,1.84%,143.62,-0.43,(-0.30%)
DIS,The Walt Disney Company,1.46%,113.92,-0.87,(-0.76%)
WMT,Walmart Inc.,1.43%,111.6,-0.33,(-0.29%)
MRK,"Merck & Co., Inc.",1.34%,105.2,-0.86,(-0.81%)
CSCO,"Cisco Systems, Inc.",0.99%,77.24,-0.17,(-0.22%)
KO,The Coca-Cola Company,0.90%,70.04,-0.03,(-0.04%)
NKE,"Nike, Inc.",0.82%,63.93,2.74,(4.48%)
VZ,Verizon Communications Inc.,0.52%,40.94,0.24,(0.58%)
