Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,13.66%,188.98,1.44,(0.77%)
AAPL,Apple Inc.,11.98%,272.7,-0.38,(-0.14%)
MSFT,Microsoft,10.74%,485.77,-1.71,(-0.35%)
AMZN,Amazon,7.36%,231.5,-1.03,(-0.44%)
GOOGL,Alphabet Inc. (Class A),5.83%,313.49,-0.36,(-0.12%)
GOOG,Alphabet Inc. (Class C),5.44%,314.42,-0.13,(-0.04%)
META,Meta Platforms,4.98%,663.88,-2.07,(-0.31%)
AVGO,Broadcom Inc.,4.90%,347.52,-2.33,(-0.67%)
TSLA,"Tesla, Inc.",4.49%,453.78,-0.65,(-0.14%)
PLTR,Palantir Technologies,1.28%,180.17,-0.67,(-0.37%)
ASML,ASML Holding,1.24%,1073.03,0.89,(0.08%)
NFLX,Netflix,1.19%,93.96,0.18,(0.19%)
COST,Costco,1.14%,863.8,-1.85,(-0.21%)
AMD,Advanced Micro Devices Inc.,1.05%,216.04,0.7,(0.33%)
MU,Micron Technology,0.96%,287.77,-4.86,(-1.66%)
CSCO,Cisco,0.91%,77.66,0.25,(0.33%)
AZN,AstraZeneca,0.85%,92.1,-0.41,(-0.44%)
APP,Applovin Corp,0.69%,688.47,-5.24,(-0.76%)
TMUS,T-Mobile US,0.68%,203.26,-0.54,(-0.26%)
LRCX,Lam Research,0.65%,172.73,-1.05,(-0.60%)
SHOP,Shopify,0.63%,161.82,-1.92,(-1.17%)
AMAT,Applied Materials,0.61%,258.83,-1.14,(-0.44%)
ISRG,Intuitive Surgical,0.60%,571.69,-0.94,(-0.16%)
LIN,Linde plc,0.59%,428.29,-0.07,(-0.02%)
PEP,PepsiCo,0.58%,143.53,-0.63,(-0.44%)
INTU,Intuit,0.55%,665.48,-4.4,(-0.66%)
QCOM,Qualcomm,0.55%,172.36,-1.3,(-0.75%)
INTC,Intel,0.53%,37.32,0.02,(0.05%)
AMGN,Amgen,0.53%,328.2,-0.49,(-0.15%)
BKNG,Booking Holdings,0.52%,5386.74,-40.41,(-0.74%)
KLAC,KLA Corporation,0.48%,1226.56,-17.1,(-1.37%)
PDD,PDD Holdings,0.48%,113.27,-0.56,(-0.49%)
TXN,Texas Instruments,0.47%,174.86,-0.56,(-0.32%)
GILD,Gilead Sciences,0.45%,122.79,-0.39,(-0.31%)
ADBE,Adobe Inc.,0.44%,350.4,-2.12,(-0.60%)
ADI,Analog Devices,0.40%,273.31,-1.51,(-0.55%)
PANW,Palo Alto Networks,0.38%,185.5,-1.35,(-0.72%)
HON,Honeywell,0.37%,196.44,0.08,(0.04%)
CRWD,CrowdStrike,0.36%,473.84,-1.79,(-0.38%)
ARM,Arm Holdings,0.35%,110.75,-0.11,(-0.10%)
VRTX,Vertex Pharmaceuticals,0.34%,454.2,0.46,(0.10%)
CEG,Constellation Energy,0.33%,356.94,-0.18,(-0.05%)
CMCSA,Comcast,0.33%,30.05,0.08,(0.25%)
ADP,ADP,0.31%,258.69,-0.84,(-0.33%)
MELI,MercadoLibre,0.30%,2013.56,-7.33,(-0.36%)
DASH,DoorDash,0.29%,228.24,0.11,(0.05%)
SBUX,Starbucks,0.29%,84.33,-0.92,(-1.08%)
SNPS,Synopsys,0.27%,469.97,-4.53,(-0.95%)
CDNS,Cadence Design Systems,0.25%,313.54,-2.06,(-0.65%)
MAR,Marriott International,0.25%,311.84,-2.1,(-0.67%)
ABNB,Airbnb,0.25%,136.09,-0.82,(-0.60%)
REGN,Regeneron Pharmaceuticals,0.24%,773.72,-0.23,(-0.03%)
ORLY,O'Reilly Automotive,0.23%,91.23,-0.24,(-0.26%)
CTAS,Cintas,0.23%,189.52,-0.83,(-0.43%)
