Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,7.36%,189.07,1.53,(0.81%)
AAPL,Apple Inc.,6.46%,272.86,-0.22,(-0.08%)
MSFT,Microsoft,5.81%,487.53,0.05,(0.01%)
AMZN,Amazon,3.98%,232.46,-0.07,(-0.03%)
GOOGL,Alphabet Inc. (Class A),3.14%,313.57,-0.28,(-0.09%)
GOOG,Alphabet Inc. (Class C),2.93%,314.32,-0.23,(-0.07%)
META,Meta Platforms,2.69%,666.39,0.43,(0.07%)
AVGO,Broadcom,2.66%,349.71,-0.14,(-0.04%)
TSLA,"Tesla, Inc.",2.43%,456.22,1.79,(0.39%)
BRK.B,Berkshire Hathaway,1.74%,503.83,0.12,(0.02%)
LLY,Lilly (Eli),1.55%,1081.5,1.75,(0.16%)
WMT,Walmart,1.43%,111.83,-0.09,(-0.08%)
JPM,JPMorgan Chase,1.41%,323.88,0.45,(0.14%)
V,Visa Inc.,1.09%,354.1,0.48,(0.14%)
ORCL,Oracle Corporation,0.91%,197.0,-0.21,(-0.11%)
MA,Mastercard,0.83%,576.62,-0.8,(-0.14%)
XOM,ExxonMobil,0.82%,121.4,0.41,(0.34%)
JNJ,Johnson & Johnson,0.80%,206.76,-0.16,(-0.07%)
PLTR,Palantir Technologies,0.69%,181.1,0.26,(0.14%)
ABBV,AbbVie,0.65%,229.4,-0.34,(-0.15%)
BAC,Bank of America,0.65%,55.35,0.06,(0.12%)
NFLX,Netflix,0.64%,93.46,-0.32,(-0.34%)
COST,Costco,0.61%,864.52,-1.13,(-0.13%)
AMD,Advanced Micro Devices,0.56%,215.24,-0.1,(-0.05%)
HD,Home Depot (The),0.55%,346.35,0.0,(0.00%)
PG,Procter & Gamble,0.54%,144.14,0.09,(0.06%)
MU,Micron Technology,0.53%,293.77,1.14,(0.39%)
GE,GE Aerospace,0.53%,312.33,0.53,(0.17%)
CSCO,Cisco,0.49%,77.15,-0.27,(-0.34%)
CVX,Chevron Corporation,0.49%,152.43,0.12,(0.08%)
KO,Coca-Cola Company (The),0.48%,70.03,-0.04,(-0.06%)
UNH,UnitedHealth Group,0.48%,332.18,0.01,(0.00%)
WFC,Wells Fargo,0.48%,94.45,0.14,(0.15%)
MS,Morgan Stanley,0.46%,179.5,0.41,(0.23%)
IBM,IBM,0.45%,302.78,0.72,(0.24%)
CAT,Caterpillar Inc.,0.43%,577.83,0.44,(0.08%)
GS,Goldman Sachs,0.43%,885.5,1.08,(0.12%)
MRK,Merck & Co.,0.42%,105.75,-0.31,(-0.29%)
AXP,American Express,0.41%,374.27,0.88,(0.24%)
PM,Philip Morris International,0.40%,161.15,-0.8,(-0.50%)
CRM,Salesforce,0.40%,265.39,-0.53,(-0.20%)
RTX,RTX Corporation,0.39%,183.7,-0.31,(-0.17%)
APP,AppLovin Corporation,0.37%,691.25,-2.46,(-0.35%)
TMUS,T-Mobile US,0.36%,202.9,-0.9,(-0.44%)
ABT,Abbott Laboratories,0.35%,126.29,0.5,(0.40%)
MCD,McDonald's,0.35%,308.0,-0.03,(-0.01%)
TMO,Thermo Fisher Scientific,0.35%,583.15,-0.31,(-0.05%)
LRCX,Lam Research,0.35%,173.92,0.13,(0.08%)
C,Citigroup,0.34%,117.53,0.32,(0.27%)
AMAT,Applied Materials,0.33%,259.13,-0.84,(-0.32%)
DIS,Walt Disney Company (The),0.33%,114.65,-0.15,(-0.13%)
ISRG,Intuitive Surgical,0.32%,571.25,-1.38,(-0.24%)
LIN,Linde plc,0.32%,427.26,-1.11,(-0.26%)
PEP,PepsiCo,0.32%,144.13,-0.03,(-0.02%)
INTU,Intuit,0.30%,668.13,-1.75,(-0.26%)
QCOM,Qualcomm,0.30%,173.53,-0.13,(-0.07%)
INTC,Intel,0.29%,37.75,0.45,(1.21%)
SCHW,Charles Schwab Corporation,0.29%,100.81,0.26,(0.25%)
GEV,GE Vernova,0.29%,659.77,0.13,(0.02%)
AMGN,Amgen,0.28%,328.63,-0.06,(-0.02%)
T,AT&T,0.28%,24.81,-0.0,(-0.02%)
BKNG,Booking Holdings,0.28%,5373.21,-53.94,(-0.99%)
TJX,TJX Companies,0.28%,155.49,0.14,(0.09%)
VZ,Verizon,0.27%,40.7,-0.01,(-0.01%)
BA,Boeing,0.27%,219.0,0.5,(0.23%)
UBER,Uber,0.27%,82.19,0.07,(0.09%)
NEE,NextEra Energy,0.27%,80.68,0.14,(0.18%)
BLK,BlackRock,0.27%,1081.16,-2.15,(-0.20%)
APH,Amphenol,0.27%,136.49,0.29,(0.21%)
ANET,Arista Networks,0.27%,132.37,-0.07,(-0.05%)
ACN,Accenture,0.27%,269.44,-0.56,(-0.21%)
KLAC,KLA Corporation,0.26%,1240.0,-3.65,(-0.29%)
DHR,Danaher Corporation,0.26%,229.03,-1.64,(-0.71%)
NOW,ServiceNow,0.26%,153.68,-0.55,(-0.36%)
SPGI,S&P Global,0.26%,527.0,-0.69,(-0.13%)
TXN,Texas Instruments,0.26%,175.3,-0.12,(-0.07%)
COF,Capital One,0.25%,244.0,0.03,(0.01%)
GILD,Gilead Sciences,0.25%,123.29,0.11,(0.09%)
ADBE,Adobe Inc.,0.24%,351.58,-0.94,(-0.27%)
BSX,Boston Scientific,0.23%,96.31,0.3,(0.31%)
PFE,Pfizer,0.23%,24.98,-0.01,(-0.04%)
UNP,Union Pacific Corporation,0.22%,232.23,-0.84,(-0.36%)
LOW,Lowe's,0.22%,243.42,0.23,(0.10%)
ADI,Analog Devices,0.22%,275.79,0.97,(0.35%)
SYK,Stryker Corporation,0.22%,353.0,-1.12,(-0.32%)
PGR,Progressive Corporation,0.22%,230.23,0.25,(0.11%)
PANW,Palo Alto Networks,0.21%,186.48,-0.38,(-0.20%)
WELL,Welltower,0.21%,187.57,-0.43,(-0.23%)
DE,Deere & Company,0.20%,467.85,-2.09,(-0.44%)
HON,Honeywell,0.20%,196.28,-0.09,(-0.04%)
ETN,Eaton Corporation,0.20%,320.75,-0.11,(-0.03%)
MDT,Medtronic,0.20%,96.99,0.33,(0.34%)
