Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,7.18%,-10.58,(-5.41%)
AAPL,Apple Inc.,6.40%,-1.48,(-0.54%)
MSFT,Microsoft,4.76%,0.78,(0.19%)
AMZN,Amazon,3.57%,-2.74,(-1.30%)
GOOGL,Alphabet Inc. (Class A),3.07%,-6.03,(-1.93%)
GOOG,Alphabet Inc. (Class C),2.86%,-6.33,(-2.02%)
META,Meta Platforms,2.65%,2.83,(0.43%)
TSLA,"Tesla, Inc.",2.45%,-8.76,(-2.10%)
AVGO,Broadcom,2.43%,-11.11,(-3.34%)
BRK.B,Berkshire Hathaway,1.73%,7.94,(1.61%)
WMT,Walmart,1.58%,-1.46,(-1.16%)
LLY,Lilly (Eli),1.54%,-7.03,(-0.68%)
JPM,JPMorgan Chase,1.32%,2.74,(0.90%)
XOM,ExxonMobil,0.99%,-0.41,(-0.28%)
V,Visa Inc.,0.97%,3.6,(1.15%)
JNJ,Johnson & Johnson,0.94%,-1.86,(-0.76%)
MU,Micron Technology,0.74%,-15.23,(-3.55%)
MA,Mastercard,0.73%,4.59,(0.90%)
COST,Costco,0.70%,-9.58,(-0.96%)
ORCL,Oracle Corporation,0.69%,2.09,(1.41%)
ABBV,AbbVie,0.63%,-2.56,(-1.13%)
PG,Procter & Gamble,0.61%,0.09,(0.06%)
BAC,Bank of America,0.60%,0.64,(1.24%)
HD,Home Depot (The),0.60%,-0.05,(-0.01%)
CVX,Chevron Corporation,0.58%,-0.07,(-0.04%)
GE,GE Aerospace,0.57%,-1.23,(-0.36%)
NFLX,Netflix,0.57%,1.88,(2.27%)
CAT,Caterpillar Inc.,0.56%,-14.09,(-1.84%)
KO,Coca-Cola Company (The),0.55%,-0.14,(-0.18%)
AMD,Advanced Micro Devices,0.53%,-7.22,(-3.42%)
PLTR,Palantir Technologies,0.52%,1.56,(1.17%)
CSCO,Cisco,0.49%,-1.01,(-1.27%)
AMAT,Applied Materials,0.48%,-19.41,(-4.91%)
LRCX,Lam Research,0.48%,-11.01,(-4.41%)
MRK,Merck & Co.,0.47%,-3.09,(-2.52%)
PM,Philip Morris International,0.47%,-2.53,(-1.33%)
MS,Morgan Stanley,0.45%,3.67,(2.11%)
GS,Goldman Sachs,0.45%,7.51,(0.81%)
WFC,Wells Fargo,0.43%,-0.35,(-0.41%)
RTX,RTX Corporation,0.42%,1.16,(0.59%)
UNH,UnitedHealth Group,0.41%,2.3,(0.81%)
MCD,McDonald's,0.38%,1.58,(0.47%)
GEV,GE Vernova,0.38%,-1.87,(-0.21%)
TMUS,T-Mobile US,0.37%,-5.83,(-2.67%)
LIN,Linde plc,0.37%,-10.53,(-2.07%)
AXP,American Express,0.37%,8.55,(2.61%)
PEP,PepsiCo,0.37%,-1.77,(-1.04%)
INTC,Intel,0.36%,-1.37,(-2.92%)
IBM,IBM,0.36%,4.46,(1.88%)
VZ,Verizon,0.33%,-0.27,(-0.55%)
AMGN,Amgen,0.33%,-4.94,(-1.29%)
C,Citigroup,0.32%,1.9,(1.66%)
ABT,Abbott Laboratories,0.32%,1.45,(1.27%)
KLAC,KLA Corporation,0.32%,-27.72,(-1.79%)
TMO,Thermo Fisher Scientific,0.31%,6.48,(1.26%)
