Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.62%,11.79,(1.28%)
CAT,Caterpillar Inc.,9.31%,-19.09,(-2.49%)
MSFT,Microsoft Corporation,4.98%,-0.47,(-0.12%)
HD,"The Home Depot, Inc.",4.70%,1.44,(0.38%)
AMGN,Amgen Inc.,4.69%,-8.03,(-2.09%)
SHW,Sherwin-Williams,4.44%,-0.95,(-0.27%)
MCD,McDonald's Corporation,4.16%,0.7,(0.21%)
AXP,American Express Company,4.15%,5.96,(1.82%)
V,Visa Inc.,3.95%,3.74,(1.20%)
JPM,JPMorgan Chase & Co.,3.81%,2.43,(0.80%)
TRV,"The Travelers Companies, Inc.",3.80%,0.11,(0.04%)
UNH,UnitedHealth Group Incorporated,3.58%,3.21,(1.13%)
AAPL,Apple Inc.,3.39%,-2.18,(-0.80%)
JNJ,Johnson & Johnson,3.03%,-1.84,(-0.75%)
IBM,International Business Machines Corporation,3.03%,5.56,(2.34%)
HON,Honeywell International Inc.,3.01%,-0.43,(-0.18%)
BA,The Boeing Company,2.84%,-2.52,(-1.09%)
AMZN,"Amazon.com, Inc.amazon.com",2.59%,-2.67,(-1.27%)
CRM,"Salesforce, Inc.",2.44%,3.96,(2.06%)
NVDA,Nvidia,2.34%,-8.05,(-4.12%)
CVX,Chevron Corporation,2.31%,1.4,(0.76%)
MMM,3M Company,2.07%,0.25,(0.15%)
PG,The Procter & Gamble Company,2.03%,-0.24,(-0.15%)
WMT,Walmart Inc.,1.55%,-1.12,(-0.89%)
MRK,"Merck & Co., Inc.",1.49%,-2.84,(-2.32%)
DIS,The Walt Disney Company,1.32%,1.09,(1.03%)
KO,The Coca-Cola Company,1.00%,-0.17,(-0.22%)
CSCO,"Cisco Systems, Inc.",0.97%,-0.85,(-1.08%)
NKE,"Nike, Inc.",0.80%,0.59,(0.94%)
VZ,Verizon Communications Inc.,0.61%,-0.27,(-0.55%)
