Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",10.99%,4.91,(0.61%)
CAT,Caterpillar Inc.,9.07%,-28.45,(-4.09%)
MSFT,Microsoft Corporation,4.88%,1.74,(0.49%)
AMGN,Amgen Inc.,4.76%,1.31,(0.38%)
HD,"The Home Depot, Inc.",4.41%,2.44,(0.76%)
SHW,Sherwin-Williams,4.31%,1.64,(0.52%)
MCD,McDonald's Corporation,4.22%,4.11,(1.34%)
V,Visa Inc.,4.07%,3.99,(1.35%)
AXP,American Express Company,4.06%,6.55,(2.24%)
TRV,"The Travelers Companies, Inc.",3.96%,6.14,(2.15%)
JPM,JPMorgan Chase & Co.,3.87%,1.83,(0.65%)
UNH,UnitedHealth Group Incorporated,3.54%,0.85,(0.33%)
AAPL,Apple Inc.,3.35%,-2.74,(-1.10%)
JNJ,Johnson & Johnson,3.31%,2.55,(1.06%)
IBM,International Business Machines Corporation,3.23%,1.17,(0.50%)
HON,Honeywell International Inc.,3.04%,0.19,(0.08%)
CVX,Chevron Corporation,2.88%,0.89,(0.42%)
AMZN,"Amazon.com, Inc.amazon.com",2.74%,2.31,(1.16%)
BA,The Boeing Company,2.58%,-0.73,(-0.38%)
CRM,"Salesforce, Inc.",2.51%,5.2,(2.90%)
NVDA,Nvidia,2.26%,-1.74,(-1.04%)
PG,The Procter & Gamble Company,1.97%,2.12,(1.49%)
MMM,3M Company,1.93%,-0.89,(-0.62%)
WMT,Walmart Inc.,1.68%,0.8,(0.66%)
MRK,"Merck & Co., Inc.",1.60%,-2.01,(-1.68%)
DIS,The Walt Disney Company,1.28%,1.95,(2.11%)
CSCO,"Cisco Systems, Inc.",1.05%,-2.42,(-3.03%)
KO,The Coca-Cola Company,1.05%,1.16,(1.53%)
NKE,"Nike, Inc.",0.70%,0.02,(0.03%)
VZ,Verizon Communications Inc.,0.69%,0.12,(0.23%)
