Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.10%,-2.56,(-1.53%)
AAPL,Apple Inc.,11.83%,-2.28,(-0.91%)
MSFT,Microsoft,8.72%,2.45,(0.69%)
AMZN,Amazon,7.05%,1.47,(0.74%)
GOOGL,Alphabet Inc. (Class A),5.59%,-1.14,(-0.42%)
GOOG,Alphabet Inc. (Class C),5.21%,-1.07,(-0.39%)
AVGO,Broadcom Inc.,4.54%,-7.44,(-2.47%)
META,Meta Platforms,4.44%,10.78,(2.05%)
TSLA,"Tesla, Inc.",4.35%,-7.5,(-2.07%)
WMT,Walmart,3.22%,0.73,(0.59%)
ASML,ASML Holding,1.58%,-49.32,(-3.79%)
COST,Costco,1.44%,12.51,(1.27%)
NFLX,Netflix,1.28%,-0.46,(-0.49%)
MU,Micron Technology,1.18%,-37.33,(-10.45%)
PLTR,Palantir Technologies,1.07%,-6.37,(-4.45%)
AMD,Advanced Micro Devices Inc.,1.04%,-6.13,(-3.03%)
CSCO,Cisco,1.00%,-2.38,(-2.98%)
AMAT,Applied Materials,0.84%,-14.97,(-4.44%)
LRCX,Lam Research,0.82%,-10.64,(-5.03%)
TMUS,T-Mobile US,0.77%,2.63,(1.25%)
LIN,Linde plc,0.75%,7.31,(1.49%)
PEP,PepsiCo,0.70%,3.61,(2.36%)
INTC,Intel,0.68%,-1.95,(-4.53%)
AMGN,Amgen,0.61%,-0.07,(-0.02%)
KLAC,KLA Corporation,0.59%,-60.16,(-4.17%)
TXN,Texas Instruments,0.55%,-3.98,(-2.09%)
GILD,Gilead Sciences,0.55%,2.37,(1.76%)
ISRG,Intuitive Surgical,0.53%,2.44,(0.54%)
ADI,Analog Devices,0.49%,-2.6,(-0.85%)
SHOP,Shopify,0.48%,-0.32,(-0.29%)
ARM,Arm Holdings,0.47%,-7.42,(-5.15%)
HON,Honeywell,0.46%,0.29,(0.13%)
PDD,PDD Holdings,0.46%,-1.48,(-1.49%)
QCOM,Qualcomm,0.44%,0.47,(0.37%)
BKNG,Booking Holdings,0.43%,54.77,(1.35%)
APP,Applovin Corp,0.41%,-8.71,(-2.28%)
PANW,Palo Alto Networks,0.41%,7.88,(5.36%)
INTU,Intuit,0.39%,11.61,(2.79%)
VRTX,Vertex Pharmaceuticals,0.37%,10.18,(2.35%)
CEG,Constellation Energy,0.35%,-2.0,(-0.66%)
CMCSA,Comcast,0.34%,0.54,(1.91%)
SBUX,Starbucks,0.32%,-0.16,(-0.18%)
ADBE,Adobe Inc.,0.32%,5.22,(2.22%)
CRWD,CrowdStrike,0.31%,9.55,(2.58%)
WDC,Western Digital,0.28%,-25.12,(-9.13%)
MAR,Marriott International,0.28%,1.63,(0.51%)
ADP,ADP,0.27%,4.32,(2.15%)
MELI,MercadoLibre,0.27%,9.97,(0.62%)
STX,Seagate Technology Holdings,0.27%,-17.82,(-4.69%)
REGN,Regeneron Pharmaceuticals,0.26%,13.04,(1.77%)
ORLY,O'Reilly Automotive,0.25%,1.81,(2.01%)
MRVL,Marvell Technology,0.25%,-7.27,(-7.66%)
CDNS,Cadence Design Systems,0.25%,0.47,(0.17%)
MDLZ,Mondelez International,0.24%,0.09,(0.15%)
CSX,CSX Corporation,0.24%,0.15,(0.38%)
ABNB,Airbnb,0.24%,0.45,(0.37%)
SNPS,Synopsys,0.24%,4.53,(1.19%)
AEP,American Electric Power,0.23%,1.34,(1.03%)
MNST,Monster Beverage,0.23%,-0.51,(-0.71%)
WBD,Warner Bros. Discovery,0.22%,0.02,(0.09%)
CTAS,Cintas,0.22%,3.15,(1.90%)
ROST,Ross Stores,0.22%,-2.87,(-1.36%)
DASH,DoorDash,0.21%,1.35,(0.92%)
