Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,6.96%,-2.85,(-1.70%)
AAPL,Apple Inc.,6.28%,-3.02,(-1.21%)
MSFT,Microsoft,4.63%,1.36,(0.38%)
AMZN,Amazon,3.74%,0.97,(0.49%)
GOOGL,Alphabet Inc. (Class A),2.97%,-1.72,(-0.63%)
GOOG,Alphabet Inc. (Class C),2.77%,-1.66,(-0.61%)
AVGO,Broadcom,2.40%,-9.81,(-3.26%)
META,Meta Platforms,2.35%,9.02,(1.72%)
TSLA,"Tesla, Inc.",2.30%,-8.84,(-2.44%)
BRK.B,Berkshire Hathaway,1.78%,6.42,(1.37%)
WMT,Walmart,1.71%,0.45,(0.37%)
LLY,Lilly (Eli),1.38%,8.79,(1.00%)
JPM,JPMorgan Chase,1.33%,0.05,(0.02%)
XOM,ExxonMobil,1.24%,0.73,(0.42%)
JNJ,Johnson & Johnson,1.01%,1.68,(0.70%)
V,Visa Inc.,1.00%,3.28,(1.11%)
COST,Costco,0.77%,10.22,(1.04%)
MA,Mastercard,0.76%,8.27,(1.71%)
CVX,Chevron Corporation,0.73%,-0.44,(-0.21%)
ORCL,Oracle Corporation,0.69%,-1.61,(-1.15%)
NFLX,Netflix,0.68%,-0.71,(-0.76%)
ABBV,AbbVie,0.66%,3.48,(1.66%)
MU,Micron Technology,0.63%,-34.97,(-9.79%)
PG,Procter & Gamble,0.59%,2.18,(1.53%)
BAC,Bank of America,0.59%,0.12,(0.24%)
KO,Coca-Cola Company (The),0.57%,0.63,(0.83%)
PLTR,Palantir Technologies,0.57%,-5.85,(-4.09%)
HD,Home Depot (The),0.56%,1.23,(0.38%)
AMD,Advanced Micro Devices,0.55%,-7.93,(-3.93%)
CAT,Caterpillar Inc.,0.54%,-28.95,(-4.16%)
CSCO,Cisco,0.53%,-3.05,(-3.81%)
MRK,Merck & Co.,0.51%,-1.77,(-1.48%)
GE,GE Aerospace,0.49%,-10.79,(-3.81%)
PM,Philip Morris International,0.45%,0.84,(0.51%)
AMAT,Applied Materials,0.44%,-15.76,(-4.67%)
RTX,RTX Corporation,0.44%,-3.66,(-1.93%)
MS,Morgan Stanley,0.44%,-0.84,(-0.53%)
LRCX,Lam Research,0.43%,-12.49,(-5.91%)
GS,Goldman Sachs,0.41%,3.19,(0.40%)
UNH,UnitedHealth Group,0.41%,2.07,(0.80%)
TMUS,T-Mobile US,0.41%,3.31,(1.57%)
WFC,Wells Fargo,0.41%,-0.49,(-0.63%)
LIN,Linde plc,0.40%,9.83,(2.00%)
IBM,IBM,0.39%,0.63,(0.27%)
