Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,13.41%,185.28,-3.83,(-2.02%)
AAPL,Apple Inc.,11.37%,258.4,-1.93,(-0.74%)
MSFT,Microsoft,10.57%,477.64,-5.83,(-1.21%)
AMZN,Amazon,7.78%,244.34,2.78,(1.15%)
GOOGL,Alphabet Inc. (Class A),6.07%,325.96,3.98,(1.23%)
GOOG,Alphabet Inc. (Class C),5.65%,326.61,4.18,(1.29%)
META,Meta Platforms,4.84%,644.35,-4.34,(-0.67%)
AVGO,Broadcom Inc.,4.70%,332.99,-10.51,(-3.06%)
TSLA,"Tesla, Inc.",4.31%,435.55,4.14,(0.96%)
ASML,ASML Holding,1.36%,1180.77,-47.7,(-3.88%)
PLTR,Palantir Technologies,1.27%,178.49,-3.19,(-1.76%)
COST,Costco,1.23%,930.82,48.24,(5.47%)
NFLX,Netflix,1.14%,90.02,-0.71,(-0.78%)
MU,Micron Technology,1.09%,324.56,-14.99,(-4.41%)
AMD,Advanced Micro Devices Inc.,0.99%,204.62,-5.4,(-2.57%)
AZN,AstraZeneca,0.88%,95.25,0.09,(0.09%)
CSCO,Cisco,0.87%,73.8,-0.92,(-1.24%)
LRCX,Lam Research,0.74%,198.99,-4.09,(-2.01%)
AMAT,Applied Materials,0.66%,281.08,-11.12,(-3.81%)
TMUS,T-Mobile US,0.65%,195.9,-1.39,(-0.70%)
SHOP,Shopify,0.64%,165.37,-1.38,(-0.82%)
APP,Applovin Corp,0.63%,624.92,-8.0,(-1.26%)
ISRG,Intuitive Surgical,0.62%,587.77,-4.5,(-0.76%)
LIN,Linde plc,0.61%,438.58,4.44,(1.02%)
INTC,Intel,0.58%,40.98,-1.65,(-3.87%)
QCOM,Qualcomm,0.58%,181.87,1.68,(0.93%)
PEP,PepsiCo,0.56%,138.23,1.22,(0.89%)
INTU,Intuit,0.54%,653.54,2.39,(0.37%)
AMGN,Amgen,0.54%,336.33,-5.31,(-1.55%)
BKNG,Booking Holdings,0.52%,5398.79,-46.94,(-0.86%)
KLAC,KLA Corporation,0.52%,1320.76,-38.93,(-2.86%)
PDD,PDD Holdings,0.51%,121.06,0.09,(0.08%)
TXN,Texas Instruments,0.51%,187.32,1.61,(0.87%)
GILD,Gilead Sciences,0.45%,122.02,-2.33,(-1.88%)
ADI,Analog Devices,0.43%,295.4,2.51,(0.86%)
ADBE,Adobe Inc.,0.42%,340.64,2.54,(0.75%)
PANW,Palo Alto Networks,0.39%,189.85,-4.05,(-2.09%)
HON,Honeywell,0.39%,204.54,5.03,(2.52%)
VRTX,Vertex Pharmaceuticals,0.36%,482.72,-1.43,(-0.30%)
ARM,Arm Holdings,0.35%,112.14,-3.54,(-3.06%)
CRWD,CrowdStrike,0.35%,464.22,-14.69,(-3.07%)
MELI,MercadoLibre,0.33%,2173.83,11.22,(0.52%)
ADP,ADP,0.32%,265.25,3.99,(1.53%)
CMCSA,Comcast,0.31%,28.16,0.26,(0.91%)
CEG,Constellation Energy,0.31%,328.38,-10.25,(-3.03%)
SBUX,Starbucks,0.30%,88.07,1.38,(1.60%)
SNPS,Synopsys,0.29%,515.08,-4.62,(-0.89%)
DASH,DoorDash,0.29%,224.97,-5.55,(-2.41%)
MAR,Marriott International,0.26%,323.0,3.74,(1.17%)
CDNS,Cadence Design Systems,0.26%,315.65,-4.9,(-1.53%)
REGN,Regeneron Pharmaceuticals,0.26%,816.06,3.79,(0.47%)
ABNB,Airbnb,0.25%,136.98,-0.06,(-0.04%)
ORLY,O'Reilly Automotive,0.23%,91.91,1.06,(1.17%)
CTAS,Cintas,0.23%,189.7,3.0,(1.61%)
MNST,Monster Beverage,0.22%,77.07,0.92,(1.21%)
MRVL,Marvell Technology,0.21%,83.38,-1.26,(-1.49%)
WBD,Warner Bros. Discovery,0.21%,28.46,-0.14,(-0.47%)
MDLZ,Mondelez International,0.20%,53.13,1.62,(3.15%)
CSX,CSX Corporation,0.20%,35.55,0.5,(1.41%)
PCAR,Paccar,0.18%,118.02,2.72,(2.36%)
