Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.57%,17.98,(1.96%)
CAT,Caterpillar Inc.,9.34%,-10.78,(-1.41%)
MSFT,Microsoft Corporation,4.95%,3.04,(0.77%)
HD,"The Home Depot, Inc.",4.75%,0.42,(0.11%)
AMGN,Amgen Inc.,4.70%,6.44,(1.72%)
SHW,Sherwin-Williams,4.53%,-2.01,(-0.55%)
AXP,American Express Company,4.29%,1.99,(0.58%)
MCD,McDonald's Corporation,4.06%,0.42,(0.13%)
V,Visa Inc.,3.97%,1.09,(0.34%)
JPM,JPMorgan Chase & Co.,3.83%,2.16,(0.70%)
TRV,"The Travelers Companies, Inc.",3.70%,-0.5,(-0.17%)
UNH,UnitedHealth Group Incorporated,3.57%,-0.65,(-0.23%)
AAPL,Apple Inc.,3.28%,0.82,(0.31%)
IBM,International Business Machines Corporation,3.23%,2.61,(1.01%)
JNJ,Johnson & Johnson,3.03%,1.64,(0.68%)
HON,Honeywell International Inc.,2.99%,-1.3,(-0.54%)
BA,The Boeing Company,2.96%,-4.72,(-1.93%)
AMZN,"Amazon.com, Inc.amazon.com",2.54%,3.91,(1.94%)
NVDA,Nvidia,2.33%,3.27,(1.77%)
CRM,"Salesforce, Inc.",2.33%,3.72,(2.02%)
CVX,Chevron Corporation,2.28%,3.16,(1.75%)
MMM,3M Company,2.04%,-3.33,(-1.98%)
PG,The Procter & Gamble Company,1.94%,-2.9,(-1.82%)
WMT,Walmart Inc.,1.57%,-2.22,(-1.72%)
MRK,"Merck & Co., Inc.",1.51%,0.21,(0.17%)
DIS,The Walt Disney Company,1.33%,1.84,(1.75%)
KO,The Coca-Cola Company,0.98%,-0.08,(-0.09%)
CSCO,"Cisco Systems, Inc.",0.97%,1.49,(1.94%)
NKE,"Nike, Inc.",0.81%,0.77,(1.18%)
VZ,Verizon Communications Inc.,0.59%,-0.92,(-1.88%)
