Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,7.36%,3.37,(1.82%)
AAPL,Apple Inc.,6.22%,-0.3,(-0.11%)
MSFT,Microsoft,4.75%,1.21,(0.31%)
AMZN,Amazon,3.50%,1.64,(0.82%)
GOOGL,Alphabet Inc. (Class A),3.04%,0.21,(0.07%)
GOOG,Alphabet Inc. (Class C),2.84%,0.03,(0.01%)
META,Meta Platforms,2.58%,-4.92,(-0.77%)
AVGO,Broadcom,2.51%,-2.81,(-0.85%)
TSLA,"Tesla, Inc.",2.48%,0.53,(0.13%)
BRK.B,Berkshire Hathaway,1.75%,-0.11,(-0.02%)
WMT,Walmart,1.64%,-0.87,(-0.68%)
LLY,Lilly (Eli),1.57%,1.63,(0.16%)
JPM,JPMorgan Chase,1.33%,0.81,(0.26%)
XOM,ExxonMobil,0.99%,1.88,(1.29%)
V,Visa Inc.,0.99%,0.73,(0.23%)
JNJ,Johnson & Johnson,0.94%,-0.21,(-0.09%)
MA,Mastercard,0.75%,0.96,(0.18%)
MU,Micron Technology,0.72%,-0.27,(-0.07%)
COST,Costco,0.72%,0.95,(0.09%)
ORCL,Oracle Corporation,0.71%,0.43,(0.28%)
ABBV,AbbVie,0.66%,0.48,(0.21%)
HD,Home Depot (The),0.61%,0.61,(0.16%)
BAC,Bank of America,0.61%,0.07,(0.13%)
PG,Procter & Gamble,0.59%,-0.47,(-0.29%)
CVX,Chevron Corporation,0.58%,1.89,(1.04%)
CAT,Caterpillar Inc.,0.58%,0.34,(0.04%)
GE,GE Aerospace,0.55%,1.57,(0.48%)
KO,Coca-Cola Company (The),0.55%,-0.08,(-0.09%)
NFLX,Netflix,0.52%,0.15,(0.20%)
PLTR,Palantir Technologies,0.52%,3.62,(2.72%)
AMD,Advanced Micro Devices,0.52%,-4.86,(-2.39%)
CSCO,Cisco,0.49%,-0.38,(-0.49%)
MRK,Merck & Co.,0.48%,-0.28,(-0.23%)
LRCX,Lam Research,0.48%,2.09,(0.89%)
AMAT,Applied Materials,0.46%,3.18,(0.88%)
PM,Philip Morris International,0.46%,-0.4,(-0.22%)
GS,Goldman Sachs,0.44%,2.34,(0.26%)
RTX,RTX Corporation,0.44%,1.19,(0.58%)
MS,Morgan Stanley,0.44%,1.39,(0.81%)
WFC,Wells Fargo,0.44%,0.3,(0.35%)
UNH,UnitedHealth Group,0.42%,1.17,(0.40%)
IBM,IBM,0.39%,-0.03,(-0.01%)
TMUS,T-Mobile US,0.39%,-0.53,(-0.24%)
AXP,American Express,0.38%,1.24,(0.36%)
MCD,McDonald's,0.37%,-0.41,(-0.13%)
INTC,Intel,0.37%,0.04,(0.09%)
LIN,Linde plc,0.36%,1.31,(0.27%)
GEV,GE Vernova,0.36%,4.84,(0.59%)
PEP,PepsiCo,0.35%,-0.42,(-0.26%)
TXN,Texas Instruments,0.33%,3.69,(1.63%)
VZ,Verizon,0.33%,-0.13,(-0.27%)
AMGN,Amgen,0.32%,-0.36,(-0.10%)
T,AT&T,0.32%,-0.04,(-0.16%)
C,Citigroup,0.32%,0.5,(0.44%)
ABT,Abbott Laboratories,0.31%,0.03,(0.03%)
NEE,NextEra Energy,0.31%,0.56,(0.60%)
KLAC,KLA Corporation,0.31%,4.59,(0.31%)
BA,Boeing,0.31%,0.74,(0.30%)
GILD,Gilead Sciences,0.31%,-0.51,(-0.33%)
TMO,Thermo Fisher Scientific,0.30%,2.4,(0.48%)
DIS,Walt Disney Company (The),0.30%,-0.06,(-0.06%)
APH,Amphenol,0.29%,0.66,(0.44%)
ISRG,Intuitive Surgical,0.28%,1.9,(0.39%)
ANET,Arista Networks,0.28%,-3.56,(-2.50%)
TJX,TJX Companies,0.28%,0.25,(0.16%)
ADI,Analog Devices,0.28%,16.84,(4.99%)
CRM,Salesforce,0.28%,0.09,(0.05%)
BLK,BlackRock,0.27%,-0.17,(-0.02%)
SCHW,Charles Schwab Corporation,0.27%,0.42,(0.45%)
DE,Deere & Company,0.26%,4.15,(0.69%)
LOW,Lowe's,0.25%,-1.41,(-0.50%)
UNP,Union Pacific Corporation,0.25%,0.41,(0.16%)
PFE,Pfizer,0.25%,0.04,(0.13%)
HON,Honeywell,0.25%,0.14,(0.06%)
QCOM,Qualcomm,0.25%,0.49,(0.34%)
ETN,Eaton Corporation,0.25%,1.56,(0.40%)
LMT,Lockheed Martin,0.24%,5.04,(0.78%)
WELL,Welltower,0.24%,0.17,(0.08%)
UBER,Uber,0.24%,0.44,(0.63%)
DHR,Danaher Corporation,0.23%,-0.63,(-0.30%)
SYK,Stryker Corporation,0.23%,0.87,(0.24%)
NEM,Newmont,0.22%,2.14,(1.75%)
ACN,Accenture,0.22%,0.77,(0.35%)
COP,ConocoPhillips,0.22%,0.72,(0.66%)
BKNG,Booking Holdings,0.22%,18.12,(0.44%)
PLD,Prologis,0.21%,-0.3,(-0.21%)
CB,Chubb Limited,0.21%,3.94,(1.19%)
COF,Capital One,0.21%,-0.19,(-0.09%)
PH,Parker Hannifin,0.21%,7.41,(0.73%)
APP,AppLovin Corporation,0.21%,2.07,(0.55%)
SPGI,S&P Global,0.20%,7.05,(1.72%)
MDT,Medtronic,0.20%,0.17,(0.17%)
BMY,Bristol Myers Squibb,0.20%,0.09,(0.14%)
PGR,Progressive Corporation,0.20%,1.31,(0.63%)
VRTX,Vertex Pharmaceuticals,0.20%,2.13,(0.45%)
PANW,Palo Alto Networks,0.19%,-14.71,(-9.00%)
HCA,HCA Healthcare,0.19%,-1.53,(-0.29%)
MCK,McKesson Corporation,0.19%,2.53,(0.27%)
BSX,Boston Scientific,0.18%,0.46,(0.60%)
CMCSA,Comcast,0.18%,0.0,(0.00%)
GLW,Corning Inc.,0.18%,1.03,(0.79%)
MO,Altria,0.18%,-0.11,(-0.17%)
NOW,ServiceNow,0.18%,0.36,(0.34%)
CEG,Constellation Energy,0.18%,0.74,(0.24%)
CME,CME Group,0.17%,-0.46,(-0.15%)
SBUX,Starbucks,0.17%,-0.03,(-0.04%)
ADBE,Adobe Inc.,0.17%,0.23,(0.09%)
INTU,Intuit,0.17%,0.73,(0.19%)
TT,Trane Technologies,0.17%,1.06,(0.22%)
BX,Blackstone Inc.,0.17%,0.36,(0.27%)
CRWD,CrowdStrike,0.16%,-8.53,(-2.06%)
HWM,Howmet Aerospace,0.16%,2.13,(0.84%)
SO,Southern Company,0.16%,-0.01,(-0.01%)
