Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,7.31%,-1.18,(-0.63%)
AAPL,Apple Inc.,6.18%,-2.79,(-1.06%)
MSFT,Microsoft,4.75%,-1.88,(-0.47%)
AMZN,Amazon,3.53%,-0.29,(-0.14%)
GOOGL,Alphabet Inc. (Class A),3.06%,0.95,(0.31%)
GOOG,Alphabet Inc. (Class C),2.87%,0.76,(0.25%)
META,Meta Platforms,2.62%,1.01,(0.16%)
AVGO,Broadcom,2.54%,-0.22,(-0.07%)
TSLA,"Tesla, Inc.",2.48%,-1.07,(-0.26%)
BRK.B,Berkshire Hathaway,1.72%,-2.54,(-0.51%)
WMT,Walmart,1.61%,-0.77,(-0.61%)
LLY,Lilly (Eli),1.55%,-1.0,(-0.10%)
JPM,JPMorgan Chase,1.33%,-1.6,(-0.52%)
XOM,ExxonMobil,1.02%,1.02,(0.68%)
V,Visa Inc.,0.98%,-2.66,(-0.83%)
JNJ,Johnson & Johnson,0.96%,1.43,(0.58%)
MU,Micron Technology,0.75%,-6.16,(-1.46%)
MA,Mastercard,0.74%,-10.92,(-2.07%)
ORCL,Oracle Corporation,0.72%,0.48,(0.31%)
COST,Costco,0.71%,-9.42,(-0.95%)
ABBV,AbbVie,0.64%,-4.51,(-1.97%)
BAC,Bank of America,0.61%,-0.9,(-1.69%)
HD,Home Depot (The),0.61%,-5.05,(-1.32%)
CVX,Chevron Corporation,0.59%,2.04,(1.11%)
PG,Procter & Gamble,0.59%,0.98,(0.62%)
CAT,Caterpillar Inc.,0.57%,4.59,(0.61%)
GE,GE Aerospace,0.57%,5.18,(1.57%)
KO,Coca-Cola Company (The),0.55%,-0.59,(-0.75%)
AMD,Advanced Micro Devices,0.53%,2.8,(1.40%)
NFLX,Netflix,0.53%,-0.74,(-0.95%)
PLTR,Palantir Technologies,0.51%,-1.56,(-1.15%)
CSCO,Cisco,0.50%,0.9,(1.16%)
MRK,Merck & Co.,0.49%,0.52,(0.43%)
LRCX,Lam Research,0.47%,-4.84,(-2.02%)
AMAT,Applied Materials,0.47%,-3.43,(-0.93%)
PM,Philip Morris International,0.46%,-0.13,(-0.07%)
MS,Morgan Stanley,0.44%,-2.81,(-1.59%)
RTX,RTX Corporation,0.44%,-0.38,(-0.19%)
GS,Goldman Sachs,0.44%,-20.64,(-2.21%)
WFC,Wells Fargo,0.43%,-1.29,(-1.45%)
UNH,UnitedHealth Group,0.42%,0.32,(0.11%)
IBM,IBM,0.39%,-4.46,(-1.71%)
TMUS,T-Mobile US,0.38%,1.35,(0.64%)
MCD,McDonald's,0.38%,2.13,(0.65%)
AXP,American Express,0.38%,-5.56,(-1.60%)
LIN,Linde plc,0.37%,2.7,(0.56%)
GEV,GE Vernova,0.36%,16.98,(2.08%)
PEP,PepsiCo,0.36%,-0.76,(-0.47%)
INTC,Intel,0.36%,-0.83,(-1.83%)
VZ,Verizon,0.33%,0.77,(1.59%)
AMGN,Amgen,0.33%,-4.77,(-1.26%)
C,Citigroup,0.32%,-1.25,(-1.08%)
TXN,Texas Instruments,0.32%,-5.4,(-2.42%)
T,AT&T,0.31%,0.04,(0.13%)
ABT,Abbott Laboratories,0.31%,-0.97,(-0.85%)
TMO,Thermo Fisher Scientific,0.31%,-1.13,(-0.22%)
KLAC,KLA Corporation,0.31%,-19.76,(-1.33%)
NEE,NextEra Energy,0.31%,0.7,(0.77%)
GILD,Gilead Sciences,0.30%,-1.19,(-0.78%)
DIS,Walt Disney Company (The),0.30%,-1.09,(-1.02%)
APH,Amphenol,0.30%,2.24,(1.52%)
BA,Boeing,0.30%,-4.66,(-1.95%)
DE,Deere & Company,0.29%,79.17,(13.34%)
ISRG,Intuitive Surgical,0.29%,-1.96,(-0.39%)
CRM,Salesforce,0.28%,-2.36,(-1.26%)
ANET,Arista Networks,0.28%,-2.23,(-1.60%)
TJX,TJX Companies,0.28%,-1.67,(-1.06%)
ADI,Analog Devices,0.27%,-2.84,(-0.82%)
BLK,BlackRock,0.27%,-16.71,(-1.53%)
SCHW,Charles Schwab Corporation,0.27%,-1.84,(-1.93%)
UNP,Union Pacific Corporation,0.25%,-1.65,(-0.62%)
LOW,Lowe's,0.25%,-4.65,(-1.65%)
HON,Honeywell,0.25%,-0.36,(-0.15%)
LMT,Lockheed Martin,0.25%,13.53,(2.08%)
PFE,Pfizer,0.24%,-0.67,(-2.43%)
UBER,Uber,0.24%,0.12,(0.17%)
QCOM,Qualcomm,0.24%,-3.0,(-2.09%)
DHR,Danaher Corporation,0.24%,1.04,(0.50%)
ETN,Eaton Corporation,0.24%,-2.26,(-0.59%)
WELL,Welltower,0.23%,0.12,(0.06%)
SYK,Stryker Corporation,0.23%,-4.93,(-1.31%)
APP,AppLovin Corporation,0.22%,1.9,(0.47%)
COP,ConocoPhillips,0.22%,1.65,(1.49%)
NEM,Newmont,0.22%,0.07,(0.05%)
ACN,Accenture,0.21%,-11.18,(-5.00%)
PLD,Prologis,0.21%,-0.61,(-0.44%)
CB,Chubb Limited,0.21%,-0.75,(-0.23%)
COF,Capital One,0.21%,-5.26,(-2.50%)
PH,Parker Hannifin,0.20%,11.07,(1.11%)
BKNG,Booking Holdings,0.20%,-351.02,(-8.22%)
MDT,Medtronic,0.20%,-0.77,(-0.78%)
SPGI,S&P Global,0.20%,-4.72,(-1.12%)
PANW,Palo Alto Networks,0.20%,-0.76,(-0.50%)
BMY,Bristol Myers Squibb,0.20%,0.3,(0.51%)
VRTX,Vertex Pharmaceuticals,0.19%,-1.83,(-0.39%)
PGR,Progressive Corporation,0.19%,-1.61,(-0.79%)
HCA,HCA Healthcare,0.19%,-9.19,(-1.72%)
MCK,McKesson Corporation,0.19%,-3.87,(-0.41%)
MO,Altria,0.18%,0.85,(1.28%)
BSX,Boston Scientific,0.18%,-0.16,(-0.21%)
CMCSA,Comcast,0.18%,-0.26,(-0.84%)
GLW,Corning Inc.,0.18%,-0.83,(-0.63%)
NOW,ServiceNow,0.18%,-0.65,(-0.60%)
CME,CME Group,0.18%,0.32,(0.11%)
