Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.66%,-0.38,(-0.20%)
AAPL,Apple Inc.,11.56%,-1.42,(-0.54%)
MSFT,Microsoft,8.91%,1.0,(0.25%)
AMZN,Amazon,6.55%,-1.0,(-0.49%)
GOOGL,Alphabet Inc. (Class A),5.67%,-0.66,(-0.22%)
GOOG,Alphabet Inc. (Class C),5.30%,-0.76,(-0.25%)
META,Meta Platforms,4.87%,-0.56,(-0.09%)
AVGO,Broadcom Inc.,4.75%,0.69,(0.21%)
TSLA,"Tesla, Inc.",4.59%,-2.52,(-0.61%)
WMT,Walmart,3.10%,3.08,(2.43%)
ASML,ASML Holding,1.68%,-20.25,(-1.38%)
MU,Micron Technology,1.40%,-5.47,(-1.30%)
COST,Costco,1.33%,5.27,(0.53%)
AMD,Advanced Micro Devices Inc.,0.99%,1.9,(0.95%)
NFLX,Netflix,0.98%,-0.13,(-0.17%)
PLTR,Palantir Technologies,0.96%,-0.52,(-0.38%)
CSCO,Cisco,0.93%,0.23,(0.29%)
LRCX,Lam Research,0.87%,-7.15,(-2.98%)
AMAT,Applied Materials,0.87%,-5.01,(-1.36%)
TMUS,T-Mobile US,0.72%,4.89,(2.29%)
LIN,Linde plc,0.68%,1.07,(0.22%)
PEP,PepsiCo,0.67%,-0.43,(-0.26%)
INTC,Intel,0.67%,-0.75,(-1.65%)
AMGN,Amgen,0.61%,-2.98,(-0.78%)
TXN,Texas Instruments,0.59%,-5.05,(-2.26%)
KLAC,KLA Corporation,0.57%,-22.97,(-1.55%)
GILD,Gilead Sciences,0.56%,-1.46,(-0.95%)
ISRG,Intuitive Surgical,0.53%,-1.98,(-0.40%)
ADI,Analog Devices,0.50%,-6.3,(-1.82%)
SHOP,Shopify,0.48%,1.38,(1.13%)
HON,Honeywell,0.46%,0.41,(0.17%)
QCOM,Qualcomm,0.45%,-2.71,(-1.89%)
PDD,PDD Holdings,0.43%,-0.89,(-0.87%)
APP,Applovin Corp,0.42%,6.11,(1.51%)
ARM,Arm Holdings,0.39%,-3.84,(-3.02%)
BKNG,Booking Holdings,0.38%,-340.65,(-7.98%)
PANW,Palo Alto Networks,0.36%,-3.46,(-2.27%)
VRTX,Vertex Pharmaceuticals,0.36%,-2.0,(-0.42%)
CMCSA,Comcast,0.34%,-0.17,(-0.55%)
SBUX,Starbucks,0.32%,-0.56,(-0.58%)
CEG,Constellation Energy,0.32%,1.16,(0.40%)
ADBE,Adobe Inc.,0.32%,-3.12,(-1.18%)
INTU,Intuit,0.32%,-8.3,(-2.13%)
CRWD,CrowdStrike,0.32%,4.2,(1.01%)
MELI,MercadoLibre,0.31%,2.49,(0.12%)
WDC,Western Digital,0.29%,-10.57,(-3.56%)
MAR,Marriott International,0.28%,-2.62,(-0.74%)
STX,Seagate Technology Holdings,0.27%,-17.59,(-4.15%)
ADP,ADP,0.26%,-0.9,(-0.41%)
SNPS,Synopsys,0.25%,-4.91,(-1.11%)
REGN,Regeneron Pharmaceuticals,0.25%,-13.07,(-1.65%)
MNST,Monster Beverage,0.24%,-0.96,(-1.15%)
CDNS,Cadence Design Systems,0.24%,-11.28,(-3.70%)
CTAS,Cintas,0.24%,0.62,(0.32%)
ORLY,O'Reilly Automotive,0.23%,0.1,(0.10%)
DASH,DoorDash,0.23%,4.73,(2.73%)
CSX,CSX Corporation,0.23%,-0.13,(-0.33%)
MDLZ,Mondelez International,0.23%,-1.0,(-1.67%)
ABNB,Airbnb,0.22%,-0.58,(-0.47%)
WBD,Warner Bros. Discovery,0.21%,-0.07,(-0.25%)
AEP,American Electric Power,0.21%,0.22,(0.17%)
MRVL,Marvell Technology,0.20%,-0.53,(-0.68%)
PCAR,Paccar,0.20%,-0.58,(-0.46%)
ROST,Ross Stores,0.19%,-1.44,(-0.72%)
BKR,Baker Hughes,0.18%,0.37,(0.61%)
FTNT,Fortinet,0.18%,-0.16,(-0.20%)
NXPI,NXP Semiconductors,0.17%,-5.22,(-2.20%)
MPWR,Monolithic Power Systems,0.17%,-33.52,(-2.82%)
FAST,Fastenal,0.16%,-0.03,(-0.07%)
FER,Ferrovial SE,0.15%,-1.84,(-2.51%)
IDXX,Idexx Laboratories,0.15%,-3.13,(-0.49%)
EA,Electronic Arts,0.15%,-0.34,(-0.17%)
FANG,Diamondback Energy,0.15%,0.88,(0.51%)
ADSK,Autodesk,0.14%,-2.38,(-1.03%)
EXC,Exelon,0.14%,-0.16,(-0.35%)
XEL,Xcel Energy,0.14%,0.12,(0.15%)
CCEP,Coca-Cola Europacific Partners,0.14%,0.32,(0.31%)
ALNY,Alnylam Pharmaceuticals,0.13%,-2.36,(-0.71%)
DDOG,Datadog,0.13%,-1.57,(-1.29%)
MCHP,Microchip Technology,0.12%,-2.68,(-3.38%)
MSTR,MicroStrategy Inc.,0.12%,-1.73,(-1.38%)
ODFL,Old Dominion Freight Line,0.12%,-0.59,(-0.31%)
