Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.38%,15.11,(1.79%)
CAT,Caterpillar Inc.,9.65%,21.99,(3.10%)
MSFT,Microsoft Corporation,4.89%,-0.27,(-0.07%)
AMGN,Amgen Inc.,4.67%,1.2,(0.34%)
HD,"The Home Depot, Inc.",4.35%,0.46,(0.14%)
SHW,Sherwin-Williams,4.31%,5.35,(1.67%)
MCD,McDonald's Corporation,4.07%,-3.04,(-0.98%)
AXP,American Express Company,3.99%,-0.5,(-0.17%)
V,Visa Inc.,3.95%,-3.5,(-1.16%)
JPM,JPMorgan Chase & Co.,3.90%,1.09,(0.37%)
TRV,"The Travelers Companies, Inc.",3.84%,-1.15,(-0.39%)
UNH,UnitedHealth Group Incorporated,3.62%,3.29,(1.22%)
AAPL,Apple Inc.,3.37%,1.56,(0.61%)
JNJ,Johnson & Johnson,3.24%,0.56,(0.23%)
IBM,International Business Machines Corporation,3.21%,0.81,(0.33%)
HON,Honeywell International Inc.,3.02%,2.23,(0.99%)
AMZN,"Amazon.com, Inc.amazon.com",2.78%,2.2,(1.06%)
BA,The Boeing Company,2.74%,8.57,(4.31%)
CVX,Chevron Corporation,2.60%,-10.21,(-4.93%)
CRM,"Salesforce, Inc.",2.45%,-0.93,(-0.50%)
NVDA,Nvidia,2.32%,1.46,(0.84%)
MMM,3M Company,1.92%,0.19,(0.13%)
PG,The Procter & Gamble Company,1.90%,-0.5,(-0.35%)
WMT,Walmart Inc.,1.65%,0.55,(0.44%)
MRK,"Merck & Co., Inc.",1.60%,0.63,(0.53%)
DIS,The Walt Disney Company,1.28%,0.19,(0.20%)
CSCO,"Cisco Systems, Inc.",1.03%,0.62,(0.80%)
KO,The Coca-Cola Company,1.01%,0.02,(0.03%)
VZ,Verizon Communications Inc.,0.65%,-0.81,(-1.61%)
NKE,"Nike, Inc.",0.59%,-8.1,(-15.34%)
