Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",10.49%,20.09,(2.57%)
CAT,Caterpillar Inc.,9.20%,9.92,(1.43%)
MSFT,Microsoft Corporation,5.20%,2.03,(0.51%)
AMGN,Amgen Inc.,4.81%,1.89,(0.52%)
HD,"The Home Depot, Inc.",4.50%,5.25,(1.55%)
MCD,McDonald's Corporation,4.28%,1.18,(0.36%)
SHW,Sherwin-Williams,4.24%,4.45,(1.39%)
V,Visa Inc.,4.05%,3.0,(0.98%)
TRV,"The Travelers Companies, Inc.",4.02%,4.75,(1.57%)
AXP,American Express Company,3.94%,1.75,(0.58%)
JPM,JPMorgan Chase & Co.,3.75%,3.59,(1.27%)
UNH,UnitedHealth Group Incorporated,3.73%,3.16,(1.12%)
AAPL,Apple Inc.,3.31%,3.15,(1.26%)
IBM,International Business Machines Corporation,3.25%,2.68,(1.09%)
JNJ,Johnson & Johnson,3.19%,2.41,(1.00%)
HON,Honeywell International Inc.,3.08%,1.25,(0.53%)
BA,The Boeing Company,2.82%,5.53,(2.64%)
AMZN,"Amazon.com, Inc.amazon.com",2.74%,2.24,(1.08%)
CVX,Chevron Corporation,2.58%,0.54,(0.27%)
CRM,"Salesforce, Inc.",2.57%,3.48,(1.80%)
NVDA,Nvidia,2.41%,4.15,(2.30%)
PG,The Procter & Gamble Company,1.98%,0.69,(0.46%)
MMM,3M Company,1.95%,-1.54,(-1.02%)
WMT,Walmart Inc.,1.65%,-0.46,(-0.37%)
MRK,"Merck & Co., Inc.",1.51%,-0.23,(-0.20%)
DIS,The Walt Disney Company,1.30%,0.03,(0.03%)
CSCO,"Cisco Systems, Inc.",1.03%,0.53,(0.67%)
KO,The Coca-Cola Company,1.03%,1.07,(1.38%)
NKE,"Nike, Inc.",0.72%,0.79,(1.47%)
VZ,Verizon Communications Inc.,0.67%,-0.37,(-0.73%)
