Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.30%,-1.33,(-0.73%)
AAPL,Apple Inc.,11.24%,1.55,(0.61%)
MSFT,Microsoft,8.92%,-0.69,(-0.17%)
AMZN,Amazon,6.95%,3.32,(1.57%)
GOOGL,Alphabet Inc. (Class A),5.85%,5.42,(1.77%)
GOOG,Alphabet Inc. (Class C),5.44%,4.97,(1.63%)
META,Meta Platforms,4.74%,-4.52,(-0.72%)
AVGO,Broadcom Inc.,4.58%,-3.45,(-1.06%)
TSLA,"Tesla, Inc.",4.50%,3.47,(0.88%)
WMT,Walmart,3.00%,-0.89,(-0.70%)
ASML,ASML Holding,1.60%,8.38,(0.61%)
MU,Micron Technology,1.56%,19.88,(4.50%)
COST,Costco,1.33%,-5.25,(-0.52%)
NFLX,Netflix,1.20%,-0.82,(-0.86%)
PLTR,Palantir Technologies,1.12%,2.46,(1.61%)
AMD,Advanced Micro Devices Inc.,0.96%,-0.34,(-0.17%)
CSCO,Cisco,0.94%,0.51,(0.64%)
LRCX,Lam Research,0.85%,7.09,(3.23%)
AMAT,Applied Materials,0.84%,7.06,(2.04%)
TMUS,T-Mobile US,0.72%,1.68,(0.78%)
LIN,Linde plc,0.69%,-1.97,(-0.40%)
INTC,Intel,0.66%,-1.72,(-3.76%)
PEP,PepsiCo,0.64%,-0.9,(-0.57%)
AMGN,Amgen,0.59%,-3.25,(-0.89%)
KLAC,KLA Corporation,0.58%,43.38,(3.02%)
GILD,Gilead Sciences,0.54%,-0.8,(-0.55%)
TXN,Texas Instruments,0.53%,1.08,(0.56%)
ISRG,Intuitive Surgical,0.52%,-0.67,(-0.14%)
SHOP,Shopify,0.50%,1.4,(1.11%)
APP,Applovin Corp,0.46%,4.52,(1.00%)
ADI,Analog Devices,0.46%,2.69,(0.87%)
HON,Honeywell,0.45%,-1.31,(-0.56%)
PDD,PDD Holdings,0.45%,0.5,(0.49%)
BKNG,Booking Holdings,0.42%,149.48,(3.48%)
QCOM,Qualcomm,0.42%,2.21,(1.70%)
PANW,Palo Alto Networks,0.42%,1.8,(1.07%)
ARM,Arm Holdings,0.41%,5.91,(4.86%)
INTU,Intuit,0.38%,8.04,(1.78%)
VRTX,Vertex Pharmaceuticals,0.35%,-3.61,(-0.77%)
CEG,Constellation Energy,0.34%,2.42,(0.79%)
SBUX,Starbucks,0.33%,-0.26,(-0.27%)
CRWD,CrowdStrike,0.33%,9.66,(2.28%)
CMCSA,Comcast,0.33%,-0.26,(-0.86%)
WDC,Western Digital,0.32%,28.15,(9.84%)
ADBE,Adobe Inc.,0.31%,2.52,(1.00%)
STX,Seagate Technology Holdings,0.28%,21.47,(5.38%)
MELI,MercadoLibre,0.26%,-7.33,(-0.42%)
MAR,Marriott International,0.26%,5.42,(1.68%)
ADP,ADP,0.25%,0.62,(0.30%)
SNPS,Synopsys,0.25%,6.12,(1.44%)
CDNS,Cadence Design Systems,0.24%,0.82,(0.28%)
REGN,Regeneron Pharmaceuticals,0.24%,1.78,(0.24%)
MRVL,Marvell Technology,0.24%,-0.61,(-0.66%)
ABNB,Airbnb,0.24%,3.93,(3.06%)
CTAS,Cintas,0.23%,0.1,(0.05%)
MNST,Monster Beverage,0.23%,0.55,(0.71%)
ORLY,O'Reilly Automotive,0.23%,-0.02,(-0.02%)
CSX,CSX Corporation,0.23%,0.52,(1.32%)
MDLZ,Mondelez International,0.22%,0.79,(1.37%)
DASH,DoorDash,0.22%,2.47,(1.47%)
AEP,American Electric Power,0.22%,-0.52,(-0.39%)
WBD,Warner Bros. Discovery,0.21%,0.02,(0.06%)
ROST,Ross Stores,0.20%,1.23,(0.59%)
FTNT,Fortinet,0.19%,-1.34,(-1.59%)
PCAR,Paccar,0.18%,-0.15,(-0.13%)
BKR,Baker Hughes,0.17%,2.13,(3.86%)
ADSK,Autodesk,0.16%,1.87,(0.75%)
FANG,Diamondback Energy,0.16%,4.72,(2.59%)
FAST,Fastenal,0.16%,0.26,(0.56%)
MPWR,Monolithic Power Systems,0.16%,-10.9,(-1.01%)
EXC,Exelon,0.15%,0.01,(0.02%)
XEL,Xcel Energy,0.15%,-0.22,(-0.28%)
MSTR,MicroStrategy Inc.,0.15%,3.32,(2.25%)
EA,Electronic Arts,0.15%,-0.06,(-0.03%)
NXPI,NXP Semiconductors,0.15%,2.19,(1.14%)
FER,Ferrovial SE,0.14%,0.5,(0.77%)
IDXX,Idexx Laboratories,0.14%,0.81,(0.14%)
DDOG,Datadog,0.14%,1.34,(1.06%)
CCEP,Coca-Cola Europacific Partners,0.14%,0.19,(0.19%)
TRI,Thomson Reuters Corporation,0.13%,-0.5,(-0.52%)
PYPL,PayPal,0.13%,0.74,(1.63%)
ALNY,Alnylam Pharmaceuticals,0.13%,-0.63,(-0.20%)
AXON,Axon Enterprise Inc.,0.12%,14.8,(3.02%)
ODFL,Old Dominion Freight Line,0.12%,2.04,(1.12%)
TTWO,Take-Two Interactive,0.11%,-1.34,(-0.64%)
KDP,Keurig Dr Pepper,0.11%,0.03,(0.11%)
ROP,Roper Technologies,0.11%,0.71,(0.20%)
WDAY,"Workday, Inc.",0.11%,1.51,(1.13%)
MCHP,Microchip Technology,0.11%,0.76,(1.19%)
PAYX,Paychex,0.10%,-0.67,(-0.73%)
GEHC,GE HealthCare,0.10%,0.17,(0.24%)
CPRT,Copart,0.10%,0.13,(0.38%)
INSM,Insmed Incorporated,0.09%,-0.87,(-0.60%)
CTSH,Cognizant,0.09%,0.27,(0.44%)
CHTR,Charter Communications,0.08%,4.86,(2.23%)
VRSK,Verisk,0.08%,-0.92,(-0.45%)
KHC,Kraft Heinz,0.08%,0.23,(1.03%)
DXCM,DexCom,0.08%,0.98,(1.48%)
ZS,Zscaler,0.08%,2.06,(1.34%)
TEAM,Atlassian,0.06%,-1.26,(-1.65%)
CSGP,CoStar Group,0.06%,0.64,(1.47%)
