Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,12.99%,176.84,1.82,(1.04%)
AAPL,Apple Inc.,12.24%,274.07,-4.21,(-1.51%)
MSFT,Microsoft,10.65%,474.08,-4.45,(-0.93%)
AMZN,Amazon,7.22%,223.57,-2.62,(-1.16%)
GOOGL,Alphabet Inc. (Class A),5.81%,307.61,-1.68,(-0.54%)
GOOG,Alphabet Inc. (Class C),5.42%,308.58,-1.94,(-0.63%)
AVGO,Broadcom Inc.,4.91%,344.03,-15.9,(-4.42%)
META,Meta Platforms,4.91%,644.54,0.31,(0.05%)
TSLA,"Tesla, Inc.",4.81%,478.51,19.55,(4.26%)
PLTR,Palantir Technologies,1.33%,185.09,1.52,(0.83%)
ASML,ASML Holding,1.27%,1086.23,5.38,(0.50%)
NFLX,Netflix,1.21%,94.13,-1.06,(-1.12%)
COST,Costco,1.17%,869.49,-14.98,(-1.69%)
AMD,Advanced Micro Devices Inc.,1.04%,211.05,0.27,(0.13%)
CSCO,Cisco,0.93%,77.84,0.04,(0.06%)
AZN,AstraZeneca,0.85%,91.1,1.27,(1.41%)
MU,Micron Technology,0.83%,242.76,1.62,(0.67%)
APP,Applovin Corp,0.70%,683.89,13.22,(1.97%)
TMUS,T-Mobile US,0.67%,197.64,2.48,(1.27%)
SHOP,Shopify,0.64%,162.52,-1.67,(-1.02%)
AMAT,Applied Materials,0.63%,261.56,2.35,(0.91%)
LRCX,Lam Research,0.62%,164.36,3.84,(2.39%)
PEP,PepsiCo,0.62%,150.68,0.03,(0.02%)
ISRG,Intuitive Surgical,0.59%,553.98,11.66,(2.15%)
LIN,Linde plc,0.59%,418.59,2.35,(0.57%)
QCOM,Qualcomm,0.58%,177.85,-0.44,(-0.25%)
INTU,Intuit,0.55%,657.9,-13.02,(-1.94%)
INTC,Intel,0.54%,37.66,-0.15,(-0.40%)
BKNG,Booking Holdings,0.53%,5417.52,115.88,(2.19%)
AMGN,Amgen,0.52%,319.82,2.07,(0.65%)
TXN,Texas Instruments,0.49%,178.09,-1.33,(-0.74%)
KLAC,KLA Corporation,0.49%,1225.44,31.52,(2.64%)
PDD,PDD Holdings,0.48%,111.46,-0.5,(-0.45%)
GILD,Gilead Sciences,0.45%,120.16,-0.24,(-0.20%)
ADBE,Adobe Inc.,0.44%,348.27,-8.16,(-2.29%)
ADI,Analog Devices,0.41%,280.36,1.04,(0.37%)
ARM,Arm Holdings,0.40%,126.13,-4.76,(-3.64%)
PANW,Palo Alto Networks,0.39%,187.51,-4.18,(-2.18%)
CRWD,CrowdStrike,0.38%,496.79,-7.99,(-1.58%)
HON,Honeywell,0.37%,193.8,0.14,(0.07%)
VRTX,Vertex Pharmaceuticals,0.35%,451.86,-0.18,(-0.04%)
CEG,Constellation Energy,0.34%,356.96,4.98,(1.42%)
ADP,ADP,0.33%,266.61,0.51,(0.19%)
CMCSA,Comcast,0.31%,27.94,0.71,(2.60%)
MELI,MercadoLibre,0.31%,1992.06,-23.83,(-1.18%)
DASH,DoorDash,0.29%,224.57,-2.92,(-1.28%)
SBUX,Starbucks,0.29%,85.04,-0.31,(-0.37%)
SNPS,Synopsys,0.26%,459.94,6.99,(1.54%)
CDNS,Cadence Design Systems,0.26%,320.14,-3.08,(-0.95%)
MAR,Marriott International,0.25%,303.47,4.75,(1.59%)
ORLY,O'Reilly Automotive,0.24%,95.29,1.18,(1.25%)
REGN,Regeneron Pharmaceuticals,0.24%,754.05,12.76,(1.72%)
ABNB,Airbnb,0.24%,129.78,1.39,(1.08%)
CTAS,Cintas,0.23%,189.09,1.56,(0.83%)
WBD,Warner Bros. Discovery,0.22%,29.72,-0.26,(-0.88%)
MNST,Monster Beverage,0.22%,74.32,0.35,(0.47%)
MRVL,Marvell Technology,0.22%,84.01,-0.41,(-0.49%)
MDLZ,Mondelez International,0.21%,54.46,0.42,(0.78%)
CSX,CSX Corporation,0.21%,37.1,-0.29,(-0.77%)
ADSK,Autodesk,0.19%,296.99,-0.65,(-0.22%)
AEP,American Electric Power,0.19%,115.21,1.08,(0.95%)
FTNT,Fortinet,0.18%,80.83,-1.39,(-1.69%)
ROST,Ross Stores,0.18%,182.69,0.6,(0.33%)
TRI,Thomson Reuters Corporation,0.18%,132.7,2.0,(1.53%)
PCAR,Paccar,0.18%,112.25,0.69,(0.62%)
NXPI,NXP Semiconductors,0.18%,230.51,2.35,(1.03%)
PYPL,PayPal,0.17%,61.62,-0.04,(-0.07%)
WDAY,"Workday, Inc.",0.17%,218.16,-6.33,(-2.82%)
IDXX,Idexx Laboratories,0.17%,702.91,-1.29,(-0.18%)
EA,Electronic Arts,0.15%,204.01,0.28,(0.14%)
DDOG,Datadog,0.15%,143.92,-2.08,(-1.43%)
FAST,Fastenal,0.15%,42.47,0.46,(1.08%)
MSTR,MicroStrategy Inc.,0.14%,165.59,-10.86,(-6.15%)
ROP,Roper Technologies,0.14%,441.8,-4.06,(-0.91%)
BKR,Baker Hughes,0.14%,46.87,0.01,(0.01%)
TTWO,Take-Two Interactive,0.14%,244.85,3.38,(1.40%)
XEL,Xcel Energy,0.13%,75.37,0.22,(0.30%)
FANG,Diamondback Energy,0.13%,154.79,-1.89,(-1.20%)
EXC,Exelon,0.13%,43.87,0.3,(0.68%)
AXON,Axon Enterprise Inc.,0.13%,549.61,-14.67,(-2.60%)
PAYX,Paychex,0.13%,115.9,0.45,(0.39%)
TEAM,Atlassian,0.13%,157.74,-4.3,(-2.65%)
CCEP,Coca-Cola Europacific Partners,0.12%,91.44,0.64,(0.70%)
CTSH,Cognizant,0.12%,83.52,-0.42,(-0.50%)
KDP,Keurig Dr Pepper,0.12%,29.03,-0.48,(-1.63%)
GEHC,GE HealthCare,0.12%,83.91,-0.05,(-0.06%)
CPRT,Copart,0.11%,39.14,0.47,(1.21%)
ZS,Zscaler,0.11%,233.52,-2.77,(-1.17%)
MCHP,Microchip Technology,0.11%,66.72,-0.46,(-0.69%)
ODFL,Old Dominion Freight Line,0.10%,156.69,-2.8,(-1.76%)
VRSK,Verisk,0.09%,219.03,1.89,(0.87%)
KHC,Kraft Heinz,0.09%,24.45,0.0,(0.02%)
CHTR,Charter Communications,0.08%,208.05,1.45,(0.70%)
CSGP,CoStar Group,0.08%,62.83,-5.4,(-7.92%)
DXCM,DexCom,0.08%,66.43,-0.53,(-0.79%)
BIIB,Biogen,0.08%,172.83,-1.27,(-0.73%)
LULU,Lululemon Athletica,0.07%,199.36,-5.61,(-2.74%)
ON,Onsemi,0.07%,54.53,-0.44,(-0.79%)
GFS,GlobalFoundries,0.06%,37.73,-1.0,(-2.59%)
CDW,CDW Corporation,0.06%,143.26,-1.67,(-1.15%)
TTD,Trade Desk (The),0.05%,35.7,-0.95,(-2.59%)
