Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,6.96%,176.2,1.18,(0.67%)
AAPL,Apple Inc.,6.59%,274.32,-3.96,(-1.42%)
MSFT,Microsoft,5.73%,474.0,-4.53,(-0.95%)
AMZN,Amazon,3.89%,223.9,-2.29,(-1.01%)
GOOGL,Alphabet Inc. (Class A),3.13%,307.5,-1.8,(-0.58%)
GOOG,Alphabet Inc. (Class C),2.91%,308.41,-2.11,(-0.68%)
AVGO,Broadcom,2.65%,344.55,-15.38,(-4.27%)
META,Meta Platforms,2.63%,642.25,-1.98,(-0.31%)
TSLA,"Tesla, Inc.",2.57%,475.65,16.69,(3.64%)
BRK.B,Berkshire Hathaway,1.77%,505.23,5.71,(1.14%)
LLY,Lilly (Eli),1.53%,1053.63,26.12,(2.54%)
WMT,Walmart,1.51%,116.23,-0.47,(-0.40%)
JPM,JPMorgan Chase,1.42%,320.64,2.12,(0.67%)
V,Visa Inc.,1.09%,347.35,-0.48,(-0.14%)
ORCL,Oracle Corporation,0.85%,181.79,-8.18,(-4.30%)
JNJ,Johnson & Johnson,0.84%,213.65,2.07,(0.98%)
MA,Mastercard,0.84%,571.92,-0.01,(-0.00%)
XOM,ExxonMobil,0.81%,117.59,-1.23,(-1.04%)
PLTR,Palantir Technologies,0.72%,184.71,1.14,(0.62%)
BAC,Bank of America,0.66%,55.62,0.48,(0.86%)
ABBV,AbbVie,0.66%,228.06,4.74,(2.12%)
NFLX,Netflix,0.65%,94.12,-1.07,(-1.13%)
COST,Costco,0.63%,867.57,-16.9,(-1.91%)
HD,Home Depot (The),0.58%,359.42,-0.23,(-0.06%)
AMD,Advanced Micro Devices,0.56%,210.43,-0.35,(-0.17%)
PG,Procter & Gamble,0.55%,144.22,1.38,(0.97%)
GE,GE Aerospace,0.52%,304.04,4.23,(1.41%)
CSCO,Cisco,0.50%,77.86,0.06,(0.08%)
UNH,UnitedHealth Group,0.50%,338.91,-2.93,(-0.86%)
KO,Coca-Cola Company (The),0.50%,71.14,0.62,(0.87%)
CVX,Chevron Corporation,0.48%,149.17,-0.82,(-0.55%)
WFC,Wells Fargo,0.48%,93.66,0.9,(0.97%)
IBM,IBM,0.47%,307.21,-2.03,(-0.66%)
MS,Morgan Stanley,0.47%,180.54,2.13,(1.19%)
CAT,Caterpillar Inc.,0.45%,591.04,-6.85,(-1.15%)
MU,Micron Technology,0.44%,243.01,1.87,(0.78%)
GS,Goldman Sachs,0.44%,898.17,10.21,(1.15%)
AXP,American Express,0.43%,384.06,1.5,(0.39%)
MRK,Merck & Co.,0.41%,100.5,0.2,(0.20%)
PM,Philip Morris International,0.40%,158.48,4.83,(3.14%)
RTX,RTX Corporation,0.39%,180.5,1.84,(1.03%)
CRM,Salesforce,0.39%,254.08,-8.15,(-3.11%)
APP,AppLovin Corporation,0.37%,679.78,9.11,(1.36%)
