Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.20%,-4.99,(-2.79%)
AAPL,Apple Inc.,11.77%,3.66,(1.45%)
MSFT,Microsoft,8.62%,0.09,(0.02%)
AMZN,Amazon,7.12%,0.49,(0.23%)
GOOGL,Alphabet Inc. (Class A),5.60%,-4.54,(-1.56%)
GOOG,Alphabet Inc. (Class C),5.21%,-4.42,(-1.53%)
AVGO,Broadcom Inc.,4.63%,-5.83,(-1.83%)
TSLA,"Tesla, Inc.",4.46%,-6.12,(-1.58%)
META,Meta Platforms,4.45%,-32.6,(-5.48%)
WMT,Walmart,3.07%,0.18,(0.14%)
ASML,ASML Holding,1.62%,-52.47,(-3.76%)
COST,Costco,1.37%,11.09,(1.14%)
MU,Micron Technology,1.28%,-18.87,(-4.94%)
NFLX,Netflix,1.23%,0.94,(1.02%)
PLTR,Palantir Technologies,1.11%,-6.22,(-4.01%)
AMD,Advanced Micro Devices Inc.,1.07%,-11.25,(-5.11%)
CSCO,Cisco,1.02%,0.47,(0.58%)
AMAT,Applied Materials,0.86%,-22.39,(-6.06%)
LRCX,Lam Research,0.84%,-18.39,(-7.88%)
TMUS,T-Mobile US,0.73%,1.3,(0.62%)
LIN,Linde plc,0.72%,3.34,(0.68%)
INTC,Intel,0.70%,-2.21,(-4.68%)
PEP,PepsiCo,0.65%,1.37,(0.90%)
KLAC,KLA Corporation,0.60%,-73.06,(-4.73%)
AMGN,Amgen,0.60%,0.73,(0.21%)
TXN,Texas Instruments,0.56%,-1.17,(-0.60%)
GILD,Gilead Sciences,0.54%,-0.31,(-0.22%)
ISRG,Intuitive Surgical,0.53%,6.58,(1.40%)
ARM,Arm Holdings,0.53%,2.16,(1.38%)
ADI,Analog Devices,0.49%,-4.3,(-1.34%)
SHOP,Shopify,0.48%,0.3,(0.25%)
PDD,PDD Holdings,0.46%,0.64,(0.63%)
HON,Honeywell,0.45%,2.02,(0.89%)
QCOM,Qualcomm,0.44%,0.82,(0.63%)
