Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.01%,-18.31,(-2.17%)
CAT,Caterpillar Inc.,9.40%,-15.59,(-2.17%)
MSFT,Microsoft Corporation,4.90%,-4.65,(-1.25%)
AMGN,Amgen Inc.,4.72%,-0.76,(-0.21%)
HD,"The Home Depot, Inc.",4.39%,-3.97,(-1.20%)
SHW,Sherwin-Williams,4.28%,-2.01,(-0.62%)
MCD,McDonald's Corporation,4.15%,-1.21,(-0.39%)
V,Visa Inc.,4.09%,0.67,(0.22%)
AXP,American Express Company,3.99%,-1.76,(-0.59%)
JPM,JPMorgan Chase & Co.,3.90%,-3.4,(-1.15%)
TRV,"The Travelers Companies, Inc.",3.89%,0.32,(0.11%)
UNH,UnitedHealth Group Incorporated,3.58%,-2.44,(-0.90%)
AAPL,Apple Inc.,3.40%,1.84,(0.73%)
IBM,International Business Machines Corporation,3.25%,1.46,(0.61%)
JNJ,Johnson & Johnson,3.22%,0.75,(0.31%)
HON,Honeywell International Inc.,3.03%,0.6,(0.26%)
AMZN,"Amazon.com, Inc.amazon.com",2.78%,-3.42,(-1.62%)
CVX,Chevron Corporation,2.78%,2.98,(1.46%)
BA,The Boeing Company,2.61%,-4.29,(-2.15%)
CRM,"Salesforce, Inc.",2.48%,3.46,(1.90%)
NVDA,Nvidia,2.30%,-6.39,(-3.58%)
MMM,3M Company,1.94%,-2.9,(-1.96%)
PG,The Procter & Gamble Company,1.91%,-1.07,(-0.74%)
WMT,Walmart Inc.,1.64%,-0.59,(-0.48%)
MRK,"Merck & Co., Inc.",1.60%,-0.04,(-0.03%)
DIS,The Walt Disney Company,1.27%,-1.06,(-1.10%)
CSCO,"Cisco Systems, Inc.",1.10%,0.78,(0.95%)
KO,The Coca-Cola Company,1.00%,-0.16,(-0.21%)
NKE,"Nike, Inc.",0.70%,-0.8,(-1.50%)
VZ,Verizon Communications Inc.,0.68%,0.41,(0.82%)
