Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,12.96%,177.15,-0.57,(-0.32%)
AAPL,Apple Inc.,12.24%,275.09,0.48,(0.17%)
MSFT,Microsoft,10.67%,476.95,0.56,(0.12%)
AMZN,Amazon,7.23%,224.78,2.22,(1.00%)
GOOGL,Alphabet Inc. (Class A),5.79%,307.68,1.11,(0.36%)
GOOG,Alphabet Inc. (Class C),5.41%,308.91,1.18,(0.38%)
META,Meta Platforms,4.98%,656.78,-0.37,(-0.06%)
TSLA,"Tesla, Inc.",4.89%,487.85,-2.03,(-0.42%)
AVGO,Broadcom Inc.,4.88%,343.48,2.18,(0.64%)
PLTR,Palantir Technologies,1.35%,188.24,0.49,(0.26%)
ASML,ASML Holding,1.26%,1074.83,-1.22,(-0.11%)
NFLX,Netflix,1.23%,96.13,1.56,(1.64%)
COST,Costco,1.15%,859.0,-1.39,(-0.16%)
AMD,Advanced Micro Devices Inc.,1.03%,209.64,0.47,(0.22%)
CSCO,Cisco,0.93%,77.81,0.26,(0.34%)
AZN,AstraZeneca,0.85%,91.24,-0.11,(-0.12%)
MU,Micron Technology,0.80%,236.58,4.07,(1.75%)
APP,Applovin Corp,0.70%,685.76,8.46,(1.25%)
TMUS,T-Mobile US,0.67%,199.08,1.07,(0.54%)
SHOP,Shopify,0.65%,165.76,2.62,(1.60%)
AMAT,Applied Materials,0.62%,260.79,1.95,(0.75%)
LRCX,Lam Research,0.62%,164.53,1.27,(0.78%)
PEP,PepsiCo,0.62%,150.5,0.13,(0.08%)
LIN,Linde plc,0.59%,422.52,-1.0,(-0.23%)
ISRG,Intuitive Surgical,0.59%,553.28,-1.3,(-0.23%)
QCOM,Qualcomm,0.57%,176.72,0.6,(0.34%)
INTU,Intuit,0.56%,669.19,-0.16,(-0.02%)
INTC,Intel,0.54%,37.63,0.32,(0.85%)
AMGN,Amgen,0.53%,327.69,0.95,(0.29%)
BKNG,Booking Holdings,0.53%,5444.0,7.07,(0.13%)
TXN,Texas Instruments,0.48%,177.05,-0.51,(-0.29%)
KLAC,KLA Corporation,0.48%,1224.27,0.9,(0.07%)
PDD,PDD Holdings,0.46%,108.26,-0.77,(-0.70%)
GILD,Gilead Sciences,0.44%,118.76,-0.02,(-0.02%)
ADBE,Adobe Inc.,0.44%,347.6,-0.29,(-0.08%)
ADI,Analog Devices,0.41%,277.59,-0.81,(-0.29%)
PANW,Palo Alto Networks,0.39%,187.8,0.71,(0.38%)
ARM,Arm Holdings,0.39%,121.5,0.4,(0.33%)
HON,Honeywell,0.38%,198.2,-0.06,(-0.03%)
CRWD,CrowdStrike,0.37%,490.52,1.99,(0.41%)
VRTX,Vertex Pharmaceuticals,0.35%,456.0,1.04,(0.23%)
CEG,Constellation Energy,0.35%,367.12,1.5,(0.41%)
CMCSA,Comcast,0.33%,29.66,-0.07,(-0.25%)
ADP,ADP,0.32%,264.5,2.33,(0.89%)
DASH,DoorDash,0.30%,228.9,0.96,(0.42%)
MELI,MercadoLibre,0.30%,1938.59,4.87,(0.25%)
SBUX,Starbucks,0.29%,85.21,0.13,(0.15%)
SNPS,Synopsys,0.27%,466.23,2.89,(0.62%)
CDNS,Cadence Design Systems,0.26%,320.69,1.16,(0.36%)
MAR,Marriott International,0.25%,307.25,1.28,(0.42%)
ABNB,Airbnb,0.24%,134.0,1.99,(1.51%)
ORLY,O'Reilly Automotive,0.24%,93.04,0.13,(0.15%)
REGN,Regeneron Pharmaceuticals,0.23%,738.37,-7.99,(-1.07%)
CTAS,Cintas,0.23%,188.3,0.68,(0.36%)
MNST,Monster Beverage,0.22%,75.43,0.08,(0.11%)
MRVL,Marvell Technology,0.22%,86.63,2.56,(3.04%)
WBD,Warner Bros. Discovery,0.21%,28.61,-0.29,(-1.02%)
MDLZ,Mondelez International,0.21%,54.08,0.11,(0.20%)
CSX,CSX Corporation,0.20%,36.5,-0.3,(-0.82%)
ADSK,Autodesk,0.19%,293.21,-0.77,(-0.26%)
AEP,American Electric Power,0.19%,115.29,0.72,(0.63%)
FTNT,Fortinet,0.18%,80.73,-1.74,(-2.11%)
ROST,Ross Stores,0.18%,182.66,0.26,(0.14%)
PCAR,Paccar,0.18%,112.21,0.05,(0.05%)
TRI,Thomson Reuters Corporation,0.18%,132.38,0.03,(0.02%)
PYPL,PayPal,0.17%,61.56,0.23,(0.38%)
NXPI,NXP Semiconductors,0.17%,228.49,-1.26,(-0.55%)
WDAY,"Workday, Inc.",0.17%,217.09,0.97,(0.45%)
IDXX,Idexx Laboratories,0.17%,692.88,-0.3,(-0.04%)
EA,Electronic Arts,0.15%,203.59,-0.61,(-0.30%)
DDOG,Datadog,0.15%,141.07,1.01,(0.72%)
FAST,Fastenal,0.15%,42.26,-0.09,(-0.20%)
MSTR,MicroStrategy Inc.,0.15%,167.92,0.42,(0.25%)
ROP,Roper Technologies,0.14%,443.37,-0.41,(-0.09%)
TTWO,Take-Two Interactive,0.14%,246.14,1.61,(0.66%)
BKR,Baker Hughes,0.13%,45.31,0.29,(0.64%)
EXC,Exelon,0.13%,43.56,-0.2,(-0.47%)
XEL,Xcel Energy,0.13%,73.6,-0.14,(-0.18%)
AXON,Axon Enterprise Inc.,0.13%,551.5,-3.56,(-0.64%)
FANG,Diamondback Energy,0.13%,150.68,1.62,(1.08%)
TEAM,Atlassian,0.13%,161.71,2.15,(1.35%)
CCEP,Coca-Cola Europacific Partners,0.13%,92.87,0.76,(0.82%)
PAYX,Paychex,0.12%,115.15,-0.08,(-0.07%)
CTSH,Cognizant,0.12%,83.63,-0.0,(-0.01%)
KDP,Keurig Dr Pepper,0.12%,28.5,-0.09,(-0.33%)
CPRT,Copart,0.11%,39.27,0.12,(0.31%)
GEHC,GE HealthCare,0.11%,82.18,-0.07,(-0.09%)
ZS,Zscaler,0.11%,233.25,0.47,(0.20%)
MCHP,Microchip Technology,0.11%,66.37,0.47,(0.71%)
