Symbol,Name,Weight,Price,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.28%,883.54,4.39,(0.50%)
CAT,Caterpillar Inc.,7.52%,588.97,0.04,(0.01%)
MSFT,Microsoft Corporation,6.09%,476.95,0.56,(0.12%)
AXP,American Express Company,4.89%,382.8,2.05,(0.54%)
HD,"The Home Depot, Inc.",4.50%,352.68,-0.0,(-0.00%)
V,Visa Inc.,4.41%,345.76,0.65,(0.19%)
UNH,UnitedHealth Group Incorporated,4.26%,333.65,-0.55,(-0.16%)
SHW,Sherwin-Williams,4.19%,327.92,0.05,(0.01%)
AMGN,Amgen Inc.,4.18%,327.69,0.95,(0.29%)
JPM,JPMorgan Chase & Co.,4.05%,317.25,1.7,(0.54%)
MCD,McDonald's Corporation,4.02%,315.17,0.67,(0.21%)
IBM,International Business Machines Corporation,3.88%,303.87,0.69,(0.23%)
TRV,"The Travelers Companies, Inc.",3.71%,290.56,0.95,(0.33%)
AAPL,Apple Inc.,3.51%,275.09,0.48,(0.17%)
CRM,"Salesforce, Inc.",3.26%,255.1,0.19,(0.07%)
AMZN,"Amazon.com, Inc.amazon.com",2.87%,224.78,2.22,(1.00%)
JNJ,Johnson & Johnson,2.67%,209.14,-0.16,(-0.08%)
BA,The Boeing Company,2.66%,208.03,1.31,(0.64%)
HON,Honeywell International Inc.,2.53%,198.2,-0.06,(-0.03%)
NVDA,Nvidia,2.26%,177.15,-0.57,(-0.32%)
MMM,3M Company,2.08%,162.6,-0.6,(-0.37%)
CVX,Chevron Corporation,1.89%,148.16,1.41,(0.96%)
PG,The Procter & Gamble Company,1.87%,146.3,1.09,(0.75%)
WMT,Walmart Inc.,1.47%,115.33,-0.09,(-0.08%)
DIS,The Walt Disney Company,1.42%,111.38,-0.24,(-0.21%)
MRK,"Merck & Co., Inc.",1.26%,98.35,0.08,(0.08%)
CSCO,"Cisco Systems, Inc.",0.99%,77.81,0.26,(0.34%)
KO,The Coca-Cola Company,0.90%,70.46,0.08,(0.12%)
NKE,"Nike, Inc.",0.86%,67.25,0.13,(0.19%)
VZ,Verizon Communications Inc.,0.52%,40.78,0.03,(0.07%)
