Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.42%,-1.07,(-0.12%)
CAT,Caterpillar Inc.,8.90%,-3.33,(-0.46%)
MSFT,Microsoft Corporation,4.98%,3.06,(0.76%)
HD,"The Home Depot, Inc.",4.73%,-0.68,(-0.18%)
AMGN,Amgen Inc.,4.72%,-0.59,(-0.15%)
SHW,Sherwin-Williams,4.49%,2.78,(0.77%)
AXP,American Express Company,4.42%,-0.02,(-0.01%)
V,Visa Inc.,4.08%,-0.08,(-0.02%)
MCD,McDonald's Corporation,4.02%,-0.7,(-0.21%)
JPM,JPMorgan Chase & Co.,3.95%,-1.53,(-0.47%)
TRV,"The Travelers Companies, Inc.",3.68%,-2.3,(-0.76%)
IBM,International Business Machines Corporation,3.65%,-2.77,(-0.93%)
AAPL,Apple Inc.,3.42%,-0.37,(-0.13%)
UNH,UnitedHealth Group Incorporated,3.39%,-1.23,(-0.44%)
BA,The Boeing Company,2.99%,-0.28,(-0.12%)
JNJ,Johnson & Johnson,2.96%,0.08,(0.04%)
HON,Honeywell International Inc.,2.94%,0.32,(0.13%)
AMZN,"Amazon.com, Inc.amazon.com",2.57%,-1.82,(-0.87%)
CRM,"Salesforce, Inc.",2.34%,-1.6,(-0.84%)
NVDA,Nvidia,2.26%,-1.47,(-0.79%)
CVX,Chevron Corporation,2.23%,0.08,(0.04%)
MMM,3M Company,2.11%,-1.65,(-0.96%)
PG,The Procter & Gamble Company,1.95%,-0.5,(-0.31%)
WMT,Walmart Inc.,1.61%,-0.43,(-0.33%)
MRK,"Merck & Co., Inc.",1.50%,-0.38,(-0.31%)
DIS,The Walt Disney Company,1.33%,-0.34,(-0.31%)
CSCO,"Cisco Systems, Inc.",1.04%,-0.48,(-0.57%)
KO,The Coca-Cola Company,0.97%,-0.31,(-0.39%)
NKE,"Nike, Inc.",0.78%,-0.22,(-0.34%)
VZ,Verizon Communications Inc.,0.57%,-0.09,(-0.18%)
