Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.23%,-1.47,(-0.79%)
AAPL,Apple Inc.,12.07%,-0.37,(-0.13%)
MSFT,Microsoft,8.88%,3.06,(0.76%)
AMZN,Amazon,6.62%,-1.82,(-0.87%)
GOOGL,Alphabet Inc. (Class A),5.96%,-1.46,(-0.45%)
GOOG,Alphabet Inc. (Class C),5.53%,-2.49,(-0.77%)
META,Meta Platforms,4.95%,-0.51,(-0.08%)
AVGO,Broadcom Inc.,4.62%,-3.55,(-1.06%)
TSLA,"Tesla, Inc.",4.55%,-1.73,(-0.42%)
WMT,Walmart,3.08%,-0.43,(-0.33%)
ASML,ASML Holding,1.62%,-0.96,(-0.07%)
COST,Costco,1.31%,-2.72,(-0.27%)
MU,Micron Technology,1.27%,-14.05,(-3.56%)
NFLX,Netflix,1.03%,-0.01,(-0.01%)
AMD,Advanced Micro Devices Inc.,1.00%,-0.77,(-0.37%)
CSCO,Cisco,0.99%,-0.48,(-0.57%)
PLTR,Palantir Technologies,0.96%,0.86,(0.63%)
LRCX,Lam Research,0.84%,-2.86,(-1.24%)
AMAT,Applied Materials,0.75%,-1.55,(-0.48%)
INTC,Intel,0.74%,-0.63,(-1.24%)
PEP,PepsiCo,0.69%,-0.56,(-0.33%)
TMUS,T-Mobile US,0.66%,1.18,(0.60%)
LIN,Linde plc,0.62%,-0.67,(-0.15%)
AMGN,Amgen,0.61%,-0.59,(-0.15%)
TXN,Texas Instruments,0.59%,-0.44,(-0.20%)
GILD,Gilead Sciences,0.56%,-0.5,(-0.33%)
KLAC,KLA Corporation,0.56%,-10.28,(-0.71%)
ISRG,Intuitive Surgical,0.51%,-1.63,(-0.33%)
ADI,Analog Devices,0.46%,-0.26,(-0.08%)
HON,Honeywell,0.45%,0.32,(0.13%)
PDD,PDD Holdings,0.44%,-0.26,(-0.24%)
SHOP,Shopify,0.44%,0.73,(0.66%)
QCOM,Qualcomm,0.43%,-0.38,(-0.28%)
APP,Applovin Corp,0.43%,24.05,(5.91%)
BKNG,Booking Holdings,0.42%,-17.16,(-0.38%)
ARM,Arm Holdings,0.38%,-2.89,(-2.34%)
INTU,Intuit,0.36%,-2.82,(-0.64%)
VRTX,Vertex Pharmaceuticals,0.36%,-0.71,(-0.15%)
SBUX,Starbucks,0.33%,-0.71,(-0.71%)
CMCSA,Comcast,0.33%,-0.2,(-0.62%)
PANW,Palo Alto Networks,0.33%,0.52,(0.33%)
ADBE,Adobe Inc.,0.33%,0.59,(0.22%)
MELI,MercadoLibre,0.30%,8.97,(0.46%)
CRWD,CrowdStrike,0.30%,0.37,(0.09%)
CEG,Constellation Energy,0.28%,1.58,(0.60%)
WDC,Western Digital,0.28%,-4.58,(-1.62%)
ADP,ADP,0.27%,-0.66,(-0.29%)
STX,Seagate Technology Holdings,0.27%,-7.81,(-1.82%)
MAR,Marriott International,0.26%,-0.64,(-0.19%)
REGN,Regeneron Pharmaceuticals,0.25%,-0.67,(-0.09%)
SNPS,Synopsys,0.24%,2.0,(0.47%)
MNST,Monster Beverage,0.24%,-0.45,(-0.55%)
ORLY,O'Reilly Automotive,0.23%,-0.39,(-0.42%)
DASH,DoorDash,0.23%,-0.22,(-0.12%)
CTAS,Cintas,0.23%,-0.12,(-0.06%)
CDNS,Cadence Design Systems,0.23%,-0.77,(-0.27%)
MDLZ,Mondelez International,0.23%,0.0,(0.01%)
CSX,CSX Corporation,0.22%,-0.02,(-0.06%)
ABNB,Airbnb,0.22%,-0.63,(-0.51%)
WBD,Warner Bros. Discovery,0.20%,0.01,(0.05%)
MRVL,Marvell Technology,0.20%,-0.78,(-0.98%)
PCAR,Paccar,0.20%,-0.04,(-0.04%)
AEP,American Electric Power,0.19%,-0.05,(-0.04%)
FTNT,Fortinet,0.18%,0.32,(0.39%)
ROST,Ross Stores,0.18%,-0.59,(-0.31%)
MPWR,Monolithic Power Systems,0.17%,-19.31,(-1.57%)
BKR,Baker Hughes,0.17%,0.18,(0.31%)
NXPI,NXP Semiconductors,0.17%,-2.24,(-1.00%)
FAST,Fastenal,0.16%,-0.19,(-0.40%)
FER,Ferrovial SE,0.15%,0.77,(1.08%)
IDXX,Idexx Laboratories,0.15%,-1.04,(-0.16%)
ADSK,Autodesk,0.15%,0.21,(0.09%)
EA,Electronic Arts,0.15%,0.85,(0.42%)
FANG,Diamondback Energy,0.14%,-0.13,(-0.07%)
XEL,Xcel Energy,0.13%,0.22,(0.30%)
EXC,Exelon,0.13%,0.14,(0.32%)
CCEP,Coca-Cola Europacific Partners,0.13%,-0.2,(-0.21%)
ALNY,Alnylam Pharmaceuticals,0.13%,-0.13,(-0.04%)
ODFL,Old Dominion Freight Line,0.13%,0.09,(0.04%)
MCHP,Microchip Technology,0.12%,-1.64,(-2.15%)
DDOG,Datadog,0.12%,3.06,(2.74%)
WDAY,"Workday, Inc.",0.12%,-10.77,(-6.61%)
TRI,Thomson Reuters Corporation,0.12%,-0.01,(-0.01%)
CPRT,Copart,0.12%,-0.1,(-0.26%)
ROP,Roper Technologies,0.11%,0.06,(0.02%)
KDP,Keurig Dr Pepper,0.11%,-0.0,(-0.02%)
PYPL,PayPal,0.11%,0.02,(0.06%)
MSTR,MicroStrategy Inc.,0.11%,-6.7,(-4.97%)
GEHC,GE HealthCare,0.11%,0.15,(0.19%)
CTSH,Cognizant,0.11%,-0.45,(-0.59%)
TTWO,Take-Two Interactive,0.11%,0.78,(0.40%)
PAYX,Paychex,0.10%,0.02,(0.02%)
AXON,Axon Enterprise Inc.,0.10%,0.81,(0.19%)
INSM,Insmed Incorporated,0.09%,-0.34,(-0.23%)
CHTR,Charter Communications,0.09%,0.37,(0.16%)
KHC,Kraft Heinz,0.09%,-0.0,(-0.02%)
DXCM,DexCom,0.08%,-0.48,(-0.69%)
ZS,Zscaler,0.08%,0.09,(0.06%)
VRSK,Verisk,0.07%,-0.06,(-0.03%)
TEAM,Atlassian,0.07%,-1.52,(-1.60%)
CSGP,CoStar Group,0.06%,0.09,(0.19%)
