Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,13.24%,182.36,-1.34,(-0.73%)
AAPL,Apple Inc.,11.97%,271.21,0.23,(0.09%)
MSFT,Microsoft,10.77%,485.26,0.34,(0.07%)
AMZN,Amazon,7.28%,228.12,-0.31,(-0.14%)
GOOGL,Alphabet Inc. (Class A),5.77%,309.18,-0.6,(-0.19%)
GOOG,Alphabet Inc. (Class C),5.39%,310.63,-0.7,(-0.22%)
META,Meta Platforms,4.98%,661.17,-0.33,(-0.05%)
TSLA,"Tesla, Inc.",4.84%,487.8,-0.93,(-0.19%)
AVGO,Broadcom Inc.,4.81%,339.56,-1.89,(-0.55%)
PLTR,Palantir Technologies,1.37%,191.93,-2.05,(-1.06%)
ASML,ASML Holding,1.22%,1056.78,-0.2,(-0.02%)
NFLX,Netflix,1.18%,93.21,-0.02,(-0.02%)
COST,Costco,1.13%,849.25,-0.75,(-0.09%)
AMD,Advanced Micro Devices Inc.,1.04%,213.55,-1.4,(-0.65%)
MU,Micron Technology,0.92%,274.43,-2.16,(-0.78%)
CSCO,Cisco,0.92%,78.09,-0.03,(-0.03%)
AZN,AstraZeneca,0.86%,92.61,1.06,(1.15%)
APP,Applovin Corp,0.74%,728.8,-4.8,(-0.65%)
SHOP,Shopify,0.66%,168.9,-0.77,(-0.46%)
TMUS,T-Mobile US,0.65%,195.99,0.23,(0.12%)
LRCX,Lam Research,0.65%,174.06,-1.2,(-0.68%)
ISRG,Intuitive Surgical,0.61%,578.65,-1.18,(-0.20%)
AMAT,Applied Materials,0.61%,258.13,-0.88,(-0.34%)
PEP,PepsiCo,0.60%,147.12,0.06,(0.04%)
LIN,Linde plc,0.59%,423.91,0.4,(0.09%)
INTU,Intuit,0.56%,675.08,-0.13,(-0.02%)
QCOM,Qualcomm,0.56%,174.15,-0.07,(-0.04%)
AMGN,Amgen,0.53%,328.55,-2.84,(-0.86%)
BKNG,Booking Holdings,0.52%,5409.0,2.01,(0.04%)
INTC,Intel,0.52%,36.27,-0.1,(-0.29%)
KLAC,KLA Corporation,0.49%,1260.36,-5.3,(-0.42%)
TXN,Texas Instruments,0.48%,178.31,-0.51,(-0.29%)
PDD,PDD Holdings,0.48%,113.1,1.19,(1.07%)
GILD,Gilead Sciences,0.46%,124.15,-0.01,(-0.01%)
ADBE,Adobe Inc.,0.45%,356.74,-0.79,(-0.22%)
ADI,Analog Devices,0.40%,273.19,-2.63,(-0.95%)
PANW,Palo Alto Networks,0.39%,189.48,-0.01,(-0.01%)
HON,Honeywell,0.37%,195.92,-0.04,(-0.02%)
CRWD,CrowdStrike,0.36%,480.95,-2.19,(-0.45%)
