Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,7.34%,188.67,4.97,(2.71%)
AAPL,Apple Inc.,6.43%,271.77,0.8,(0.30%)
MSFT,Microsoft,5.79%,487.09,2.17,(0.45%)
AMZN,Amazon,3.97%,232.03,3.6,(1.58%)
GOOGL,Alphabet Inc. (Class A),3.15%,314.31,4.53,(1.46%)
GOOG,Alphabet Inc. (Class C),2.94%,315.72,4.39,(1.41%)
META,Meta Platforms,2.68%,665.1,3.6,(0.54%)
AVGO,Broadcom,2.65%,349.73,8.28,(2.43%)
TSLA,"Tesla, Inc.",2.58%,483.94,-4.79,(-0.98%)
BRK.B,Berkshire Hathaway,1.73%,500.31,0.36,(0.07%)
LLY,Lilly (Eli),1.54%,1073.7,-2.78,(-0.26%)
WMT,Walmart,1.43%,111.73,-0.88,(-0.78%)
JPM,JPMorgan Chase,1.42%,326.76,3.67,(1.14%)
V,Visa Inc.,1.09%,353.78,1.69,(0.48%)
ORCL,Oracle Corporation,0.89%,194.36,-4.02,(-2.03%)
MA,Mastercard,0.83%,577.87,2.17,(0.38%)
XOM,ExxonMobil,0.81%,119.72,1.57,(1.33%)
JNJ,Johnson & Johnson,0.79%,205.66,-1.66,(-0.80%)
PLTR,Palantir Technologies,0.74%,193.26,-0.72,(-0.37%)
BAC,Bank of America,0.66%,56.05,0.16,(0.30%)
ABBV,AbbVie,0.65%,229.34,1.43,(0.63%)
NFLX,Netflix,0.63%,93.13,-0.1,(-0.11%)
COST,Costco,0.61%,853.86,3.86,(0.45%)
AMD,Advanced Micro Devices,0.56%,214.63,-0.32,(-0.15%)
HD,Home Depot (The),0.55%,344.79,-1.6,(-0.46%)
PG,Procter & Gamble,0.54%,143.54,0.85,(0.59%)
GE,GE Aerospace,0.53%,316.3,1.57,(0.50%)
MU,Micron Technology,0.50%,276.59,0.0,(0.00%)
CSCO,Cisco,0.49%,77.93,-0.19,(-0.24%)
CVX,Chevron Corporation,0.48%,150.89,1.09,(0.73%)
KO,Coca-Cola Company (The),0.48%,70.05,-0.16,(-0.23%)
WFC,Wells Fargo,0.47%,94.34,0.05,(0.06%)
UNH,UnitedHealth Group,0.47%,324.46,-0.7,(-0.21%)
MS,Morgan Stanley,0.46%,179.88,0.12,(0.07%)
IBM,IBM,0.45%,303.49,0.7,(0.23%)
CAT,Caterpillar Inc.,0.44%,586.5,4.09,(0.70%)
GS,Goldman Sachs,0.43%,902.8,3.8,(0.42%)
AXP,American Express,0.42%,383.34,2.49,(0.65%)
MRK,Merck & Co.,0.42%,104.6,-0.13,(-0.12%)
PM,Philip Morris International,0.40%,161.88,2.18,(1.36%)
RTX,RTX Corporation,0.40%,185.94,0.26,(0.14%)
CRM,Salesforce,0.39%,262.37,-2.26,(-0.85%)
APP,AppLovin Corporation,0.39%,722.19,-11.41,(-1.56%)
MCD,McDonald's,0.36%,312.16,-4.06,(-1.28%)
TMUS,T-Mobile US,0.35%,197.41,1.65,(0.84%)
LRCX,Lam Research,0.35%,175.26,-0.0,(-0.00%)
TMO,Thermo Fisher Scientific,0.35%,579.64,3.94,(0.68%)
ABT,Abbott Laboratories,0.35%,124.49,-0.71,(-0.57%)
C,Citigroup,0.34%,119.85,1.76,(1.49%)
AMAT,Applied Materials,0.33%,259.95,0.94,(0.36%)
ISRG,Intuitive Surgical,0.33%,577.26,-2.57,(-0.44%)
DIS,Walt Disney Company (The),0.32%,112.91,0.53,(0.47%)
LIN,Linde plc,0.32%,425.12,1.61,(0.38%)
PEP,PepsiCo,0.32%,144.24,-2.81,(-1.91%)
QCOM,Qualcomm,0.30%,174.97,0.75,(0.43%)
INTU,Intuit,0.30%,671.35,-3.85,(-0.57%)
SCHW,Charles Schwab Corporation,0.29%,101.25,-0.16,(-0.16%)
GEV,GE Vernova,0.29%,660.47,-1.34,(-0.20%)
AMGN,Amgen,0.29%,331.68,0.29,(0.09%)
BKNG,Booking Holdings,0.28%,5415.92,8.93,(0.17%)
T,AT&T,0.28%,24.48,0.18,(0.76%)
TJX,TJX Companies,0.28%,156.24,-0.34,(-0.22%)
INTC,Intel,0.28%,36.24,-0.13,(-0.36%)
BA,Boeing,0.27%,216.52,-0.32,(-0.15%)
VZ,Verizon,0.27%,40.03,0.05,(0.11%)
BLK,BlackRock,0.27%,1087.19,-1.02,(-0.09%)
UBER,Uber,0.27%,80.47,-0.79,(-0.98%)
APH,Amphenol,0.27%,136.54,1.4,(1.04%)
KLAC,KLA Corporation,0.27%,1271.22,5.56,(0.44%)
NEE,NextEra Energy,0.27%,80.06,0.02,(0.02%)
ACN,Accenture,0.27%,270.54,-0.13,(-0.05%)
ANET,Arista Networks,0.26%,131.36,0.63,(0.48%)
DHR,Danaher Corporation,0.26%,230.73,2.72,(1.19%)
TXN,Texas Instruments,0.26%,177.5,-1.32,(-0.74%)
NOW,ServiceNow,0.26%,153.57,-3.11,(-1.98%)
SPGI,S&P Global,0.26%,526.29,4.39,(0.84%)
COF,Capital One,0.25%,247.3,0.53,(0.22%)
GILD,Gilead Sciences,0.25%,125.9,1.74,(1.40%)
ADBE,Adobe Inc.,0.24%,350.85,-6.68,(-1.87%)
BSX,Boston Scientific,0.23%,96.05,-0.39,(-0.40%)
PFE,Pfizer,0.23%,24.98,-0.23,(-0.93%)
UNP,Union Pacific Corporation,0.22%,234.04,-0.57,(-0.24%)
SYK,Stryker Corporation,0.22%,355.1,-1.42,(-0.40%)
ADI,Analog Devices,0.22%,277.19,1.37,(0.50%)
LOW,Lowe's,0.22%,241.47,-0.6,(-0.25%)
PGR,Progressive Corporation,0.21%,227.68,0.32,(0.14%)
PANW,Palo Alto Networks,0.21%,188.5,-0.99,(-0.52%)
WELL,Welltower,0.21%,187.22,0.79,(0.42%)
DE,Deere & Company,0.20%,467.15,-1.62,(-0.35%)
ETN,Eaton Corporation,0.20%,323.59,3.2,(1.00%)
MDT,Medtronic,0.20%,97.49,-0.22,(-0.23%)
HON,Honeywell,0.20%,195.51,-0.45,(-0.23%)
CB,Chubb Limited,0.20%,313.29,2.34,(0.75%)
BX,Blackstone Inc.,0.19%,155.52,-0.32,(-0.20%)
CRWD,CrowdStrike,0.19%,475.29,-7.85,(-1.62%)
PLD,Prologis,0.19%,127.84,0.25,(0.19%)
KKR,KKR,0.19%,131.22,-0.2,(-0.15%)
VRTX,Vertex Pharmaceuticals,0.19%,459.91,-0.4,(-0.09%)
COP,ConocoPhillips,0.18%,92.94,-0.37,(-0.40%)
NEM,Newmont,0.18%,105.19,0.31,(0.30%)
CEG,Constellation Energy,0.18%,363.08,5.27,(1.47%)
LMT,Lockheed Martin,0.18%,484.3,0.73,(0.15%)
PH,Parker Hannifin,0.18%,887.07,0.6,(0.07%)
BMY,Bristol Myers Squibb,0.18%,54.25,-0.41,(-0.76%)
HOOD,"Robinhood Markets, Inc.",0.17%,120.57,-1.8,(-1.47%)
HCA,HCA Healthcare,0.17%,472.95,0.92,(0.20%)
CMCSA,Comcast,0.17%,29.28,0.01,(0.05%)
ADP,Automatic Data Processing,0.17%,257.21,-2.53,(-0.97%)
MCK,McKesson Corporation,0.16%,825.23,6.83,(0.83%)
DASH,DoorDash,0.16%,230.93,-3.96,(-1.68%)
CVS,CVS Health,0.16%,78.24,-0.13,(-0.16%)
CME,CME Group,0.16%,275.28,2.08,(0.76%)
MO,Altria,0.16%,58.57,-0.05,(-0.08%)
SO,Southern Company,0.15%,86.69,0.97,(1.14%)
SBUX,Starbucks,0.15%,83.75,-2.42,(-2.81%)
GD,General Dynamics,0.15%,344.98,-0.21,(-0.06%)
ICE,Intercontinental Exchange,0.15%,162.02,0.56,(0.35%)
MCO,Moody's Corporation,0.15%,514.56,4.91,(0.96%)
MMC,Marsh McLennan,0.15%,185.8,0.29,(0.15%)
DUK,Duke Energy,0.15%,116.99,0.69,(0.59%)
SNPS,Synopsys,0.14%,473.23,-8.01,(-1.66%)
WM,Waste Management,0.14%,220.09,0.43,(0.20%)
TT,Trane Technologies,0.14%,394.17,4.31,(1.11%)
APO,Apollo Global Management,0.14%,148.61,-0.28,(-0.19%)
CDNS,Cadence Design Systems,0.14%,316.38,-1.19,(-0.38%)
DELL,Dell Technologies,0.14%,128.43,1.82,(1.44%)
USB,U.S. Bancorp,0.14%,54.72,-0.15,(-0.28%)
UPS,United Parcel Service,0.14%,100.19,-0.55,(-0.54%)
MMM,3M,0.14%,159.98,-0.02,(-0.01%)
HWM,Howmet Aerospace,0.14%,210.39,2.22,(1.07%)
CRH,CRH plc,0.14%,126.51,0.28,(0.23%)
NKE,"Nike, Inc.",0.14%,57.24,0.02,(0.04%)
MAR,Marriott International,0.14%,314.83,1.07,(0.34%)
PNC,PNC Financial Services,0.13%,212.49,-0.41,(-0.19%)
NOC,Northrop Grumman,0.13%,581.15,-3.51,(-0.60%)
ABNB,Airbnb,0.13%,136.56,-0.39,(-0.29%)
REGN,Regeneron Pharmaceuticals,0.13%,786.84,7.48,(0.96%)
BK,BNY Mellon,0.13%,117.68,0.42,(0.36%)
AMT,American Tower,0.13%,174.07,1.53,(0.89%)
RCL,Royal Caribbean Group,0.13%,293.24,-7.49,(-2.49%)
SHW,Sherwin-Williams,0.13%,322.28,-1.56,(-0.48%)
ORLY,O'Reilly Auto Parts,0.12%,92.24,0.49,(0.53%)
GM,General Motors,0.12%,82.83,-0.2,(-0.24%)
AON,Aon,0.12%,356.15,0.69,(0.19%)
GLW,Corning Inc.,0.12%,89.27,0.87,(0.98%)
CTAS,Cintas,0.12%,190.25,-1.74,(-0.91%)
ELV,Elevance Health,0.12%,343.71,-0.56,(-0.16%)
EMR,Emerson Electric,0.12%,135.59,0.6,(0.45%)
MNST,Monster Beverage,0.12%,77.78,0.12,(0.15%)
ECL,Ecolab,0.12%,265.23,-2.15,(-0.81%)
FCX,Freeport-McMoRan,0.12%,51.93,1.29,(2.55%)
