Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.90%,0.99,(0.52%)
AAPL,Apple Inc.,11.84%,5.47,(2.05%)
MSFT,Microsoft,8.56%,3.68,(0.96%)
AMZN,Amazon,6.65%,3.28,(1.60%)
GOOGL,Alphabet Inc. (Class A),5.77%,-0.71,(-0.23%)
GOOG,Alphabet Inc. (Class C),5.39%,-0.91,(-0.29%)
META,Meta Platforms,4.80%,1.48,(0.23%)
AVGO,Broadcom Inc.,4.57%,-5.58,(-1.69%)
TSLA,"Tesla, Inc.",4.56%,9.27,(2.32%)
WMT,Walmart,3.00%,1.0,(0.79%)
ASML,ASML Holding,1.73%,12.91,(0.87%)
MU,Micron Technology,1.39%,-4.82,(-1.14%)
COST,Costco,1.31%,11.23,(1.14%)
AMD,Advanced Micro Devices Inc.,1.03%,17.06,(8.68%)
NFLX,Netflix,0.99%,2.84,(3.74%)
CSCO,Cisco,0.92%,0.34,(0.43%)
PLTR,Palantir Technologies,0.91%,-2.06,(-1.58%)
LRCX,Lam Research,0.90%,1.69,(0.70%)
AMAT,Applied Materials,0.89%,5.24,(1.40%)
TMUS,T-Mobile US,0.73%,2.83,(1.28%)
LIN,Linde plc,0.70%,5.81,(1.17%)
PEP,PepsiCo,0.69%,1.3,(0.77%)
INTC,Intel,0.68%,2.36,(5.40%)
AMGN,Amgen,0.61%,0.56,(0.15%)
KLAC,KLA Corporation,0.59%,19.84,(1.33%)
TXN,Texas Instruments,0.57%,-7.01,(-3.19%)
GILD,Gilead Sciences,0.54%,-2.41,(-1.61%)
ISRG,Intuitive Surgical,0.52%,0.65,(0.13%)
ADI,Analog Devices,0.52%,1.9,(0.53%)
QCOM,Qualcomm,0.46%,4.22,(3.01%)
HON,Honeywell,0.46%,-0.03,(-0.01%)
SHOP,Shopify,0.45%,-0.17,(-0.15%)
PDD,PDD Holdings,0.45%,1.19,(1.13%)
ARM,Arm Holdings,0.40%,4.24,(3.43%)
APP,Applovin Corp,0.39%,9.88,(2.60%)
BKNG,Booking Holdings,0.39%,201.67,(5.21%)
VRTX,Vertex Pharmaceuticals,0.37%,6.99,(1.45%)
PANW,Palo Alto Networks,0.34%,-2.39,(-1.66%)
CMCSA,Comcast,0.34%,-0.08,(-0.27%)
CEG,Constellation Energy,0.34%,18.34,(6.24%)
SBUX,Starbucks,0.33%,1.8,(1.90%)
ADBE,Adobe Inc.,0.31%,8.8,(3.57%)
MELI,MercadoLibre,0.29%,94.41,(5.06%)
INTU,Intuit,0.29%,-3.0,(-0.83%)
WDC,Western Digital,0.27%,-9.41,(-3.36%)
MAR,Marriott International,0.27%,0.56,(0.16%)
CRWD,CrowdStrike,0.26%,-0.75,(-0.21%)
STX,Seagate Technology Holdings,0.26%,-11.84,(-2.91%)
SNPS,Synopsys,0.25%,16.67,(3.96%)
MNST,Monster Beverage,0.25%,0.65,(0.77%)
ADP,ADP,0.25%,-0.28,(-0.14%)
REGN,Regeneron Pharmaceuticals,0.24%,-9.27,(-1.18%)
ORLY,O'Reilly Automotive,0.24%,-0.96,(-1.01%)
CTAS,Cintas,0.24%,0.28,(0.14%)
CDNS,Cadence Design Systems,0.23%,10.06,(3.60%)
CSX,CSX Corporation,0.23%,0.42,(0.99%)
MDLZ,Mondelez International,0.23%,0.36,(0.60%)
ABNB,Airbnb,0.22%,2.52,(2.05%)
WBD,Warner Bros. Discovery,0.21%,0.02,(0.07%)
AEP,American Electric Power,0.21%,-0.13,(-0.09%)
DASH,DoorDash,0.21%,-0.34,(-0.20%)
PCAR,Paccar,0.20%,0.19,(0.15%)
MRVL,Marvell Technology,0.20%,0.29,(0.38%)
ROST,Ross Stores,0.19%,-1.38,(-0.68%)
BKR,Baker Hughes,0.19%,1.06,(1.67%)
MPWR,Monolithic Power Systems,0.18%,22.86,(1.92%)
NXPI,NXP Semiconductors,0.18%,3.28,(1.42%)
FTNT,Fortinet,0.17%,-0.13,(-0.17%)
FAST,Fastenal,0.15%,0.41,(0.90%)
IDXX,Idexx Laboratories,0.15%,22.66,(3.64%)
FER,Ferrovial SE,0.15%,-0.69,(-0.95%)
EA,Electronic Arts,0.15%,0.02,(0.01%)
EXC,Exelon,0.15%,0.38,(0.80%)
XEL,Xcel Energy,0.15%,0.57,(0.68%)
FANG,Diamondback Energy,0.15%,-1.26,(-0.72%)
CCEP,Coca-Cola Europacific Partners,0.14%,0.26,(0.24%)
ADSK,Autodesk,0.14%,1.89,(0.86%)
ALNY,Alnylam Pharmaceuticals,0.13%,1.45,(0.44%)
PYPL,PayPal,0.13%,2.82,(6.40%)
KDP,Keurig Dr Pepper,0.12%,1.13,(3.80%)
MSTR,MicroStrategy Inc.,0.12%,0.68,(0.55%)
ODFL,Old Dominion Freight Line,0.12%,2.83,(1.46%)
MCHP,Microchip Technology,0.12%,-0.85,(-1.11%)
AXON,Axon Enterprise Inc.,0.12%,85.09,(20.10%)
TRI,Thomson Reuters Corporation,0.12%,9.56,(11.83%)
GEHC,GE HealthCare,0.11%,0.21,(0.25%)
TTWO,Take-Two Interactive,0.11%,8.1,(4.14%)
DDOG,Datadog,0.11%,1.38,(1.34%)
ROP,Roper Technologies,0.11%,5.24,(1.56%)
CPRT,Copart,0.10%,0.12,(0.35%)
INSM,Insmed Incorporated,0.10%,-0.34,(-0.21%)
PAYX,Paychex,0.09%,1.03,(1.18%)
WDAY,"Workday, Inc.",0.09%,-11.61,(-8.99%)
KHC,Kraft Heinz,0.09%,0.27,(1.08%)
CHTR,Charter Communications,0.09%,4.0,(1.76%)
CTSH,Cognizant,0.09%,-0.09,(-0.14%)
DXCM,DexCom,0.08%,-0.09,(-0.13%)
VRSK,Verisk,0.08%,9.6,(5.29%)
ZS,Zscaler,0.07%,6.09,(4.25%)
CSGP,CoStar Group,0.06%,-2.06,(-4.30%)
TEAM,Atlassian,0.06%,1.67,(2.43%)
