Symbol,Name,Weight,Price,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.26%,879.0,-5.42,(-0.61%)
CAT,Caterpillar Inc.,7.34%,572.87,-4.52,(-0.78%)
MSFT,Microsoft Corporation,6.19%,483.62,-3.86,(-0.79%)
AXP,American Express Company,4.74%,369.95,-3.44,(-0.92%)
V,Visa Inc.,4.49%,350.71,-2.91,(-0.82%)
HD,"The Home Depot, Inc.",4.41%,344.1,-2.25,(-0.65%)
UNH,UnitedHealth Group Incorporated,4.23%,330.11,-2.05,(-0.62%)
AMGN,Amgen Inc.,4.19%,327.31,-1.38,(-0.42%)
SHW,Sherwin-Williams,4.15%,324.03,-2.13,(-0.65%)
JPM,JPMorgan Chase & Co.,4.13%,322.22,-1.2,(-0.37%)
MCD,McDonald's Corporation,3.91%,305.63,-2.4,(-0.78%)
IBM,International Business Machines Corporation,3.79%,296.21,-5.84,(-1.93%)
TRV,"The Travelers Companies, Inc.",3.72%,290.06,-2.32,(-0.79%)
AAPL,Apple Inc.,3.48%,271.86,-1.22,(-0.45%)
CRM,"Salesforce, Inc.",3.39%,264.91,-1.01,(-0.38%)
AMZN,"Amazon.com, Inc.amazon.com",2.96%,230.82,-1.71,(-0.74%)
BA,The Boeing Company,2.78%,217.12,-1.38,(-0.63%)
JNJ,Johnson & Johnson,2.65%,206.95,0.04,(0.02%)
HON,Honeywell International Inc.,2.50%,195.09,-1.27,(-0.65%)
NVDA,Nvidia,2.39%,186.5,-1.04,(-0.55%)
MMM,3M Company,2.05%,160.1,-1.07,(-0.66%)
CVX,Chevron Corporation,1.95%,152.41,0.1,(0.07%)
PG,The Procter & Gamble Company,1.84%,143.31,-0.74,(-0.51%)
DIS,The Walt Disney Company,1.46%,113.77,-1.02,(-0.89%)
WMT,Walmart Inc.,1.43%,111.41,-0.51,(-0.46%)
MRK,"Merck & Co., Inc.",1.35%,105.26,-0.8,(-0.75%)
CSCO,"Cisco Systems, Inc.",0.99%,77.03,-0.38,(-0.49%)
KO,The Coca-Cola Company,0.90%,69.91,-0.16,(-0.23%)
NKE,"Nike, Inc.",0.82%,63.71,2.52,(4.12%)
VZ,Verizon Communications Inc.,0.52%,40.73,0.03,(0.07%)
