Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,7.32%,186.5,-1.04,(-0.55%)
AAPL,Apple Inc.,6.49%,271.86,-1.22,(-0.45%)
MSFT,Microsoft,5.80%,483.62,-3.86,(-0.79%)
AMZN,Amazon,3.98%,230.82,-1.71,(-0.74%)
GOOGL,Alphabet Inc. (Class A),3.16%,313.0,-0.85,(-0.27%)
GOOG,Alphabet Inc. (Class C),2.95%,313.8,-0.75,(-0.24%)
META,Meta Platforms,2.69%,660.09,-5.86,(-0.88%)
AVGO,Broadcom,2.65%,346.1,-3.75,(-1.07%)
TSLA,"Tesla, Inc.",2.42%,449.72,-4.71,(-1.04%)
BRK.B,Berkshire Hathaway,1.75%,502.65,-1.06,(-0.21%)
LLY,Lilly (Eli),1.55%,1074.68,-5.07,(-0.47%)
WMT,Walmart,1.43%,111.41,-0.51,(-0.46%)
JPM,JPMorgan Chase,1.42%,322.22,-1.2,(-0.37%)
V,Visa Inc.,1.09%,350.71,-2.91,(-0.82%)
ORCL,Oracle Corporation,0.90%,194.91,-2.3,(-1.17%)
MA,Mastercard,0.83%,570.88,-6.54,(-1.13%)
XOM,ExxonMobil,0.82%,120.34,-0.65,(-0.54%)
JNJ,Johnson & Johnson,0.81%,206.95,0.04,(0.02%)
PLTR,Palantir Technologies,0.68%,177.75,-3.09,(-1.71%)
ABBV,AbbVie,0.65%,228.49,-1.25,(-0.54%)
BAC,Bank of America,0.65%,55.0,-0.28,(-0.51%)
NFLX,Netflix,0.64%,93.76,-0.02,(-0.02%)
COST,Costco,0.62%,862.34,-3.31,(-0.38%)
AMD,Advanced Micro Devices,0.56%,214.16,-1.18,(-0.55%)
HD,Home Depot (The),0.55%,344.1,-2.25,(-0.65%)
PG,Procter & Gamble,0.54%,143.31,-0.74,(-0.51%)
GE,GE Aerospace,0.52%,308.03,-3.76,(-1.21%)
MU,Micron Technology,0.52%,285.41,-7.22,(-2.47%)
CVX,Chevron Corporation,0.49%,152.41,0.1,(0.07%)
CSCO,Cisco,0.49%,77.03,-0.38,(-0.49%)
KO,Coca-Cola Company (The),0.49%,69.91,-0.16,(-0.23%)
UNH,UnitedHealth Group,0.48%,330.11,-2.05,(-0.62%)
WFC,Wells Fargo,0.47%,93.2,-1.11,(-1.18%)
MS,Morgan Stanley,0.46%,177.53,-1.55,(-0.87%)
IBM,IBM,0.45%,296.21,-5.84,(-1.93%)
CAT,Caterpillar Inc.,0.43%,572.87,-4.52,(-0.78%)
GS,Goldman Sachs,0.43%,879.0,-5.42,(-0.61%)
MRK,Merck & Co.,0.42%,105.26,-0.8,(-0.75%)
AXP,American Express,0.41%,369.95,-3.44,(-0.92%)
PM,Philip Morris International,0.40%,160.4,-1.55,(-0.96%)
CRM,Salesforce,0.40%,264.91,-1.01,(-0.38%)
RTX,RTX Corporation,0.40%,183.4,-0.61,(-0.33%)
APP,AppLovin Corporation,0.37%,673.82,-19.89,(-2.87%)
TMUS,T-Mobile US,0.37%,203.04,-0.76,(-0.37%)
ABT,Abbott Laboratories,0.35%,125.29,-0.49,(-0.39%)
TMO,Thermo Fisher Scientific,0.35%,579.45,-4.0,(-0.69%)
MCD,McDonald's,0.35%,305.63,-2.4,(-0.78%)
LRCX,Lam Research,0.35%,171.18,-2.6,(-1.50%)
C,Citigroup,0.34%,116.69,-0.52,(-0.44%)
AMAT,Applied Materials,0.33%,256.99,-2.98,(-1.15%)
DIS,Walt Disney Company (The),0.33%,113.77,-1.02,(-0.89%)
ISRG,Intuitive Surgical,0.32%,566.36,-6.27,(-1.09%)
LIN,Linde plc,0.32%,426.39,-1.97,(-0.46%)
PEP,PepsiCo,0.32%,143.52,-0.64,(-0.44%)
INTU,Intuit,0.30%,662.42,-7.46,(-1.11%)
QCOM,Qualcomm,0.30%,171.05,-2.6,(-1.50%)
SCHW,Charles Schwab Corporation,0.29%,99.91,-0.64,(-0.64%)
GEV,GE Vernova,0.29%,653.57,-6.07,(-0.92%)
AMGN,Amgen,0.28%,327.31,-1.38,(-0.42%)
T,AT&T,0.28%,24.84,0.03,(0.12%)
INTC,Intel,0.28%,36.9,-0.4,(-1.07%)
BKNG,Booking Holdings,0.28%,5355.33,-71.82,(-1.32%)
VZ,Verizon,0.28%,40.73,0.03,(0.07%)
TJX,TJX Companies,0.28%,153.61,-1.74,(-1.12%)
BA,Boeing,0.27%,217.12,-1.38,(-0.63%)
UBER,Uber,0.27%,81.71,-0.41,(-0.50%)
NEE,NextEra Energy,0.27%,80.28,-0.25,(-0.31%)
BLK,BlackRock,0.27%,1070.34,-12.97,(-1.20%)
APH,Amphenol,0.27%,135.14,-1.06,(-0.78%)
ACN,Accenture,0.27%,268.3,-1.7,(-0.63%)
ANET,Arista Networks,0.27%,131.03,-1.41,(-1.06%)
DHR,Danaher Corporation,0.26%,228.92,-1.75,(-0.76%)
KLAC,KLA Corporation,0.26%,1215.08,-28.57,(-2.30%)
NOW,ServiceNow,0.26%,153.19,-1.04,(-0.67%)
SPGI,S&P Global,0.26%,522.59,-5.1,(-0.97%)
TXN,Texas Instruments,0.25%,173.49,-1.93,(-1.10%)
COF,Capital One,0.25%,242.36,-1.61,(-0.66%)
GILD,Gilead Sciences,0.25%,122.74,-0.44,(-0.36%)
ADBE,Adobe Inc.,0.24%,349.99,-2.52,(-0.71%)
PFE,Pfizer,0.23%,24.9,-0.09,(-0.36%)
BSX,Boston Scientific,0.23%,95.35,-0.66,(-0.69%)
UNP,Union Pacific Corporation,0.22%,231.32,-1.74,(-0.75%)
LOW,Lowe's,0.22%,241.16,-2.02,(-0.83%)
SYK,Stryker Corporation,0.22%,351.47,-2.65,(-0.75%)
PGR,Progressive Corporation,0.22%,227.72,-2.25,(-0.98%)
ADI,Analog Devices,0.21%,271.2,-3.62,(-1.32%)
PANW,Palo Alto Networks,0.21%,184.2,-2.65,(-1.42%)
WELL,Welltower,0.21%,185.61,-2.39,(-1.27%)
DE,Deere & Company,0.20%,465.57,-4.37,(-0.93%)
HON,Honeywell,0.20%,195.09,-1.27,(-0.65%)
ETN,Eaton Corporation,0.20%,318.51,-2.35,(-0.73%)
MDT,Medtronic,0.20%,96.06,-0.6,(-0.62%)
CB,Chubb Limited,0.20%,312.12,-2.02,(-0.64%)
BX,Blackstone Inc.,0.19%,154.14,-0.64,(-0.41%)
PLD,Prologis,0.19%,127.66,-1.35,(-1.05%)
CRWD,CrowdStrike,0.19%,468.76,-6.87,(-1.44%)
COP,ConocoPhillips,0.19%,93.61,-0.49,(-0.52%)
VRTX,Vertex Pharmaceuticals,0.19%,453.36,-0.38,(-0.08%)
KKR,KKR,0.18%,127.48,-1.16,(-0.90%)
