Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.99%,-18.0,(-1.87%)
CAT,Caterpillar Inc.,7.97%,-19.38,(-3.00%)
MSFT,Microsoft Corporation,5.76%,-6.01,(-1.31%)
HD,"The Home Depot, Inc.",4.77%,-4.93,(-1.30%)
AXP,American Express Company,4.48%,-12.32,(-3.38%)
SHW,Sherwin-Williams,4.45%,-7.84,(-2.19%)
UNH,UnitedHealth Group Incorporated,4.29%,6.81,(2.06%)
AMGN,Amgen Inc.,4.19%,-0.31,(-0.09%)
V,Visa Inc.,4.12%,-3.72,(-1.13%)
MCD,McDonald's Corporation,3.85%,-4.45,(-1.45%)
JPM,JPMorgan Chase & Co.,3.84%,-10.11,(-3.24%)
IBM,International Business Machines Corporation,3.70%,-14.44,(-4.72%)
TRV,"The Travelers Companies, Inc.",3.42%,-0.05,(-0.02%)
BA,The Boeing Company,3.15%,0.25,(0.10%)
AAPL,Apple Inc.,3.13%,-9.44,(-3.69%)
AMZN,"Amazon.com, Inc.amazon.com",2.93%,-8.65,(-3.62%)
CRM,"Salesforce, Inc.",2.82%,-5.26,(-2.32%)
JNJ,Johnson & Johnson,2.78%,-0.18,(-0.08%)
HON,Honeywell International Inc.,2.72%,-4.92,(-2.24%)
NVDA,Nvidia,2.27%,-7.8,(-4.19%)
CVX,Chevron Corporation,2.11%,-0.26,(-0.16%)
MMM,3M Company,1.98%,-12.21,(-7.28%)
PG,The Procter & Gamble Company,1.86%,2.26,(1.57%)
WMT,Walmart Inc.,1.50%,-1.45,(-1.21%)
DIS,The Walt Disney Company,1.40%,-0.62,(-0.56%)
MRK,"Merck & Co., Inc.",1.39%,0.38,(0.35%)
CSCO,"Cisco Systems, Inc.",0.93%,-1.87,(-2.49%)
KO,The Coca-Cola Company,0.91%,0.97,(1.38%)
NKE,"Nike, Inc.",0.80%,-1.03,(-1.61%)
VZ,Verizon Communications Inc.,0.50%,0.14,(0.35%)
