Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,7.10%,-6.62,(-3.55%)
AAPL,Apple Inc.,5.93%,-7.38,(-2.89%)
MSFT,Microsoft,5.47%,-7.08,(-1.54%)
AMZN,Amazon,4.01%,-8.47,(-3.54%)
GOOGL,Alphabet Inc. (Class A),3.29%,-6.39,(-1.94%)
GOOG,Alphabet Inc. (Class C),3.06%,-6.47,(-1.96%)
AVGO,Broadcom,2.58%,-16.3,(-4.63%)
META,Meta Platforms,2.48%,-15.91,(-2.57%)
TSLA,"Tesla, Inc.",2.29%,-14.37,(-3.28%)
BRK.B,Berkshire Hathaway,1.69%,-9.94,(-2.01%)
WMT,Walmart,1.53%,-1.29,(-1.08%)
LLY,Lilly (Eli),1.51%,1.23,(0.12%)
JPM,JPMorgan Chase,1.33%,-8.19,(-2.62%)
V,Visa Inc.,1.02%,-2.69,(-0.82%)
XOM,ExxonMobil,0.89%,0.39,(0.30%)
JNJ,Johnson & Johnson,0.85%,-1.44,(-0.66%)
ORCL,Oracle Corporation,0.85%,-9.62,(-5.03%)
MA,Mastercard,0.77%,-10.2,(-1.89%)
COST,Costco,0.70%,0.91,(0.09%)
MU,Micron Technology,0.67%,1.26,(0.35%)
PLTR,Palantir Technologies,0.65%,-1.92,(-1.12%)
ABBV,AbbVie,0.61%,-0.89,(-0.42%)
AMD,Advanced Micro Devices,0.61%,-0.4,(-0.17%)
BAC,Bank of America,0.61%,-0.85,(-1.61%)
NFLX,Netflix,0.61%,0.09,(0.11%)
HD,Home Depot (The),0.61%,-5.07,(-1.33%)
PG,Procter & Gamble,0.56%,1.79,(1.24%)
CVX,Chevron Corporation,0.54%,-0.11,(-0.07%)
GE,GE Aerospace,0.54%,-11.35,(-3.49%)
KO,Coca-Cola Company (The),0.50%,0.84,(1.19%)
UNH,UnitedHealth Group,0.50%,6.51,(1.97%)
CAT,Caterpillar Inc.,0.48%,-17.97,(-2.78%)
CSCO,Cisco,0.47%,-1.37,(-1.82%)
MS,Morgan Stanley,0.47%,-6.83,(-3.61%)
GS,Goldman Sachs,0.46%,-17.47,(-1.82%)
LRCX,Lam Research,0.45%,-1.44,(-0.65%)
IBM,IBM,0.45%,-11.28,(-3.69%)
MRK,Merck & Co.,0.44%,-0.03,(-0.03%)
WFC,Wells Fargo,0.44%,-1.68,(-1.90%)
RTX,RTX Corporation,0.43%,-4.45,(-2.21%)
PM,Philip Morris International,0.42%,-6.35,(-3.66%)
AMAT,Applied Materials,0.41%,-9.66,(-2.95%)
AXP,American Express,0.40%,-11.15,(-3.06%)
TMO,Thermo Fisher Scientific,0.38%,-1.99,(-0.32%)
INTC,Intel,0.37%,1.13,(2.42%)
MCD,McDonald's,0.35%,-4.53,(-1.47%)
ABT,Abbott Laboratories,0.34%,-1.05,(-0.86%)
CRM,Salesforce,0.34%,-3.76,(-1.65%)
TMUS,T-Mobile US,0.34%,-1.37,(-0.73%)
LIN,Linde plc,0.33%,-7.78,(-1.77%)
PEP,PepsiCo,0.33%,0.18,(0.13%)
KLAC,KLA Corporation,0.32%,-64.21,(-4.10%)
C,Citigroup,0.32%,-4.99,(-4.23%)
DIS,Walt Disney Company (The),0.32%,-1.14,(-1.03%)
BA,Boeing,0.31%,-0.68,(-0.27%)
APP,AppLovin Corporation,0.31%,-2.72,(-0.48%)
ISRG,Intuitive Surgical,0.30%,-8.55,(-1.60%)
