Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,7.33%,189.8,2.56,(1.37%)
AAPL,Apple Inc.,6.16%,262.1,-0.26,(-0.10%)
MSFT,Microsoft,5.77%,488.56,10.05,(2.10%)
AMZN,Amazon,4.17%,245.12,4.19,(1.74%)
GOOGL,Alphabet Inc. (Class A),3.23%,324.65,10.31,(3.28%)
GOOG,Alphabet Inc. (Class C),3.00%,325.09,10.54,(3.35%)
META,Meta Platforms,2.62%,654.07,-6.55,(-0.99%)
AVGO,Broadcom,2.61%,346.18,2.41,(0.70%)
TSLA,"Tesla, Inc.",2.30%,435.93,2.97,(0.69%)
BRK.B,Berkshire Hathaway,1.69%,494.06,-4.99,(-1.00%)
LLY,Lilly (Eli),1.57%,1101.71,37.67,(3.54%)
WMT,Walmart,1.44%,113.6,-0.75,(-0.65%)
JPM,JPMorgan Chase,1.41%,326.64,-7.97,(-2.38%)
V,Visa Inc.,1.09%,355.94,-1.63,(-0.45%)
ORCL,Oracle Corporation,0.89%,193.8,0.05,(0.03%)
MA,Mastercard,0.83%,584.12,3.78,(0.65%)
XOM,ExxonMobil,0.80%,118.68,-2.37,(-1.96%)
JNJ,Johnson & Johnson,0.79%,206.25,1.46,(0.71%)
PLTR,Palantir Technologies,0.70%,185.16,5.45,(3.03%)
BAC,Bank of America,0.65%,55.83,-1.42,(-2.49%)
ABBV,AbbVie,0.64%,229.18,5.25,(2.35%)
COST,Costco,0.62%,885.27,-3.84,(-0.43%)
NFLX,Netflix,0.61%,90.96,0.3,(0.34%)
MU,Micron Technology,0.61%,338.57,-4.86,(-1.42%)
HD,Home Depot (The),0.56%,350.75,1.46,(0.42%)
GE,GE Aerospace,0.55%,328.79,1.25,(0.38%)
AMD,Advanced Micro Devices,0.54%,209.84,-4.51,(-2.10%)
PG,Procter & Gamble,0.52%,138.64,-1.28,(-0.91%)
CVX,Chevron Corporation,0.50%,155.83,-0.71,(-0.46%)
UNH,UnitedHealth Group,0.49%,340.42,-8.55,(-2.45%)
CSCO,Cisco,0.47%,75.07,-0.16,(-0.22%)
WFC,Wells Fargo,0.47%,94.16,-2.23,(-2.32%)
MS,Morgan Stanley,0.47%,185.27,-2.48,(-1.32%)
KO,Coca-Cola Company (The),0.46%,67.47,-0.37,(-0.55%)
GS,Goldman Sachs,0.45%,943.86,-11.61,(-1.22%)
CAT,Caterpillar Inc.,0.45%,602.49,-20.6,(-3.31%)
IBM,IBM,0.44%,299.31,-3.16,(-1.04%)
MRK,Merck & Co.,0.43%,108.58,-0.29,(-0.26%)
AXP,American Express,0.42%,381.8,-1.76,(-0.46%)
RTX,RTX Corporation,0.41%,192.58,2.18,(1.15%)
LRCX,Lam Research,0.40%,201.96,-5.0,(-2.42%)
