Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,13.60%,189.07,1.82,(0.97%)
AAPL,Apple Inc.,11.39%,260.49,-1.87,(-0.71%)
MSFT,Microsoft,10.63%,483.33,4.82,(1.01%)
AMZN,Amazon,7.64%,241.59,0.66,(0.27%)
GOOGL,Alphabet Inc. (Class A),5.96%,322.17,7.83,(2.49%)
GOOG,Alphabet Inc. (Class C),5.55%,322.69,8.13,(2.59%)
META,Meta Platforms,4.84%,649.01,-11.61,(-1.76%)
AVGO,Broadcom Inc.,4.81%,342.74,-1.03,(-0.30%)
TSLA,"Tesla, Inc.",4.24%,431.32,-1.64,(-0.38%)
ASML,ASML Holding,1.41%,1225.49,-16.7,(-1.34%)
PLTR,Palantir Technologies,1.31%,186.18,6.47,(3.60%)
COST,Costco,1.18%,900.5,11.4,(1.28%)
NFLX,Netflix,1.14%,90.65,0.0,(0.00%)
MU,Micron Technology,1.13%,340.25,-3.18,(-0.93%)
AMD,Advanced Micro Devices Inc.,1.01%,209.48,-4.87,(-2.27%)
CSCO,Cisco,0.87%,74.64,-0.59,(-0.78%)
AZN,AstraZeneca,0.87%,94.46,-0.5,(-0.53%)
LRCX,Lam Research,0.75%,202.66,-4.3,(-2.08%)
AMAT,Applied Materials,0.68%,290.49,-5.52,(-1.87%)
TMUS,T-Mobile US,0.65%,196.5,-2.1,(-1.06%)
SHOP,Shopify,0.64%,166.48,-1.97,(-1.17%)
APP,Applovin Corp,0.63%,632.41,15.17,(2.46%)
ISRG,Intuitive Surgical,0.62%,589.14,-3.72,(-0.63%)
INTC,Intel,0.60%,42.53,2.49,(6.22%)
LIN,Linde plc,0.60%,433.64,-3.53,(-0.81%)
QCOM,Qualcomm,0.57%,179.6,-2.85,(-1.56%)
PEP,PepsiCo,0.55%,137.11,-1.85,(-1.33%)
AMGN,Amgen,0.54%,340.06,9.89,(3.00%)
INTU,Intuit,0.54%,655.13,7.92,(1.22%)
KLAC,KLA Corporation,0.53%,1355.43,-39.58,(-2.84%)
BKNG,Booking Holdings,0.52%,5440.37,91.97,(1.72%)
PDD,PDD Holdings,0.51%,120.84,-1.83,(-1.49%)
TXN,Texas Instruments,0.50%,185.55,-6.56,(-3.41%)
GILD,Gilead Sciences,0.46%,124.28,2.92,(2.41%)
ADI,Analog Devices,0.42%,292.6,-0.34,(-0.12%)
ADBE,Adobe Inc.,0.42%,338.5,2.51,(0.75%)
PANW,Palo Alto Networks,0.40%,193.9,8.04,(4.33%)
HON,Honeywell,0.38%,200.3,-4.65,(-2.27%)
ARM,Arm Holdings,0.36%,115.68,0.14,(0.13%)
VRTX,Vertex Pharmaceuticals,0.36%,480.68,12.3,(2.63%)
CRWD,CrowdStrike,0.36%,479.03,20.71,(4.52%)
MELI,MercadoLibre,0.32%,2156.56,-30.48,(-1.39%)
CEG,Constellation Energy,0.32%,340.88,-13.7,(-3.87%)
ADP,ADP,0.31%,260.43,-0.69,(-0.26%)
CMCSA,Comcast,0.30%,27.85,0.43,(1.57%)
SNPS,Synopsys,0.29%,518.85,10.08,(1.98%)
DASH,DoorDash,0.29%,230.14,0.76,(0.33%)
SBUX,Starbucks,0.29%,86.64,-2.82,(-3.16%)
CDNS,Cadence Design Systems,0.26%,320.17,5.53,(1.76%)
MAR,Marriott International,0.25%,319.54,-2.32,(-0.72%)
REGN,Regeneron Pharmaceuticals,0.25%,806.97,30.43,(3.92%)
ABNB,Airbnb,0.24%,135.97,-2.06,(-1.49%)
ORLY,O'Reilly Automotive,0.23%,90.56,0.17,(0.19%)
CTAS,Cintas,0.22%,186.74,-0.64,(-0.34%)
MNST,Monster Beverage,0.22%,75.77,0.05,(0.07%)
MRVL,Marvell Technology,0.21%,84.71,-3.52,(-3.99%)
WBD,Warner Bros. Discovery,0.21%,28.48,0.01,(0.02%)
MDLZ,Mondelez International,0.20%,51.53,-1.2,(-2.29%)
CSX,CSX Corporation,0.19%,35.05,-1.02,(-2.84%)
ADSK,Autodesk,0.18%,293.44,0.27,(0.09%)
AEP,American Electric Power,0.18%,113.45,-1.59,(-1.38%)
PCAR,Paccar,0.18%,115.15,-1.93,(-1.65%)
ROST,Ross Stores,0.18%,186.34,-1.19,(-0.64%)
NXPI,NXP Semiconductors,0.18%,238.9,-7.05,(-2.87%)
FTNT,Fortinet,0.18%,79.76,1.32,(1.68%)
TRI,Thomson Reuters Corporation,0.17%,127.9,-2.55,(-1.96%)
IDXX,Idexx Laboratories,0.17%,704.45,-2.38,(-0.34%)
WDAY,"Workday, Inc.",0.16%,210.57,0.27,(0.13%)
PYPL,PayPal,0.16%,58.55,-1.26,(-2.11%)
EA,Electronic Arts,0.15%,203.8,-0.48,(-0.23%)
DDOG,Datadog,0.15%,141.85,4.75,(3.46%)
AXON,Axon Enterprise Inc.,0.15%,622.0,-4.65,(-0.74%)
BKR,Baker Hughes,0.14%,49.11,-0.27,(-0.55%)
TTWO,Take-Two Interactive,0.14%,256.58,2.23,(0.88%)
ROP,Roper Technologies,0.14%,436.65,0.11,(0.03%)
MSTR,MicroStrategy Inc.,0.14%,161.71,3.74,(2.37%)
FAST,Fastenal,0.14%,40.5,-1.05,(-2.52%)
EXC,Exelon,0.13%,42.89,-0.95,(-2.16%)
XEL,Xcel Energy,0.13%,72.61,-1.82,(-2.45%)
TEAM,Atlassian,0.12%,160.44,2.07,(1.31%)
CTSH,Cognizant,0.12%,83.92,-0.7,(-0.83%)
FANG,Diamondback Energy,0.12%,140.74,-3.73,(-2.59%)
PAYX,Paychex,0.12%,111.32,0.09,(0.09%)
MCHP,Microchip Technology,0.12%,73.76,-1.11,(-1.48%)
GEHC,GE HealthCare,0.12%,85.9,-0.83,(-0.96%)
CCEP,Coca-Cola Europacific Partners,0.11%,85.43,-0.28,(-0.33%)
KDP,Keurig Dr Pepper,0.11%,27.28,-0.06,(-0.22%)
CPRT,Copart,0.11%,38.25,-0.71,(-1.82%)
ZS,Zscaler,0.11%,231.1,9.07,(4.09%)
ODFL,Old Dominion Freight Line,0.10%,165.69,-3.19,(-1.89%)
VRSK,Verisk,0.09%,219.64,-1.59,(-0.72%)
BIIB,Biogen,0.08%,186.88,4.26,(2.34%)
DXCM,DexCom,0.08%,70.11,0.22,(0.31%)
KHC,Kraft Heinz,0.08%,23.04,-0.47,(-2.00%)
CHTR,Charter Communications,0.08%,207.25,-3.37,(-1.60%)
CSGP,CoStar Group,0.08%,62.16,-5.04,(-7.50%)
ON,Onsemi,0.07%,62.04,0.27,(0.45%)
LULU,Lululemon Athletica,0.07%,212.16,-3.72,(-1.73%)
GFS,GlobalFoundries,0.07%,40.54,1.13,(2.87%)
TTD,Trade Desk (The),0.06%,38.69,-1.05,(-2.64%)
CDW,CDW Corporation,0.05%,130.84,-3.5,(-2.61%)
