Symbol,Name,Weight,Price,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.83%,948.3,-7.18,(-0.75%)
CAT,Caterpillar Inc.,7.58%,608.03,-15.06,(-2.42%)
MSFT,Microsoft Corporation,6.09%,487.94,9.43,(1.97%)
AXP,American Express Company,4.76%,381.69,-1.87,(-0.49%)
V,Visa Inc.,4.43%,355.09,-2.47,(-0.69%)
HD,"The Home Depot, Inc.",4.42%,354.28,4.99,(1.43%)
AMGN,Amgen Inc.,4.26%,341.57,11.39,(3.45%)
UNH,UnitedHealth Group Incorporated,4.24%,339.67,-9.3,(-2.66%)
SHW,Sherwin-Williams,4.20%,336.91,-3.18,(-0.94%)
JPM,JPMorgan Chase & Co.,4.07%,326.42,-8.19,(-2.45%)
MCD,McDonald's Corporation,3.80%,304.53,1.75,(0.58%)
IBM,International Business Machines Corporation,3.76%,301.12,-1.35,(-0.45%)
TRV,"The Travelers Companies, Inc.",3.57%,286.09,0.9,(0.32%)
CRM,"Salesforce, Inc.",3.33%,266.6,3.7,(1.41%)
AAPL,Apple Inc.,3.27%,261.96,-0.4,(-0.15%)
AMZN,"Amazon.com, Inc.amazon.com",3.04%,243.42,2.49,(1.03%)
BA,The Boeing Company,2.90%,232.33,2.49,(1.08%)
JNJ,Johnson & Johnson,2.59%,207.42,2.63,(1.28%)
HON,Honeywell International Inc.,2.52%,201.66,-3.28,(-1.60%)
NVDA,Nvidia,2.37%,189.86,2.62,(1.40%)
MMM,3M Company,2.03%,162.83,-3.39,(-2.04%)
CVX,Chevron Corporation,1.95%,156.27,-0.27,(-0.17%)
PG,The Procter & Gamble Company,1.73%,138.56,-1.35,(-0.96%)
DIS,The Walt Disney Company,1.42%,113.81,-0.76,(-0.67%)
WMT,Walmart Inc.,1.42%,113.78,-0.56,(-0.49%)
MRK,"Merck & Co., Inc.",1.37%,110.16,1.29,(1.19%)
CSCO,"Cisco Systems, Inc.",0.93%,74.53,-0.7,(-0.93%)
KO,The Coca-Cola Company,0.84%,67.59,-0.26,(-0.38%)
NKE,"Nike, Inc.",0.80%,63.94,-1.41,(-2.16%)
VZ,Verizon Communications Inc.,0.50%,40.12,-0.18,(-0.46%)
