Symbol,Name,Weight,Price,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.72%,938.91,4.08,(0.44%)
CAT,Caterpillar Inc.,7.66%,614.0,5.87,(0.97%)
MSFT,Microsoft Corporation,5.92%,474.15,-3.96,(-0.83%)
AXP,American Express Company,4.73%,378.89,-4.09,(-1.07%)
HD,"The Home Depot, Inc.",4.58%,367.3,7.74,(2.15%)
SHW,Sherwin-Williams,4.37%,349.88,8.85,(2.60%)
V,Visa Inc.,4.36%,349.77,-2.46,(-0.70%)
UNH,UnitedHealth Group Incorporated,4.29%,343.8,-3.05,(-0.88%)
JPM,JPMorgan Chase & Co.,4.13%,330.96,1.17,(0.36%)
AMGN,Amgen Inc.,4.10%,328.68,-1.43,(-0.43%)
MCD,McDonald's Corporation,3.81%,305.27,-3.61,(-1.17%)
IBM,International Business Machines Corporation,3.79%,303.99,1.27,(0.42%)
TRV,"The Travelers Companies, Inc.",3.54%,283.97,-0.21,(-0.07%)
AAPL,Apple Inc.,3.22%,257.85,-1.19,(-0.46%)
CRM,"Salesforce, Inc.",3.22%,257.85,-2.68,(-1.03%)
AMZN,"Amazon.com, Inc.amazon.com",3.06%,245.12,-1.17,(-0.47%)
BA,The Boeing Company,2.89%,231.99,4.61,(2.03%)
HON,Honeywell International Inc.,2.57%,205.61,0.37,(0.18%)
JNJ,Johnson & Johnson,2.56%,204.86,-0.89,(-0.43%)
NVDA,Nvidia,2.30%,184.61,-0.43,(-0.23%)
MMM,3M Company,2.06%,164.98,-0.27,(-0.16%)
CVX,Chevron Corporation,2.00%,160.64,1.39,(0.88%)
PG,The Procter & Gamble Company,1.77%,141.56,0.03,(0.02%)
WMT,Walmart Inc.,1.43%,114.84,1.77,(1.57%)
DIS,The Walt Disney Company,1.42%,114.04,-0.13,(-0.11%)
MRK,"Merck & Co., Inc.",1.38%,110.62,-0.37,(-0.34%)
CSCO,"Cisco Systems, Inc.",0.92%,73.86,-0.1,(-0.14%)
KO,The Coca-Cola Company,0.87%,69.82,0.45,(0.65%)
NKE,"Nike, Inc.",0.82%,65.39,0.13,(0.20%)
VZ,Verizon Communications Inc.,0.51%,40.55,-0.02,(-0.06%)
