Symbol,Name,Weight,Price,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.74%,944.39,5.41,(0.58%)
CAT,Caterpillar Inc.,7.81%,628.16,10.54,(1.71%)
MSFT,Microsoft Corporation,5.94%,478.2,-1.08,(-0.22%)
HD,"The Home Depot, Inc.",4.67%,376.02,1.38,(0.37%)
AXP,American Express Company,4.48%,360.19,-15.42,(-4.11%)
SHW,Sherwin-Williams,4.44%,357.09,3.81,(1.08%)
V,Visa Inc.,4.28%,344.62,-5.15,(-1.47%)
UNH,UnitedHealth Group Incorporated,4.22%,339.43,-4.55,(-1.32%)
AMGN,Amgen Inc.,4.03%,324.59,-1.51,(-0.46%)
JPM,JPMorgan Chase & Co.,4.01%,322.39,-6.8,(-2.07%)
IBM,International Business Machines Corporation,3.84%,309.13,4.91,(1.61%)
MCD,McDonald's Corporation,3.81%,306.79,-0.53,(-0.17%)
TRV,"The Travelers Companies, Inc.",3.47%,279.34,-2.62,(-0.93%)
AAPL,Apple Inc.,3.24%,260.44,1.07,(0.41%)
CRM,"Salesforce, Inc.",3.23%,260.05,0.11,(0.04%)
AMZN,"Amazon.com, Inc.amazon.com",3.08%,248.03,0.65,(0.26%)
BA,The Boeing Company,2.97%,238.67,4.14,(1.77%)
JNJ,Johnson & Johnson,2.59%,208.46,4.07,(1.99%)
HON,Honeywell International Inc.,2.59%,208.24,0.86,(0.41%)
NVDA,Nvidia,2.32%,186.96,2.1,(1.13%)
MMM,3M Company,2.08%,167.18,1.94,(1.18%)
CVX,Chevron Corporation,2.02%,162.75,0.64,(0.40%)
PG,The Procter & Gamble Company,1.78%,143.25,1.38,(0.97%)
WMT,Walmart Inc.,1.48%,118.68,4.14,(3.62%)
DIS,The Walt Disney Company,1.41%,113.29,-2.59,(-2.23%)
MRK,"Merck & Co., Inc.",1.36%,109.43,-1.1,(-1.00%)
CSCO,"Cisco Systems, Inc.",0.92%,73.93,0.05,(0.07%)
KO,The Coca-Cola Company,0.87%,70.4,-0.12,(-0.16%)
NKE,"Nike, Inc.",0.82%,65.69,-0.23,(-0.35%)
VZ,Verizon Communications Inc.,0.49%,39.81,-0.66,(-1.62%)
