Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,7.19%,186.83,1.97,(1.07%)
AAPL,Apple Inc.,6.06%,260.65,1.28,(0.49%)
MSFT,Microsoft,5.64%,479.08,-0.2,(-0.04%)
AMZN,Amazon,4.20%,247.92,0.54,(0.22%)
GOOGL,Alphabet Inc. (Class A),3.27%,330.55,1.98,(0.60%)
GOOG,Alphabet Inc. (Class C),3.05%,331.19,2.05,(0.62%)
AVGO,Broadcom,2.65%,353.22,8.25,(2.39%)
META,Meta Platforms,2.58%,647.36,-5.7,(-0.87%)
TSLA,"Tesla, Inc.",2.38%,451.85,6.84,(1.54%)
BRK.B,Berkshire Hathaway,1.70%,498.07,-1.03,(-0.21%)
LLY,Lilly (Eli),1.53%,1076.62,13.06,(1.23%)
WMT,Walmart,1.50%,118.68,4.15,(3.62%)
JPM,JPMorgan Chase,1.39%,323.12,-6.07,(-1.84%)
V,Visa Inc.,1.05%,344.04,-5.73,(-1.64%)
ORCL,Oracle Corporation,0.93%,204.93,6.41,(3.23%)
XOM,ExxonMobil,0.82%,122.96,-1.65,(-1.32%)
MA,Mastercard,0.80%,565.3,-10.24,(-1.78%)
JNJ,Johnson & Johnson,0.80%,209.48,5.09,(2.49%)
PLTR,Palantir Technologies,0.68%,179.36,1.86,(1.05%)
COST,Costco,0.66%,943.51,18.63,(2.01%)
BAC,Bank of America,0.66%,54.85,-1.0,(-1.79%)
ABBV,AbbVie,0.62%,219.99,-0.09,(-0.04%)
MU,Micron Technology,0.61%,344.42,-0.67,(-0.20%)
NFLX,Netflix,0.60%,89.56,0.1,(0.11%)
HD,Home Depot (The),0.59%,374.45,-0.19,(-0.05%)
GE,GE Aerospace,0.54%,323.12,1.53,(0.47%)
AMD,Advanced Micro Devices,0.54%,208.8,5.63,(2.77%)
PG,Procter & Gamble,0.53%,143.41,1.54,(1.09%)
CVX,Chevron Corporation,0.51%,162.26,0.15,(0.09%)
UNH,UnitedHealth Group,0.49%,339.3,-4.68,(-1.36%)
KO,Coca-Cola Company (The),0.48%,70.57,0.06,(0.09%)
WFC,Wells Fargo,0.47%,94.64,-1.31,(-1.36%)
MS,Morgan Stanley,0.47%,185.59,-0.73,(-0.39%)
CAT,Caterpillar Inc.,0.46%,626.91,9.29,(1.50%)
CSCO,Cisco,0.46%,73.93,0.05,(0.06%)
IBM,IBM,0.46%,310.56,6.34,(2.08%)
GS,Goldman Sachs,0.45%,946.97,7.99,(0.85%)
LRCX,Lam Research,0.44%,221.34,2.98,(1.36%)
MRK,Merck & Co.,0.43%,109.34,-1.19,(-1.07%)
RTX,RTX Corporation,0.41%,192.64,4.14,(2.19%)
PM,Philip Morris International,0.40%,164.29,1.68,(1.03%)
AXP,American Express,0.39%,359.76,-15.85,(-4.22%)
CRM,Salesforce,0.39%,259.99,0.05,(0.02%)
AMAT,Applied Materials,0.39%,307.16,5.98,(1.99%)
TMO,Thermo Fisher Scientific,0.36%,607.94,-10.92,(-1.76%)
APP,AppLovin Corporation,0.36%,663.57,15.85,(2.45%)
TMUS,T-Mobile US,0.35%,198.25,-2.31,(-1.15%)
MCD,McDonald's,0.35%,306.21,-1.11,(-0.36%)
ABT,Abbott Laboratories,0.34%,124.34,-1.58,(-1.25%)
INTC,Intel,0.34%,44.48,-1.07,(-2.34%)
C,Citigroup,0.33%,117.07,-4.25,(-3.50%)
LIN,Linde plc,0.33%,443.7,-0.38,(-0.09%)
ISRG,Intuitive Surgical,0.32%,572.28,-13.96,(-2.38%)
DIS,Walt Disney Company (The),0.32%,113.06,-2.82,(-2.44%)
PEP,PepsiCo,0.30%,140.68,0.77,(0.55%)
BA,Boeing,0.30%,238.73,4.2,(1.79%)
KLAC,KLA Corporation,0.30%,1421.48,21.48,(1.53%)
QCOM,Qualcomm,0.29%,170.29,-7.49,(-4.21%)
SCHW,Charles Schwab Corporation,0.29%,101.4,1.23,(1.23%)
APH,Amphenol,0.28%,145.96,5.8,(4.14%)
INTU,Intuit,0.28%,634.62,-12.28,(-1.90%)
UBER,Uber,0.28%,84.87,-0.57,(-0.66%)
AMGN,Amgen,0.28%,325.7,-0.4,(-0.12%)
TJX,TJX Companies,0.28%,157.59,-0.22,(-0.14%)
GEV,GE Vernova,0.28%,641.26,18.76,(3.01%)
BKNG,Booking Holdings,0.27%,5374.59,-117.52,(-2.14%)
ACN,Accenture,0.27%,279.38,-1.29,(-0.46%)
TXN,Texas Instruments,0.27%,188.86,-1.45,(-0.76%)
T,AT&T,0.27%,23.75,-0.24,(-1.02%)
NEE,NextEra Energy,0.27%,80.61,0.72,(0.90%)
BLK,BlackRock,0.27%,1081.8,-3.3,(-0.30%)
DHR,Danaher Corporation,0.27%,237.28,-1.09,(-0.46%)
VZ,Verizon,0.27%,39.75,-0.72,(-1.77%)
SPGI,S&P Global,0.26%,541.15,-0.79,(-0.15%)
ANET,Arista Networks,0.25%,123.81,0.92,(0.75%)
GILD,Gilead Sciences,0.24%,124.16,3.06,(2.53%)
LOW,Lowe's,0.24%,269.61,2.4,(0.90%)
NOW,ServiceNow,0.24%,142.8,1.0,(0.71%)
COF,Capital One,0.23%,230.86,-18.34,(-7.36%)
ADI,Analog Devices,0.23%,294.81,-6.12,(-2.03%)
PFE,Pfizer,0.23%,25.29,-0.19,(-0.74%)
BSX,Boston Scientific,0.22%,95.69,-1.95,(-2.00%)
ADBE,Adobe Inc.,0.22%,328.57,-5.38,(-1.61%)
SYK,Stryker Corporation,0.22%,359.27,-8.27,(-2.25%)
UNP,Union Pacific Corporation,0.21%,228.13,-0.31,(-0.14%)
HON,Honeywell,0.21%,207.45,0.07,(0.03%)
DE,Deere & Company,0.21%,486.03,-2.05,(-0.42%)
PANW,Palo Alto Networks,0.21%,187.59,-1.43,(-0.75%)
WELL,Welltower,0.20%,187.61,1.52,(0.82%)
ETN,Eaton Corporation,0.20%,328.48,3.97,(1.22%)
LMT,Lockheed Martin,0.20%,547.89,4.97,(0.92%)
PGR,Progressive Corporation,0.20%,215.96,0.8,(0.37%)
NEM,Newmont,0.20%,113.32,4.33,(3.97%)
MDT,Medtronic,0.20%,96.33,-1.2,(-1.23%)
CEG,Constellation Energy,0.19%,338.67,-3.85,(-1.12%)
BX,Blackstone Inc.,0.19%,156.78,-0.84,(-0.53%)
CB,Chubb Limited,0.19%,306.3,-0.51,(-0.17%)
PLD,Prologis,0.19%,129.34,-0.06,(-0.05%)
KKR,KKR,0.19%,134.51,-0.15,(-0.11%)
COP,ConocoPhillips,0.19%,95.42,-2.09,(-2.14%)
CRWD,CrowdStrike,0.19%,465.81,-4.8,(-1.02%)
PH,Parker Hannifin,0.19%,927.04,6.05,(0.66%)
VRTX,Vertex Pharmaceuticals,0.18%,458.47,-5.39,(-1.16%)
BMY,Bristol Myers Squibb,0.18%,55.81,-0.05,(-0.09%)
HCA,HCA Healthcare,0.17%,472.61,0.54,(0.11%)
ADP,Automatic Data Processing,0.17%,262.41,-3.62,(-1.36%)
HOOD,"Robinhood Markets, Inc.",0.17%,117.75,2.48,(2.15%)
CMCSA,Comcast,0.17%,29.0,0.63,(2.20%)
SBUX,Starbucks,0.16%,89.5,0.62,(0.70%)
SNPS,Synopsys,0.16%,530.62,5.44,(1.04%)
MCK,McKesson Corporation,0.16%,820.96,4.9,(0.60%)
CVS,CVS Health,0.16%,79.71,-0.59,(-0.74%)
MO,Altria,0.15%,58.18,0.65,(1.13%)
GD,General Dynamics,0.15%,360.55,6.66,(1.88%)
NKE,"Nike, Inc.",0.15%,65.54,-0.39,(-0.58%)
SO,Southern Company,0.15%,86.76,-0.25,(-0.29%)
CME,CME Group,0.15%,264.75,2.3,(0.88%)
ICE,Intercontinental Exchange,0.15%,166.86,0.88,(0.53%)
MCO,Moody's Corporation,0.15%,532.3,0.69,(0.13%)
DASH,DoorDash,0.15%,214.44,-1.12,(-0.52%)
UPS,United Parcel Service,0.14%,107.81,-0.25,(-0.23%)
DUK,Duke Energy,0.14%,116.84,0.04,(0.03%)
MMC,Marsh McLennan,0.14%,185.2,-0.81,(-0.44%)
NOC,Northrop Grumman,0.14%,628.27,9.45,(1.53%)
MMM,3M,0.14%,167.1,1.86,(1.12%)
SHW,Sherwin-Williams,0.14%,356.59,3.31,(0.94%)
HWM,Howmet Aerospace,0.14%,219.29,1.01,(0.47%)
WM,Waste Management,0.14%,218.61,-2.3,(-1.04%)
CDNS,Cadence Design Systems,0.14%,323.13,-4.18,(-1.28%)
CRH,CRH plc,0.14%,130.8,-0.58,(-0.44%)
MAR,Marriott International,0.14%,323.32,-4.86,(-1.48%)
TT,Trane Technologies,0.13%,384.44,2.74,(0.72%)
PNC,PNC Financial Services,0.13%,214.97,-2.59,(-1.19%)
FCX,Freeport-McMoRan,0.13%,58.63,2.1,(3.72%)
ABNB,Airbnb,0.13%,138.42,-0.85,(-0.61%)
USB,U.S. Bancorp,0.13%,53.83,-1.38,(-2.51%)
