Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",10.84%,-68.42,(-7.37%)
CAT,Caterpillar Inc.,9.32%,-12.99,(-1.72%)
MSFT,Microsoft Corporation,4.95%,-8.68,(-2.16%)
AMGN,Amgen Inc.,4.89%,8.85,(2.33%)
HD,"The Home Depot, Inc.",4.77%,3.63,(0.97%)
SHW,Sherwin-Williams,4.53%,-0.35,(-0.10%)
MCD,McDonald's Corporation,4.28%,5.35,(1.60%)
V,Visa Inc.,3.99%,0.55,(0.17%)
AXP,American Express Company,3.93%,-23.47,(-7.00%)
TRV,"The Travelers Companies, Inc.",3.90%,3.36,(1.10%)
JPM,JPMorgan Chase & Co.,3.74%,-9.21,(-3.01%)
UNH,UnitedHealth Group Incorporated,3.69%,6.6,(2.30%)
AAPL,Apple Inc.,3.35%,-6.65,(-2.44%)
JNJ,Johnson & Johnson,3.13%,4.93,(2.02%)
HON,Honeywell International Inc.,3.07%,3.02,(1.25%)
IBM,International Business Machines Corporation,3.01%,-2.72,(-1.13%)
BA,The Boeing Company,2.84%,-3.86,(-1.68%)
AMZN,"Amazon.com, Inc.amazon.com",2.63%,1.2,(0.58%)
CRM,"Salesforce, Inc.",2.45%,-4.74,(-2.38%)
CVX,Chevron Corporation,2.35%,2.35,(1.28%)
NVDA,Nvidia,2.25%,-6.03,(-3.26%)
PG,The Procter & Gamble Company,2.10%,2.67,(1.63%)
MMM,3M Company,2.07%,-1.62,(-0.97%)
WMT,Walmart Inc.,1.61%,3.36,(2.70%)
MRK,"Merck & Co., Inc.",1.56%,4.66,(3.90%)
DIS,The Walt Disney Company,1.33%,0.06,(0.05%)
KO,The Coca-Cola Company,1.03%,0.92,(1.15%)
CSCO,"Cisco Systems, Inc.",0.99%,0.82,(1.05%)
NKE,"Nike, Inc.",0.78%,-2.05,(-3.21%)
VZ,Verizon Communications Inc.,0.63%,1.03,(2.11%)
