Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,6.93%,-7.37,(-3.99%)
AAPL,Apple Inc.,6.22%,-9.16,(-3.36%)
MSFT,Microsoft,4.71%,-6.78,(-1.69%)
AMZN,Amazon,3.61%,1.84,(0.88%)
GOOGL,Alphabet Inc. (Class A),3.11%,2.56,(0.83%)
GOOG,Alphabet Inc. (Class C),2.91%,2.95,(0.96%)
META,Meta Platforms,2.63%,-10.4,(-1.58%)
AVGO,Broadcom,2.43%,-2.93,(-0.91%)
TSLA,"Tesla, Inc.",2.42%,-6.16,(-1.51%)
BRK.B,Berkshire Hathaway,1.74%,0.58,(0.12%)
WMT,Walmart,1.64%,3.76,(3.02%)
LLY,Lilly (Eli),1.59%,27.95,(2.73%)
JPM,JPMorgan Chase,1.30%,-6.28,(-2.05%)
XOM,ExxonMobil,1.02%,4.06,(2.73%)
V,Visa Inc.,0.99%,3.05,(0.96%)
JNJ,Johnson & Johnson,0.96%,5.27,(2.16%)
MU,Micron Technology,0.74%,-3.9,(-0.94%)
MA,Mastercard,0.74%,0.42,(0.08%)
COST,Costco,0.72%,21.49,(2.18%)
ORCL,Oracle Corporation,0.67%,-5.56,(-3.70%)
ABBV,AbbVie,0.66%,6.79,(3.02%)
NFLX,Netflix,0.65%,11.57,(13.68%)
PG,Procter & Gamble,0.62%,3.29,(2.01%)
HD,Home Depot (The),0.61%,5.66,(1.51%)
CVX,Chevron Corporation,0.59%,2.53,(1.38%)
BAC,Bank of America,0.58%,-2.49,(-4.76%)
GE,GE Aerospace,0.58%,1.4,(0.41%)
KO,Coca-Cola Company (The),0.56%,1.09,(1.36%)
CAT,Caterpillar Inc.,0.55%,-13.49,(-1.79%)
PLTR,Palantir Technologies,0.53%,1.28,(0.95%)
AMD,Advanced Micro Devices,0.52%,-3.56,(-1.75%)
CSCO,Cisco,0.50%,0.93,(1.19%)
MRK,Merck & Co.,0.49%,3.98,(3.33%)
AMAT,Applied Materials,0.48%,-1.95,(-0.52%)
LRCX,Lam Research,0.47%,-5.67,(-2.37%)
PM,Philip Morris International,0.47%,-0.41,(-0.22%)
RTX,RTX Corporation,0.44%,5.4,(2.73%)
UNH,UnitedHealth Group,0.43%,5.73,(2.00%)
MS,Morgan Stanley,0.42%,-11.0,(-6.20%)
GS,Goldman Sachs,0.41%,-69.8,(-7.51%)
WFC,Wells Fargo,0.40%,-4.92,(-5.70%)
MCD,McDonald's,0.39%,6.29,(1.88%)
TMUS,T-Mobile US,0.38%,3.37,(1.58%)
LIN,Linde plc,0.38%,8.88,(1.78%)
GEV,GE Vernova,0.38%,-4.09,(-0.47%)
PEP,PepsiCo,0.37%,1.67,(1.00%)
INTC,Intel,0.36%,-0.04,(-0.09%)
IBM,IBM,0.36%,-2.25,(-0.93%)
AXP,American Express,0.34%,-26.63,(-7.94%)
VZ,Verizon,0.34%,0.84,(1.72%)
AMGN,Amgen,0.33%,6.4,(1.69%)
ABT,Abbott Laboratories,0.32%,-0.81,(-0.70%)
KLAC,KLA Corporation,0.32%,-7.03,(-0.46%)
TMO,Thermo Fisher Scientific,0.31%,0.6,(0.11%)
T,AT&T,0.31%,0.46,(1.69%)
NEE,NextEra Energy,0.31%,1.68,(1.83%)
C,Citigroup,0.31%,-6.09,(-5.25%)
TXN,Texas Instruments,0.31%,-0.88,(-0.42%)
DIS,Walt Disney Company (The),0.30%,0.33,(0.31%)
GILD,Gilead Sciences,0.29%,3.47,(2.41%)
CRM,Salesforce,0.29%,-4.52,(-2.27%)
TJX,TJX Companies,0.29%,2.62,(1.65%)
ISRG,Intuitive Surgical,0.29%,-4.22,(-0.83%)
BA,Boeing,0.29%,-2.21,(-0.97%)
APH,Amphenol,0.29%,-3.47,(-2.33%)
ADI,Analog Devices,0.28%,-0.77,(-0.22%)
DE,Deere & Company,0.27%,10.77,(1.74%)
SCHW,Charles Schwab Corporation,0.27%,-2.28,(-2.34%)
ANET,Arista Networks,0.27%,2.5,(1.92%)
BLK,BlackRock,0.26%,-33.15,(-3.04%)
UNP,Union Pacific Corporation,0.25%,-0.53,(-0.20%)
PFE,Pfizer,0.25%,0.44,(1.63%)
HON,Honeywell,0.25%,2.42,(1.00%)
UBER,Uber,0.25%,0.12,(0.16%)
QCOM,Qualcomm,0.24%,-3.31,(-2.28%)
