Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,7.19%,-3.93,(-2.10%)
AAPL,Apple Inc.,6.16%,-2.08,(-0.80%)
MSFT,Microsoft,4.84%,1.41,(0.35%)
AMZN,Amazon,3.44%,-1.13,(-0.57%)
GOOGL,Alphabet Inc. (Class A),3.10%,-1.77,(-0.57%)
GOOG,Alphabet Inc. (Class C),2.90%,-1.76,(-0.57%)
META,Meta Platforms,2.63%,-5.3,(-0.82%)
AVGO,Broadcom,2.52%,-1.97,(-0.59%)
TSLA,"Tesla, Inc.",2.51%,-2.74,(-0.66%)
BRK.B,Berkshire Hathaway,1.73%,-3.05,(-0.61%)
WMT,Walmart,1.70%,-1.59,(-1.19%)
LLY,Lilly (Eli),1.53%,18.31,(1.76%)
JPM,JPMorgan Chase,1.31%,-0.95,(-0.31%)
XOM,ExxonMobil,1.01%,0.08,(0.06%)
V,Visa Inc.,0.99%,-4.09,(-1.26%)
JNJ,Johnson & Johnson,0.95%,-1.21,(-0.50%)
MA,Mastercard,0.75%,-4.02,(-0.76%)
ORCL,Oracle Corporation,0.73%,1.69,(1.08%)
MU,Micron Technology,0.73%,-14.24,(-3.44%)
COST,Costco,0.72%,11.7,(1.17%)
ABBV,AbbVie,0.66%,3.23,(1.42%)
HD,Home Depot (The),0.63%,-1.53,(-0.39%)
BAC,Bank of America,0.61%,-0.43,(-0.83%)
PG,Procter & Gamble,0.60%,-0.9,(-0.56%)
CVX,Chevron Corporation,0.58%,0.41,(0.22%)
CAT,Caterpillar Inc.,0.58%,10.43,(1.38%)
AMD,Advanced Micro Devices,0.55%,1.74,(0.84%)
GE,GE Aerospace,0.54%,8.66,(2.77%)
KO,Coca-Cola Company (The),0.54%,-0.77,(-0.97%)
NFLX,Netflix,0.52%,0.76,(1.00%)
PLTR,Palantir Technologies,0.50%,1.65,(1.27%)
MRK,Merck & Co.,0.49%,2.4,(2.01%)
LRCX,Lam Research,0.48%,7.22,(3.12%)
CSCO,Cisco,0.47%,-0.76,(-1.01%)
PM,Philip Morris International,0.47%,-1.42,(-0.75%)
AMAT,Applied Materials,0.47%,35.24,(10.73%)
RTX,RTX Corporation,0.44%,1.46,(0.72%)
WFC,Wells Fargo,0.43%,0.06,(0.07%)
GS,Goldman Sachs,0.43%,-15.65,(-1.73%)
MS,Morgan Stanley,0.43%,-1.48,(-0.88%)
UNH,UnitedHealth Group,0.42%,5.1,(1.79%)
TMUS,T-Mobile US,0.39%,1.28,(0.59%)
IBM,IBM,0.39%,-2.02,(-0.78%)
MCD,McDonald's,0.38%,-0.24,(-0.07%)
INTC,Intel,0.38%,0.38,(0.82%)
AXP,American Express,0.38%,-3.88,(-1.13%)
PEP,PepsiCo,0.37%,-1.06,(-0.63%)
LIN,Linde plc,0.36%,3.88,(0.82%)
GEV,GE Vernova,0.35%,-7.22,(-0.88%)
VZ,Verizon,0.33%,-0.68,(-1.38%)
TXN,Texas Instruments,0.33%,0.07,(0.03%)
T,AT&T,0.32%,-0.28,(-0.98%)
AMGN,Amgen,0.32%,0.88,(0.24%)
ABT,Abbott Laboratories,0.31%,0.63,(0.57%)
NEE,NextEra Energy,0.31%,1.17,(1.28%)
C,Citigroup,0.31%,-0.47,(-0.42%)
KLAC,KLA Corporation,0.31%,15.23,(1.05%)
