Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.40%,-3.35,(-1.79%)
AAPL,Apple Inc.,11.39%,-3.23,(-1.23%)
MSFT,Microsoft,8.96%,0.28,(0.07%)
AMZN,Amazon,6.42%,-0.44,(-0.22%)
GOOGL,Alphabet Inc. (Class A),5.77%,-1.93,(-0.63%)
GOOG,Alphabet Inc. (Class C),5.39%,-1.94,(-0.63%)
META,Meta Platforms,4.90%,-4.88,(-0.75%)
TSLA,"Tesla, Inc.",4.73%,3.16,(0.76%)
AVGO,Broadcom Inc.,4.65%,-4.57,(-1.38%)
WMT,Walmart,3.21%,0.44,(0.33%)
ASML,ASML Holding,1.65%,6.62,(0.47%)
MU,Micron Technology,1.41%,2.21,(0.53%)
COST,Costco,1.35%,16.08,(1.61%)
AMD,Advanced Micro Devices Inc.,1.01%,1.35,(0.66%)
NFLX,Netflix,0.98%,1.12,(1.48%)
PLTR,Palantir Technologies,0.94%,2.7,(2.09%)
CSCO,Cisco,0.91%,2.02,(2.69%)
LRCX,Lam Research,0.89%,6.9,(2.98%)
AMAT,Applied Materials,0.86%,31.48,(9.59%)
TMUS,T-Mobile US,0.73%,3.63,(1.69%)
INTC,Intel,0.70%,0.46,(0.99%)
PEP,PepsiCo,0.68%,-0.82,(-0.49%)
LIN,Linde plc,0.68%,9.88,(2.09%)
TXN,Texas Instruments,0.62%,3.54,(1.59%)
AMGN,Amgen,0.60%,2.83,(0.77%)
GILD,Gilead Sciences,0.58%,4.54,(2.99%)
KLAC,KLA Corporation,0.58%,21.46,(1.48%)
ISRG,Intuitive Surgical,0.52%,10.71,(2.24%)
ADI,Analog Devices,0.50%,6.2,(1.87%)
HON,Honeywell,0.46%,1.56,(0.65%)
QCOM,Qualcomm,0.45%,2.63,(1.90%)
SHOP,Shopify,0.44%,1.55,(1.40%)
PDD,PDD Holdings,0.43%,0.32,(0.32%)
ARM,Arm Holdings,0.40%,3.59,(2.94%)
BKNG,Booking Holdings,0.40%,-15.84,(-0.38%)
APP,Applovin Corp,0.39%,18.33,(4.99%)
VRTX,Vertex Pharmaceuticals,0.38%,33.22,(7.14%)
PANW,Palo Alto Networks,0.35%,4.48,(2.75%)
CMCSA,Comcast,0.34%,-0.14,(-0.43%)
INTU,Intuit,0.33%,1.8,(0.45%)
CRWD,CrowdStrike,0.33%,19.57,(4.75%)
ADBE,Adobe Inc.,0.32%,0.95,(0.36%)
SBUX,Starbucks,0.32%,-2.7,(-2.79%)
CEG,Constellation Energy,0.32%,15.79,(5.72%)
MELI,MercadoLibre,0.30%,-33.53,(-1.67%)
WDC,Western Digital,0.29%,-0.6,(-0.21%)
MAR,Marriott International,0.28%,1.63,(0.46%)
STX,Seagate Technology Holdings,0.28%,-3.58,(-0.83%)
ADP,ADP,0.26%,2.64,(1.26%)
REGN,Regeneron Pharmaceuticals,0.25%,16.17,(2.06%)
SNPS,Synopsys,0.25%,13.09,(3.09%)
CDNS,Cadence Design Systems,0.24%,11.37,(3.94%)
ORLY,O'Reilly Automotive,0.24%,1.55,(1.63%)
MDLZ,Mondelez International,0.24%,0.76,(1.24%)
MNST,Monster Beverage,0.24%,0.58,(0.72%)
CTAS,Cintas,0.23%,-2.48,(-1.26%)
CSX,CSX Corporation,0.23%,0.13,(0.33%)
ABNB,Airbnb,0.22%,5.82,(5.02%)
WBD,Warner Bros. Discovery,0.21%,-0.04,(-0.16%)
DASH,DoorDash,0.21%,-0.22,(-0.14%)
AEP,American Electric Power,0.21%,2.95,(2.33%)
MRVL,Marvell Technology,0.20%,0.55,(0.70%)
PCAR,Paccar,0.20%,1.77,(1.42%)
FTNT,Fortinet,0.19%,1.66,(1.97%)
ROST,Ross Stores,0.19%,1.6,(0.82%)
NXPI,NXP Semiconductors,0.18%,0.55,(0.23%)
BKR,Baker Hughes,0.18%,-0.34,(-0.55%)
MPWR,Monolithic Power Systems,0.17%,10.76,(0.93%)
FAST,Fastenal,0.16%,0.76,(1.68%)
FER,Ferrovial SE,0.16%,-0.34,(-0.47%)
EA,Electronic Arts,0.15%,0.01,(0.01%)
IDXX,Idexx Laboratories,0.15%,10.08,(1.63%)
ADSK,Autodesk,0.15%,8.24,(3.69%)
EXC,Exelon,0.15%,0.83,(1.74%)
FANG,Diamondback Energy,0.14%,1.81,(1.08%)
XEL,Xcel Energy,0.14%,2.27,(2.87%)
MSTR,MicroStrategy Inc.,0.13%,11.78,(9.57%)
CCEP,Coca-Cola Europacific Partners,0.13%,0.65,(0.66%)
DDOG,Datadog,0.13%,1.11,(0.88%)
MCHP,Microchip Technology,0.13%,-0.21,(-0.27%)
ALNY,Alnylam Pharmaceuticals,0.12%,3.04,(0.98%)
ODFL,Old Dominion Freight Line,0.12%,8.66,(4.67%)
KDP,Keurig Dr Pepper,0.12%,-0.12,(-0.41%)
TRI,Thomson Reuters Corporation,0.12%,1.03,(1.20%)
WDAY,"Workday, Inc.",0.11%,1.55,(1.07%)
PYPL,PayPal,0.11%,1.16,(2.98%)
GEHC,GE HealthCare,0.11%,1.91,(2.43%)
CPRT,Copart,0.11%,0.89,(2.43%)
TTWO,Take-Two Interactive,0.11%,1.8,(0.95%)
ROP,Roper Technologies,0.10%,1.95,(0.61%)
AXON,Axon Enterprise Inc.,0.10%,-6.89,(-1.58%)
PAYX,Paychex,0.10%,1.78,(1.92%)
CTSH,Cognizant,0.10%,1.25,(1.90%)
INSM,Insmed Incorporated,0.10%,3.36,(2.30%)
CHTR,Charter Communications,0.09%,2.51,(1.05%)
KHC,Kraft Heinz,0.09%,0.48,(1.96%)
ZS,Zscaler,0.09%,6.99,(4.09%)
DXCM,DexCom,0.08%,4.96,(7.62%)
VRSK,Verisk,0.08%,1.79,(1.00%)
TEAM,Atlassian,0.07%,-1.1,(-1.27%)
CSGP,CoStar Group,0.06%,0.23,(0.51%)
