Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.56%,4.08,(2.23%)
AAPL,Apple Inc.,11.30%,-1.94,(-0.75%)
MSFT,Microsoft,10.12%,-2.45,(-0.53%)
AMZN,Amazon,7.58%,1.25,(0.53%)
GOOGL,Alphabet Inc. (Class A),6.20%,-3.21,(-0.96%)
GOOG,Alphabet Inc. (Class C),5.77%,-3.3,(-0.98%)
AVGO,Broadcom Inc.,4.83%,1.92,(0.56%)
META,Meta Platforms,4.67%,5.66,(0.92%)
TSLA,"Tesla, Inc.",4.35%,-0.44,(-0.10%)
ASML,ASML Holding,1.54%,69.64,(5.51%)
COST,Costco,1.26%,4.0,(0.42%)
PLTR,Palantir Technologies,1.26%,-1.28,(-0.71%)
MU,Micron Technology,1.13%,4.91,(1.47%)
NFLX,Netflix,1.11%,-0.39,(-0.44%)
AMD,Advanced Micro Devices Inc.,1.11%,5.41,(2.42%)
CSCO,Cisco,0.89%,0.97,(1.30%)
AZN,AstraZeneca,0.87%,-2.34,(-2.43%)
LRCX,Lam Research,0.82%,9.09,(4.35%)
AMAT,Applied Materials,0.76%,17.8,(5.90%)
INTC,Intel,0.69%,-0.35,(-0.73%)
TMUS,T-Mobile US,0.64%,-1.31,(-0.68%)
LIN,Linde plc,0.61%,1.02,(0.23%)
SHOP,Shopify,0.61%,0.37,(0.23%)
APP,Applovin Corp,0.61%,-10.84,(-1.75%)
KLAC,KLA Corporation,0.60%,109.28,(7.62%)
PEP,PepsiCo,0.60%,0.63,(0.43%)
ISRG,Intuitive Surgical,0.57%,-5.62,(-1.03%)
AMGN,Amgen,0.53%,1.03,(0.31%)
TXN,Texas Instruments,0.52%,-2.39,(-1.24%)
QCOM,Qualcomm,0.52%,-3.09,(-1.88%)
BKNG,Booking Holdings,0.50%,3.17,(0.06%)
INTU,Intuit,0.46%,-13.46,(-2.38%)
PDD,PDD Holdings,0.46%,-0.25,(-0.23%)
GILD,Gilead Sciences,0.45%,-2.19,(-1.77%)
ADI,Analog Devices,0.44%,4.26,(1.43%)
HON,Honeywell,0.41%,1.92,(0.90%)
PANW,Palo Alto Networks,0.39%,-3.26,(-1.71%)
ADBE,Adobe Inc.,0.38%,-0.34,(-0.11%)
CEG,Constellation Energy,0.37%,10.32,(3.13%)
CRWD,CrowdStrike,0.34%,-5.55,(-1.21%)
ARM,Arm Holdings,0.33%,0.33,(0.31%)
VRTX,Vertex Pharmaceuticals,0.33%,-10.56,(-2.35%)
MELI,MercadoLibre,0.32%,-5.11,(-0.24%)
SBUX,Starbucks,0.32%,1.99,(2.19%)
ADP,ADP,0.31%,1.86,(0.72%)
CMCSA,Comcast,0.31%,-0.05,(-0.18%)
SNPS,Synopsys,0.29%,2.84,(0.56%)
DASH,DoorDash,0.27%,-3.33,(-1.56%)
MAR,Marriott International,0.26%,5.8,(1.81%)
CDNS,Cadence Design Systems,0.26%,7.6,(2.43%)
ABNB,Airbnb,0.24%,-0.22,(-0.16%)
ORLY,O'Reilly Automotive,0.24%,-1.39,(-1.46%)
CTAS,Cintas,0.23%,1.34,(0.69%)
REGN,Regeneron Pharmaceuticals,0.23%,-14.26,(-1.89%)
MNST,Monster Beverage,0.23%,0.19,(0.24%)
MDLZ,Mondelez International,0.22%,0.07,(0.12%)
WBD,Warner Bros. Discovery,0.21%,-0.12,(-0.42%)
MRVL,Marvell Technology,0.20%,-0.62,(-0.76%)
CSX,CSX Corporation,0.20%,0.15,(0.41%)
PCAR,Paccar,0.19%,2.91,(2.45%)
AEP,American Electric Power,0.19%,1.19,(1.01%)
ROST,Ross Stores,0.19%,1.91,(0.99%)
NXPI,NXP Semiconductors,0.18%,-1.68,(-0.70%)
FTNT,Fortinet,0.17%,-0.04,(-0.05%)
ADSK,Autodesk,0.17%,2.22,(0.85%)
IDXX,Idexx Laboratories,0.17%,-14.68,(-2.07%)
TRI,Thomson Reuters Corporation,0.17%,-2.44,(-1.91%)
PYPL,PayPal,0.16%,-0.94,(-1.63%)
BKR,Baker Hughes,0.15%,2.11,(4.21%)
EA,Electronic Arts,0.15%,0.02,(0.01%)
WDAY,"Workday, Inc.",0.15%,-1.25,(-0.64%)
AXON,Axon Enterprise Inc.,0.15%,7.55,(1.20%)
FAST,Fastenal,0.15%,1.1,(2.59%)
MSTR,MicroStrategy Inc.,0.15%,-7.86,(-4.38%)
TTWO,Take-Two Interactive,0.13%,-0.74,(-0.30%)
XEL,Xcel Energy,0.13%,-0.55,(-0.72%)
ROP,Roper Technologies,0.13%,-10.1,(-2.38%)
EXC,Exelon,0.13%,0.52,(1.18%)
FANG,Diamondback Energy,0.13%,-2.79,(-1.82%)
DDOG,Datadog,0.13%,-1.19,(-0.97%)
CTSH,Cognizant,0.12%,-1.89,(-2.18%)
MCHP,Microchip Technology,0.12%,-0.21,(-0.28%)
CCEP,Coca-Cola Europacific Partners,0.12%,0.38,(0.42%)
CPRT,Copart,0.12%,1.09,(2.71%)
PAYX,Paychex,0.12%,0.22,(0.20%)
KDP,Keurig Dr Pepper,0.11%,-0.21,(-0.73%)
GEHC,GE HealthCare,0.11%,-2.77,(-3.25%)
ODFL,Old Dominion Freight Line,0.11%,4.24,(2.45%)
TEAM,Atlassian,0.10%,-3.45,(-2.61%)
ZS,Zscaler,0.10%,-3.53,(-1.65%)
VRSK,Verisk,0.09%,-2.16,(-0.96%)
KHC,Kraft Heinz,0.09%,-0.06,(-0.24%)
DXCM,DexCom,0.08%,-0.45,(-0.65%)
CSGP,CoStar Group,0.08%,-0.49,(-0.78%)
CHTR,Charter Communications,0.07%,-7.88,(-3.90%)
BIIB,Biogen,0.07%,-0.74,(-0.44%)
ON,Onsemi,0.07%,-0.25,(-0.41%)
LULU,Lululemon Athletica,0.07%,1.39,(0.68%)
GFS,GlobalFoundries,0.07%,0.68,(1.66%)
TTD,Trade Desk (The),0.05%,-0.91,(-2.44%)
CDW,CDW Corporation,0.05%,0.08,(0.06%)
