Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,13.27%,182.85,1.86,(1.03%)
AAPL,Apple Inc.,11.99%,271.74,-1.93,(-0.71%)
MSFT,Microsoft,10.76%,484.58,-1.34,(-0.28%)
AMZN,Amazon,7.26%,227.33,-0.02,(-0.01%)
GOOGL,Alphabet Inc. (Class A),5.74%,307.06,-0.1,(-0.03%)
GOOG,Alphabet Inc. (Class C),5.36%,308.56,-0.06,(-0.02%)
META,Meta Platforms,4.98%,661.77,3.0,(0.46%)
TSLA,"Tesla, Inc.",4.84%,487.53,6.32,(1.31%)
AVGO,Broadcom Inc.,4.80%,339.23,-1.13,(-0.33%)
PLTR,Palantir Technologies,1.38%,193.65,0.27,(0.14%)
ASML,ASML Holding,1.22%,1054.7,-1.32,(-0.12%)
NFLX,Netflix,1.19%,93.69,-0.7,(-0.74%)
COST,Costco,1.13%,851.6,-4.02,(-0.47%)
AMD,Advanced Micro Devices Inc.,1.04%,213.93,0.5,(0.23%)
CSCO,Cisco,0.92%,78.13,-0.29,(-0.37%)
MU,Micron Technology,0.90%,269.07,3.15,(1.18%)
AZN,AstraZeneca,0.85%,91.59,0.23,(0.25%)
APP,Applovin Corp,0.73%,727.48,6.11,(0.85%)
SHOP,Shopify,0.66%,170.78,1.21,(0.71%)
TMUS,T-Mobile US,0.66%,196.59,-0.14,(-0.07%)
LRCX,Lam Research,0.65%,173.25,0.98,(0.57%)
AMAT,Applied Materials,0.61%,258.38,1.97,(0.77%)
ISRG,Intuitive Surgical,0.61%,577.72,5.25,(0.92%)
PEP,PepsiCo,0.61%,148.39,0.23,(0.15%)
LIN,Linde plc,0.59%,424.52,3.09,(0.73%)
INTU,Intuit,0.56%,676.62,5.32,(0.79%)
QCOM,Qualcomm,0.56%,175.33,0.08,(0.05%)
AMGN,Amgen,0.53%,330.73,3.35,(1.02%)
INTC,Intel,0.52%,36.82,0.0,(0.01%)
BKNG,Booking Holdings,0.52%,5427.92,34.18,(0.63%)
KLAC,KLA Corporation,0.49%,1256.48,10.8,(0.87%)
TXN,Texas Instruments,0.48%,178.29,2.0,(1.14%)
PDD,PDD Holdings,0.48%,112.06,2.55,(2.33%)
GILD,Gilead Sciences,0.46%,123.59,-0.71,(-0.57%)
ADBE,Adobe Inc.,0.45%,358.31,2.45,(0.69%)
ADI,Analog Devices,0.40%,276.0,1.56,(0.57%)
PANW,Palo Alto Networks,0.39%,189.08,2.2,(1.18%)
HON,Honeywell,0.38%,198.81,-0.3,(-0.15%)
ARM,Arm Holdings,0.37%,115.24,1.21,(1.06%)
CRWD,CrowdStrike,0.36%,482.76,1.48,(0.31%)
VRTX,Vertex Pharmaceuticals,0.35%,457.39,1.19,(0.26%)
CEG,Constellation Energy,0.33%,356.44,1.04,(0.29%)
CMCSA,Comcast,0.32%,29.78,0.21,(0.71%)
ADP,ADP,0.32%,261.39,3.44,(1.34%)
SBUX,Starbucks,0.30%,88.44,0.11,(0.12%)
DASH,DoorDash,0.30%,232.98,-1.27,(-0.54%)
MELI,MercadoLibre,0.30%,1970.88,-26.73,(-1.34%)
SNPS,Synopsys,0.27%,476.1,12.37,(2.67%)
CDNS,Cadence Design Systems,0.26%,316.96,2.05,(0.65%)
MAR,Marriott International,0.25%,314.0,3.84,(1.24%)
ABNB,Airbnb,0.25%,137.34,2.06,(1.52%)
REGN,Regeneron Pharmaceuticals,0.25%,780.7,12.74,(1.66%)
ORLY,O'Reilly Automotive,0.23%,91.49,0.49,(0.54%)
CTAS,Cintas,0.23%,191.76,4.19,(2.23%)
MNST,Monster Beverage,0.22%,77.11,0.84,(1.11%)
MRVL,Marvell Technology,0.22%,85.02,0.93,(1.11%)
WBD,Warner Bros. Discovery,0.21%,28.58,0.81,(2.92%)
MDLZ,Mondelez International,0.21%,54.86,0.35,(0.65%)
CSX,CSX Corporation,0.20%,36.31,-0.19,(-0.52%)
ADSK,Autodesk,0.19%,302.71,2.63,(0.88%)
AEP,American Electric Power,0.18%,114.33,-0.16,(-0.14%)
FTNT,Fortinet,0.18%,81.03,0.79,(0.99%)
PCAR,Paccar,0.18%,112.46,0.89,(0.79%)
TRI,Thomson Reuters Corporation,0.18%,132.41,0.78,(0.59%)
ROST,Ross Stores,0.17%,180.69,-1.72,(-0.94%)
NXPI,NXP Semiconductors,0.17%,229.58,3.31,(1.46%)
WDAY,"Workday, Inc.",0.17%,219.62,0.99,(0.45%)
PYPL,PayPal,0.17%,60.3,0.49,(0.82%)
IDXX,Idexx Laboratories,0.17%,698.12,-2.22,(-0.32%)
EA,Electronic Arts,0.15%,204.05,0.13,(0.06%)
DDOG,Datadog,0.15%,141.96,1.57,(1.12%)
ROP,Roper Technologies,0.14%,448.48,3.49,(0.78%)
MSTR,MicroStrategy Inc.,0.14%,167.83,3.01,(1.83%)
AXON,Axon Enterprise Inc.,0.14%,605.4,11.2,(1.88%)
FAST,Fastenal,0.14%,41.67,-0.68,(-1.60%)
TTWO,Take-Two Interactive,0.14%,248.05,0.65,(0.26%)
BKR,Baker Hughes,0.13%,45.44,0.73,(1.62%)
EXC,Exelon,0.13%,43.61,-0.05,(-0.13%)
TEAM,Atlassian,0.13%,164.59,3.52,(2.19%)
XEL,Xcel Energy,0.13%,73.14,0.47,(0.65%)
FANG,Diamondback Energy,0.13%,150.3,2.17,(1.47%)
CCEP,Coca-Cola Europacific Partners,0.12%,92.3,0.16,(0.17%)
CTSH,Cognizant,0.12%,85.3,-0.11,(-0.13%)
PAYX,Paychex,0.12%,114.43,2.15,(1.91%)
CPRT,Copart,0.11%,39.44,0.37,(0.96%)
KDP,Keurig Dr Pepper,0.11%,28.09,0.2,(0.70%)
GEHC,GE HealthCare,0.11%,83.63,0.74,(0.89%)
ZS,Zscaler,0.11%,233.64,1.09,(0.47%)
MCHP,Microchip Technology,0.11%,66.4,1.49,(2.29%)
ODFL,Old Dominion Freight Line,0.10%,159.77,2.38,(1.51%)
VRSK,Verisk,0.09%,220.78,2.75,(1.26%)
KHC,Kraft Heinz,0.09%,24.47,-0.05,(-0.18%)
CSGP,CoStar Group,0.08%,65.83,0.6,(0.91%)
CHTR,Charter Communications,0.08%,209.21,4.21,(2.05%)
DXCM,DexCom,0.08%,67.63,1.56,(2.37%)
BIIB,Biogen,0.08%,176.62,1.81,(1.04%)
LULU,Lululemon Athletica,0.07%,209.13,-0.32,(-0.15%)
ON,Onsemi,0.07%,55.57,0.36,(0.65%)
GFS,GlobalFoundries,0.06%,36.41,-0.22,(-0.60%)
CDW,CDW Corporation,0.05%,140.81,0.16,(0.11%)
TTD,Trade Desk (The),0.05%,37.39,0.13,(0.35%)
