Symbol,Name,Weight,Price,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.49%,903.43,9.95,(1.11%)
CAT,Caterpillar Inc.,7.43%,584.05,7.83,(1.36%)
MSFT,Microsoft Corporation,6.17%,485.16,-0.76,(-0.16%)
AXP,American Express Company,4.85%,381.4,4.89,(1.30%)
V,Visa Inc.,4.48%,352.16,2.9,(0.83%)
HD,"The Home Depot, Inc.",4.41%,346.82,1.82,(0.53%)
AMGN,Amgen Inc.,4.21%,331.07,3.69,(1.13%)
SHW,Sherwin-Williams,4.14%,325.56,4.7,(1.46%)
UNH,UnitedHealth Group Incorporated,4.13%,324.35,-3.07,(-0.94%)
JPM,JPMorgan Chase & Co.,4.10%,322.6,5.39,(1.70%)
MCD,McDonald's Corporation,4.02%,316.2,0.36,(0.11%)
IBM,International Business Machines Corporation,3.85%,302.75,1.77,(0.59%)
TRV,"The Travelers Companies, Inc.",3.71%,291.8,-1.12,(-0.38%)
AAPL,Apple Inc.,3.45%,270.96,-2.71,(-0.99%)
CRM,"Salesforce, Inc.",3.35%,263.51,3.59,(1.38%)
AMZN,"Amazon.com, Inc.amazon.com",2.90%,228.28,0.93,(0.41%)
BA,The Boeing Company,2.75%,216.27,2.18,(1.02%)
JNJ,Johnson & Johnson,2.64%,207.63,1.26,(0.61%)
HON,Honeywell International Inc.,2.49%,195.58,-3.53,(-1.77%)
NVDA,Nvidia,2.33%,183.37,2.38,(1.32%)
MMM,3M Company,2.03%,159.67,-2.3,(-1.42%)
CVX,Chevron Corporation,1.91%,149.94,2.19,(1.48%)
PG,The Procter & Gamble Company,1.82%,142.94,-1.52,(-1.05%)
WMT,Walmart Inc.,1.43%,112.49,-1.87,(-1.63%)
DIS,The Walt Disney Company,1.43%,112.26,1.02,(0.92%)
MRK,"Merck & Co., Inc.",1.33%,104.14,3.05,(3.02%)
CSCO,"Cisco Systems, Inc.",0.99%,78.08,-0.34,(-0.44%)
KO,The Coca-Cola Company,0.89%,70.03,-0.03,(-0.05%)
NKE,"Nike, Inc.",0.73%,57.2,-1.52,(-2.58%)
VZ,Verizon Communications Inc.,0.51%,39.84,0.02,(0.04%)
