Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.26%,2.12,(1.21%)
AAPL,Apple Inc.,11.57%,1.09,(0.43%)
MSFT,Microsoft,8.53%,1.43,(0.39%)
AMZN,Amazon,7.05%,4.19,(2.01%)
GOOGL,Alphabet Inc. (Class A),5.80%,12.24,(4.26%)
GOOG,Alphabet Inc. (Class C),5.37%,10.47,(3.65%)
META,Meta Platforms,4.61%,17.59,(3.08%)
AVGO,Broadcom Inc.,4.60%,4.43,(1.43%)
TSLA,"Tesla, Inc.",4.42%,9.39,(2.52%)
WMT,Walmart,3.07%,0.29,(0.23%)
ASML,ASML Holding,1.64%,57.99,(4.39%)
COST,Costco,1.36%,-2.85,(-0.29%)
MU,Micron Technology,1.31%,37.5,(11.10%)
NFLX,Netflix,1.25%,-0.37,(-0.38%)
PLTR,Palantir Technologies,1.09%,0.98,(0.67%)
AMD,Advanced Micro Devices Inc.,1.07%,8.95,(4.40%)
CSCO,Cisco,0.96%,0.73,(0.94%)
AMAT,Applied Materials,0.88%,16.0,(4.68%)
LRCX,Lam Research,0.87%,11.11,(5.20%)
INTC,Intel,0.75%,4.24,(9.60%)
LIN,Linde plc,0.71%,-2.81,(-0.57%)
TMUS,T-Mobile US,0.70%,-6.06,(-2.88%)
PEP,PepsiCo,0.65%,-0.7,(-0.45%)
KLAC,KLA Corporation,0.62%,62.02,(4.21%)
AMGN,Amgen,0.59%,1.88,(0.53%)
TXN,Texas Instruments,0.55%,2.43,(1.25%)
GILD,Gilead Sciences,0.54%,1.37,(0.98%)
ISRG,Intuitive Surgical,0.51%,6.63,(1.44%)
ARM,Arm Holdings,0.51%,3.02,(1.99%)
ADI,Analog Devices,0.49%,5.84,(1.84%)
SHOP,Shopify,0.48%,0.68,(0.57%)
HON,Honeywell,0.45%,3.56,(1.57%)
PDD,PDD Holdings,0.45%,0.07,(0.07%)
QCOM,Qualcomm,0.43%,0.08,(0.06%)
BKNG,Booking Holdings,0.41%,13.32,(0.32%)
APP,Applovin Corp,0.41%,-4.06,(-1.02%)
PANW,Palo Alto Networks,0.40%,-0.13,(-0.08%)
INTU,Intuit,0.36%,-10.65,(-2.46%)
VRTX,Vertex Pharmaceuticals,0.35%,2.71,(0.61%)
SBUX,Starbucks,0.32%,1.4,(1.57%)
WDC,Western Digital,0.32%,32.75,(12.11%)
CEG,Constellation Energy,0.32%,4.33,(1.55%)
CMCSA,Comcast,0.31%,-0.73,(-2.56%)
CRWD,CrowdStrike,0.31%,3.24,(0.83%)
ADBE,Adobe Inc.,0.30%,-0.81,(-0.33%)
STX,Seagate Technology Holdings,0.29%,32.89,(8.40%)
MRVL,Marvell Technology,0.29%,8.09,(8.16%)
MAR,Marriott International,0.27%,5.75,(1.76%)
MELI,MercadoLibre,0.27%,-2.42,(-0.14%)
REGN,Regeneron Pharmaceuticals,0.25%,3.28,(0.42%)
ADP,ADP,0.25%,-1.26,(-0.62%)
CSX,CSX Corporation,0.24%,0.63,(1.54%)
CDNS,Cadence Design Systems,0.24%,2.07,(0.74%)
ORLY,O'Reilly Automotive,0.24%,0.03,(0.03%)
SNPS,Synopsys,0.24%,2.86,(0.72%)
ABNB,Airbnb,0.23%,0.11,(0.09%)
MDLZ,Mondelez International,0.23%,-0.62,(-1.07%)
ROST,Ross Stores,0.22%,5.11,(2.36%)
MNST,Monster Beverage,0.22%,0.67,(0.92%)
AEP,American Electric Power,0.22%,0.43,(0.33%)
WBD,Warner Bros. Discovery,0.21%,0.23,(0.86%)
CTAS,Cintas,0.21%,3.11,(1.84%)
DASH,DoorDash,0.20%,0.84,(0.56%)
PCAR,Paccar,0.19%,2.39,(2.07%)
FTNT,Fortinet,0.19%,-0.14,(-0.17%)
BKR,Baker Hughes,0.18%,-0.67,(-1.09%)
MPWR,Monolithic Power Systems,0.17%,40.43,(3.70%)
FAST,Fastenal,0.17%,0.43,(0.93%)
FANG,Diamondback Energy,0.16%,-9.73,(-4.92%)
EA,Electronic Arts,0.16%,-0.55,(-0.27%)
ADSK,Autodesk,0.16%,-0.42,(-0.18%)
NXPI,NXP Semiconductors,0.15%,1.05,(0.53%)
EXC,Exelon,0.15%,-0.36,(-0.74%)
XEL,Xcel Energy,0.15%,0.3,(0.37%)
FER,Ferrovial SE,0.15%,2.12,(3.26%)
IDXX,Idexx Laboratories,0.14%,0.75,(0.13%)
ALNY,Alnylam Pharmaceuticals,0.14%,-0.99,(-0.30%)
MSTR,MicroStrategy Inc.,0.13%,-0.36,(-0.29%)
