Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.37%,17.83,(2.11%)
CAT,Caterpillar Inc.,9.71%,29.71,(4.19%)
MSFT,Microsoft Corporation,4.89%,1.44,(0.39%)
AMGN,Amgen Inc.,4.66%,1.88,(0.53%)
HD,"The Home Depot, Inc.",4.37%,3.08,(0.94%)
SHW,Sherwin-Williams,4.30%,6.22,(1.94%)
MCD,McDonald's Corporation,4.05%,-2.82,(-0.91%)
AXP,American Express Company,4.00%,1.52,(0.50%)
V,Visa Inc.,3.95%,-1.71,(-0.57%)
JPM,JPMorgan Chase & Co.,3.89%,1.64,(0.56%)
TRV,"The Travelers Companies, Inc.",3.84%,0.49,(0.17%)
UNH,UnitedHealth Group Incorporated,3.61%,3.46,(1.28%)
AAPL,Apple Inc.,3.35%,1.1,(0.43%)
JNJ,Johnson & Johnson,3.22%,0.48,(0.19%)
IBM,International Business Machines Corporation,3.22%,2.51,(1.04%)
HON,Honeywell International Inc.,3.02%,3.56,(1.57%)
AMZN,"Amazon.com, Inc.amazon.com",2.80%,4.19,(2.01%)
BA,The Boeing Company,2.76%,11.02,(5.54%)
CVX,Chevron Corporation,2.58%,-10.75,(-5.20%)
CRM,"Salesforce, Inc.",2.45%,-0.46,(-0.25%)
NVDA,Nvidia,2.32%,2.12,(1.21%)
MMM,3M Company,1.93%,1.1,(0.76%)
PG,The Procter & Gamble Company,1.89%,-0.45,(-0.31%)
WMT,Walmart Inc.,1.64%,0.29,(0.23%)
MRK,"Merck & Co., Inc.",1.60%,1.04,(0.86%)
DIS,The Walt Disney Company,1.28%,0.69,(0.71%)
CSCO,"Cisco Systems, Inc.",1.03%,0.73,(0.94%)
KO,The Coca-Cola Company,1.00%,0.07,(0.09%)
VZ,Verizon Communications Inc.,0.65%,-0.93,(-1.84%)
NKE,"Nike, Inc.",0.60%,-7.39,(-14.00%)
