Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,12.57%,-4.74,(-2.63%)
AAPL,Apple Inc.,11.98%,7.56,(2.81%)
MSFT,Microsoft,9.08%,3.73,(0.91%)
AMZN,Amazon,7.48%,-0.97,(-0.40%)
GOOGL,Alphabet Inc. (Class A),6.14%,-6.49,(-1.91%)
GOOG,Alphabet Inc. (Class C),5.72%,-6.55,(-1.92%)
META,Meta Platforms,5.03%,-17.11,(-2.47%)
TSLA,"Tesla, Inc.",4.55%,-10.4,(-2.47%)
AVGO,Broadcom Inc.,4.32%,-10.88,(-3.40%)
WMT,Walmart,3.01%,0.39,(0.30%)
ASML,ASML Holding,1.55%,-40.84,(-2.93%)
COST,Costco,1.29%,6.79,(0.69%)
MU,Micron Technology,1.27%,-35.52,(-8.47%)
NFLX,Netflix,1.01%,1.25,(1.56%)
PLTR,Palantir Technologies,0.99%,-16.78,(-10.63%)
AMD,Advanced Micro Devices Inc.,0.99%,-35.99,(-14.86%)
CSCO,Cisco,0.96%,-0.36,(-0.43%)
LRCX,Lam Research,0.79%,-15.7,(-6.83%)
AMAT,Applied Materials,0.71%,-16.65,(-5.22%)
INTC,Intel,0.70%,-1.92,(-3.90%)
PEP,PepsiCo,0.67%,3.06,(1.88%)
TMUS,T-Mobile US,0.67%,4.62,(2.34%)
LIN,Linde plc,0.65%,12.28,(2.65%)
TXN,Texas Instruments,0.60%,-1.68,(-0.74%)
AMGN,Amgen,0.57%,18.98,(5.61%)
GILD,Gilead Sciences,0.53%,1.79,(1.25%)
KLAC,KLA Corporation,0.52%,-13.7,(-1.01%)
ISRG,Intuitive Surgical,0.50%,-1.27,(-0.26%)
QCOM,Qualcomm,0.48%,3.79,(2.58%)
ADI,Analog Devices,0.45%,3.24,(1.04%)
SHOP,Shopify,0.44%,-4.63,(-3.88%)
HON,Honeywell,0.44%,4.79,(2.07%)
BKNG,Booking Holdings,0.44%,-48.86,(-1.05%)
PDD,PDD Holdings,0.43%,-1.21,(-1.17%)
APP,Applovin Corp,0.39%,-65.14,(-14.11%)
INTU,Intuit,0.36%,8.21,(1.89%)
VRTX,Vertex Pharmaceuticals,0.36%,10.68,(2.29%)
PANW,Palo Alto Networks,0.34%,-1.33,(-0.80%)
ADBE,Adobe Inc.,0.34%,7.11,(2.62%)
ARM,Arm Holdings,0.33%,1.3,(1.24%)
CMCSA,Comcast,0.33%,0.79,(2.65%)
SBUX,Starbucks,0.32%,3.43,(3.69%)
CRWD,CrowdStrike,0.31%,-5.48,(-1.30%)
MELI,MercadoLibre,0.31%,-46.84,(-2.23%)
ADP,ADP,0.28%,0.9,(0.38%)
CEG,Constellation Energy,0.27%,-14.09,(-5.25%)
STX,Seagate Technology Holdings,0.27%,-29.28,(-6.59%)
WDC,Western Digital,0.26%,-28.7,(-9.89%)
MAR,Marriott International,0.26%,10.61,(3.33%)
DASH,DoorDash,0.25%,-6.52,(-3.23%)
ORLY,O'Reilly Automotive,0.24%,1.39,(1.43%)
REGN,Regeneron Pharmaceuticals,0.24%,10.38,(1.37%)
MNST,Monster Beverage,0.24%,-0.11,(-0.13%)
SNPS,Synopsys,0.23%,-2.31,(-0.55%)
CTAS,Cintas,0.23%,2.5,(1.31%)
MDLZ,Mondelez International,0.23%,-0.1,(-0.18%)
ABNB,Airbnb,0.22%,2.83,(2.32%)
CSX,CSX Corporation,0.22%,0.82,(2.09%)
CDNS,Cadence Design Systems,0.22%,1.16,(0.43%)
PCAR,Paccar,0.20%,2.33,(1.82%)
