Symbol,Name,Weight,Price,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.25%,880.73,-8.86,(-1.00%)
CAT,Caterpillar Inc.,7.54%,590.25,0.49,(0.08%)
MSFT,Microsoft Corporation,6.10%,477.51,2.69,(0.57%)
AXP,American Express Company,4.87%,381.23,-1.34,(-0.35%)
HD,"The Home Depot, Inc.",4.51%,353.32,-3.67,(-1.03%)
V,Visa Inc.,4.41%,345.03,-1.86,(-0.54%)
UNH,UnitedHealth Group Incorporated,4.27%,334.25,-6.85,(-2.01%)
SHW,Sherwin-Williams,4.19%,328.06,-0.39,(-0.12%)
AMGN,Amgen Inc.,4.17%,326.58,1.27,(0.39%)
JPM,JPMorgan Chase & Co.,4.04%,316.19,-3.83,(-1.20%)
MCD,McDonald's Corporation,4.02%,314.48,-4.25,(-1.33%)
IBM,International Business Machines Corporation,3.88%,303.86,-4.8,(-1.55%)
TRV,"The Travelers Companies, Inc.",3.70%,289.71,-0.88,(-0.30%)
AAPL,Apple Inc.,3.52%,275.25,1.14,(0.41%)
CRM,"Salesforce, Inc.",3.26%,255.47,0.89,(0.35%)
AMZN,"Amazon.com, Inc.amazon.com",2.85%,223.12,0.58,(0.26%)
JNJ,Johnson & Johnson,2.68%,209.57,-4.6,(-2.15%)
BA,The Boeing Company,2.65%,207.04,1.53,(0.75%)
HON,Honeywell International Inc.,2.54%,198.49,1.04,(0.53%)
NVDA,Nvidia,2.27%,177.97,1.68,(0.95%)
MMM,3M Company,2.09%,163.48,-2.22,(-1.34%)
CVX,Chevron Corporation,1.88%,147.04,-2.76,(-1.84%)
PG,The Procter & Gamble Company,1.86%,145.48,0.35,(0.24%)
WMT,Walmart Inc.,1.48%,115.78,-1.01,(-0.86%)
DIS,The Walt Disney Company,1.43%,111.98,1.49,(1.35%)
MRK,"Merck & Co., Inc.",1.26%,98.38,-1.88,(-1.87%)
CSCO,"Cisco Systems, Inc.",0.99%,77.82,-0.43,(-0.55%)
KO,The Coca-Cola Company,0.90%,70.61,-0.36,(-0.50%)
NKE,"Nike, Inc.",0.86%,67.25,-0.53,(-0.78%)
VZ,Verizon Communications Inc.,0.52%,40.72,-0.08,(-0.19%)
