Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,13.03%,176.67,0.38,(0.22%)
AAPL,Apple Inc.,12.23%,272.85,-1.26,(-0.46%)
MSFT,Microsoft,10.68%,473.6,-1.22,(-0.26%)
AMZN,Amazon,7.21%,222.29,-0.25,(-0.11%)
GOOGL,Alphabet Inc. (Class A),5.78%,304.56,-3.66,(-1.19%)
GOOG,Alphabet Inc. (Class C),5.39%,305.75,-3.57,(-1.16%)
META,Meta Platforms,4.99%,651.88,4.37,(0.67%)
AVGO,Broadcom Inc.,4.86%,339.14,-0.67,(-0.20%)
TSLA,"Tesla, Inc.",4.84%,479.63,4.32,(0.91%)
PLTR,Palantir Technologies,1.34%,185.24,1.99,(1.09%)
ASML,ASML Holding,1.26%,1070.51,-17.31,(-1.59%)
NFLX,Netflix,1.21%,94.35,0.58,(0.61%)
COST,Costco,1.15%,854.33,-6.23,(-0.72%)
AMD,Advanced Micro Devices Inc.,1.02%,207.34,-0.24,(-0.11%)
CSCO,Cisco,0.93%,77.77,-0.48,(-0.62%)
AZN,AstraZeneca,0.85%,90.61,-0.95,(-1.04%)
MU,Micron Technology,0.79%,232.55,-4.95,(-2.08%)
APP,Applovin Corp,0.68%,665.08,-10.09,(-1.49%)
TMUS,T-Mobile US,0.68%,199.15,2.99,(1.52%)
SHOP,Shopify,0.64%,161.93,2.08,(1.30%)
PEP,PepsiCo,0.63%,150.95,-0.27,(-0.18%)
AMAT,Applied Materials,0.62%,257.4,-3.87,(-1.48%)
LRCX,Lam Research,0.62%,162.19,-2.11,(-1.28%)
LIN,Linde plc,0.60%,421.62,4.63,(1.11%)
ISRG,Intuitive Surgical,0.59%,548.75,-10.77,(-1.92%)
QCOM,Qualcomm,0.57%,176.39,-2.87,(-1.60%)
INTU,Intuit,0.56%,661.65,7.05,(1.08%)
INTC,Intel,0.54%,37.29,-0.22,(-0.59%)
BKNG,Booking Holdings,0.53%,5463.12,5.42,(0.10%)
AMGN,Amgen,0.53%,324.45,-0.87,(-0.27%)
TXN,Texas Instruments,0.49%,177.45,-0.52,(-0.29%)
KLAC,KLA Corporation,0.49%,1220.13,-4.98,(-0.41%)
PDD,PDD Holdings,0.47%,108.72,-1.68,(-1.52%)
GILD,Gilead Sciences,0.45%,118.95,-0.83,(-0.69%)
ADBE,Adobe Inc.,0.44%,349.92,-1.23,(-0.35%)
ADI,Analog Devices,0.41%,278.56,-1.88,(-0.67%)
PANW,Palo Alto Networks,0.40%,187.02,1.14,(0.61%)
ARM,Arm Holdings,0.39%,120.59,-3.78,(-3.04%)
HON,Honeywell,0.38%,197.72,0.27,(0.13%)
CRWD,CrowdStrike,0.37%,485.4,-2.08,(-0.43%)
VRTX,Vertex Pharmaceuticals,0.35%,455.38,-0.33,(-0.07%)
CEG,Constellation Energy,0.34%,359.89,2.75,(0.77%)
CMCSA,Comcast,0.32%,29.13,0.91,(3.24%)
ADP,ADP,0.32%,260.91,-4.04,(-1.52%)
DASH,DoorDash,0.30%,227.74,0.76,(0.33%)
MELI,MercadoLibre,0.30%,1934.12,-32.64,(-1.66%)
SBUX,Starbucks,0.29%,85.35,-0.05,(-0.06%)
SNPS,Synopsys,0.27%,461.39,6.72,(1.48%)
CDNS,Cadence Design Systems,0.27%,320.92,2.49,(0.78%)
MAR,Marriott International,0.25%,305.57,-2.92,(-0.95%)
ABNB,Airbnb,0.24%,132.38,0.57,(0.44%)
ORLY,O'Reilly Automotive,0.24%,93.43,-1.71,(-1.79%)
REGN,Regeneron Pharmaceuticals,0.24%,737.56,-15.06,(-2.00%)
CTAS,Cintas,0.23%,187.49,-0.96,(-0.51%)
MNST,Monster Beverage,0.22%,75.09,0.23,(0.31%)
WBD,Warner Bros. Discovery,0.22%,29.28,-0.44,(-1.46%)
MRVL,Marvell Technology,0.21%,83.32,-0.94,(-1.11%)
MDLZ,Mondelez International,0.21%,54.47,0.21,(0.38%)
CSX,CSX Corporation,0.21%,37.01,-0.17,(-0.47%)
ADSK,Autodesk,0.19%,293.4,-0.91,(-0.31%)
FTNT,Fortinet,0.19%,82.22,0.7,(0.86%)
AEP,American Electric Power,0.19%,114.19,-1.58,(-1.36%)
ROST,Ross Stores,0.18%,182.83,-1.46,(-0.79%)
TRI,Thomson Reuters Corporation,0.18%,132.74,0.94,(0.71%)
PCAR,Paccar,0.18%,112.25,-0.71,(-0.63%)
NXPI,NXP Semiconductors,0.18%,229.98,-1.85,(-0.80%)
PYPL,PayPal,0.17%,61.51,0.77,(1.26%)
WDAY,"Workday, Inc.",0.17%,215.25,0.35,(0.16%)
IDXX,Idexx Laboratories,0.17%,701.96,1.41,(0.20%)
EA,Electronic Arts,0.16%,204.27,0.07,(0.03%)
DDOG,Datadog,0.15%,140.13,-1.92,(-1.35%)
FAST,Fastenal,0.15%,42.32,-0.26,(-0.61%)
ROP,Roper Technologies,0.14%,443.12,-0.48,(-0.11%)
MSTR,MicroStrategy Inc.,0.14%,163.29,1.21,(0.75%)
TTWO,Take-Two Interactive,0.14%,243.96,-0.6,(-0.24%)
BKR,Baker Hughes,0.13%,44.79,-2.1,(-4.48%)
EXC,Exelon,0.13%,43.67,-0.2,(-0.47%)
XEL,Xcel Energy,0.13%,73.85,-1.87,(-2.46%)
AXON,Axon Enterprise Inc.,0.13%,551.89,0.1,(0.02%)
FANG,Diamondback Energy,0.13%,148.11,-5.96,(-3.87%)
TEAM,Atlassian,0.13%,160.5,1.33,(0.84%)
CCEP,Coca-Cola Europacific Partners,0.13%,92.12,0.18,(0.20%)
PAYX,Paychex,0.13%,114.77,-0.61,(-0.53%)
CTSH,Cognizant,0.12%,83.8,-0.25,(-0.30%)
KDP,Keurig Dr Pepper,0.12%,28.84,-0.39,(-1.34%)
CPRT,Copart,0.11%,39.01,0.34,(0.87%)
GEHC,GE HealthCare,0.11%,82.64,-1.81,(-2.15%)
ZS,Zscaler,0.11%,230.98,0.67,(0.29%)
MCHP,Microchip Technology,0.11%,65.74,-1.44,(-2.14%)
ODFL,Old Dominion Freight Line,0.10%,155.84,-1.62,(-1.03%)
VRSK,Verisk,0.09%,217.18,-1.05,(-0.48%)
KHC,Kraft Heinz,0.09%,24.73,0.23,(0.92%)
CHTR,Charter Communications,0.08%,211.39,1.87,(0.89%)
CSGP,CoStar Group,0.08%,64.2,0.44,(0.70%)
DXCM,DexCom,0.08%,65.73,0.0,(0.00%)
BIIB,Biogen,0.08%,170.3,-5.45,(-3.10%)
LULU,Lululemon Athletica,0.07%,205.06,-1.23,(-0.60%)
ON,Onsemi,0.07%,54.4,-0.69,(-1.25%)
GFS,GlobalFoundries,0.06%,36.97,-0.27,(-0.73%)
CDW,CDW Corporation,0.06%,145.16,0.28,(0.19%)
TTD,Trade Desk (The),0.05%,36.04,-0.16,(-0.43%)
