Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,7.16%,-4.13,(-2.21%)
AAPL,Apple Inc.,6.05%,-5.95,(-2.27%)
MSFT,Microsoft,4.80%,-0.52,(-0.13%)
AMZN,Amazon,3.44%,-0.81,(-0.41%)
GOOGL,Alphabet Inc. (Class A),3.08%,-3.28,(-1.06%)
GOOG,Alphabet Inc. (Class C),2.88%,-3.35,(-1.08%)
META,Meta Platforms,2.61%,-10.04,(-1.55%)
TSLA,"Tesla, Inc.",2.53%,0.37,(0.09%)
AVGO,Broadcom,2.49%,-6.0,(-1.81%)
BRK.B,Berkshire Hathaway,1.73%,-2.46,(-0.49%)
WMT,Walmart,1.72%,0.25,(0.19%)
LLY,Lilly (Eli),1.58%,1.73,(0.17%)
JPM,JPMorgan Chase,1.32%,-0.09,(-0.03%)
XOM,ExxonMobil,1.00%,-1.48,(-0.99%)
V,Visa Inc.,0.97%,-10.1,(-3.12%)
JNJ,Johnson & Johnson,0.95%,-1.1,(-0.45%)
MU,Micron Technology,0.75%,-2.31,(-0.56%)
MA,Mastercard,0.75%,-9.1,(-1.73%)
ORCL,Oracle Corporation,0.74%,3.66,(2.34%)
COST,Costco,0.73%,19.62,(1.96%)
ABBV,AbbVie,0.66%,4.0,(1.76%)
HD,Home Depot (The),0.63%,0.83,(0.21%)
BAC,Bank of America,0.61%,0.03,(0.06%)
PG,Procter & Gamble,0.60%,-1.14,(-0.71%)
CVX,Chevron Corporation,0.59%,1.34,(0.73%)
CAT,Caterpillar Inc.,0.58%,15.91,(2.10%)
KO,Coca-Cola Company (The),0.55%,-0.32,(-0.41%)
AMD,Advanced Micro Devices,0.54%,1.38,(0.67%)
GE,GE Aerospace,0.53%,2.52,(0.81%)
NFLX,Netflix,0.52%,1.01,(1.33%)
PLTR,Palantir Technologies,0.50%,2.28,(1.77%)
CSCO,Cisco,0.49%,1.85,(2.47%)
MRK,Merck & Co.,0.49%,2.17,(1.82%)
LRCX,Lam Research,0.47%,4.24,(1.83%)
PM,Philip Morris International,0.47%,-1.44,(-0.76%)
AMAT,Applied Materials,0.45%,26.52,(8.08%)
GS,Goldman Sachs,0.44%,0.59,(0.07%)
MS,Morgan Stanley,0.44%,3.09,(1.84%)
WFC,Wells Fargo,0.43%,0.69,(0.80%)
RTX,RTX Corporation,0.43%,-1.08,(-0.54%)
UNH,UnitedHealth Group,0.43%,8.82,(3.10%)
IBM,IBM,0.40%,2.86,(1.10%)
TMUS,T-Mobile US,0.39%,4.82,(2.25%)
INTC,Intel,0.38%,0.31,(0.67%)
MCD,McDonald's,0.38%,-4.5,(-1.36%)
AXP,American Express,0.37%,-5.38,(-1.57%)
PEP,PepsiCo,0.37%,-1.26,(-0.75%)
LIN,Linde plc,0.36%,8.14,(1.72%)
GEV,GE Vernova,0.35%,-14.43,(-1.77%)
VZ,Verizon,0.33%,-0.45,(-0.91%)
TXN,Texas Instruments,0.33%,3.16,(1.42%)
T,AT&T,0.32%,-0.11,(-0.38%)
AMGN,Amgen,0.32%,2.99,(0.82%)
ABT,Abbott Laboratories,0.32%,1.21,(1.09%)
NEE,NextEra Energy,0.31%,1.87,(2.03%)
C,Citigroup,0.31%,-0.29,(-0.26%)
GILD,Gilead Sciences,0.31%,3.17,(2.09%)
KLAC,KLA Corporation,0.31%,13.28,(0.92%)
BA,Boeing,0.31%,3.61,(1.51%)
TMO,Thermo Fisher Scientific,0.31%,-5.0,(-0.98%)
DIS,Walt Disney Company (The),0.30%,3.07,(3.00%)
APH,Amphenol,0.29%,2.99,(2.08%)
ANET,Arista Networks,0.29%,6.47,(4.79%)
CRM,Salesforce,0.29%,4.29,(2.31%)
ISRG,Intuitive Surgical,0.28%,7.24,(1.51%)
TJX,TJX Companies,0.28%,0.28,(0.18%)
SCHW,Charles Schwab Corporation,0.27%,-1.36,(-1.43%)
BLK,BlackRock,0.27%,15.88,(1.50%)
ADI,Analog Devices,0.27%,5.74,(1.73%)
DE,Deere & Company,0.26%,4.81,(0.80%)
LOW,Lowe's,0.26%,1.86,(0.65%)
PFE,Pfizer,0.25%,0.11,(0.40%)
UNP,Union Pacific Corporation,0.25%,-1.09,(-0.42%)
HON,Honeywell,0.25%,1.55,(0.65%)
ETN,Eaton Corporation,0.24%,-1.08,(-0.28%)
DHR,Danaher Corporation,0.24%,-2.36,(-1.10%)
LMT,Lockheed Martin,0.24%,15.15,(2.38%)
QCOM,Qualcomm,0.24%,2.23,(1.61%)
WELL,Welltower,0.24%,2.58,(1.24%)
UBER,Uber,0.23%,-1.23,(-1.73%)
SYK,Stryker Corporation,0.23%,0.2,(0.05%)
ACN,Accenture,0.22%,2.18,(0.98%)
NEM,Newmont,0.22%,7.68,(6.50%)
COP,ConocoPhillips,0.22%,0.6,(0.54%)
PANW,Palo Alto Networks,0.22%,4.14,(2.54%)
BKNG,Booking Holdings,0.22%,-18.5,(-0.44%)
