Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.39%,-4.13,(-2.21%)
AAPL,Apple Inc.,11.32%,-5.95,(-2.27%)
MSFT,Microsoft,8.98%,-0.52,(-0.13%)
AMZN,Amazon,6.43%,-0.81,(-0.41%)
GOOGL,Alphabet Inc. (Class A),5.76%,-3.28,(-1.06%)
GOOG,Alphabet Inc. (Class C),5.39%,-3.35,(-1.08%)
META,Meta Platforms,4.88%,-10.04,(-1.55%)
TSLA,"Tesla, Inc.",4.72%,0.37,(0.09%)
AVGO,Broadcom Inc.,4.65%,-6.0,(-1.81%)
WMT,Walmart,3.22%,0.25,(0.19%)
ASML,ASML Holding,1.65%,-0.26,(-0.02%)
MU,Micron Technology,1.40%,-2.31,(-0.56%)
COST,Costco,1.36%,19.62,(1.96%)
AMD,Advanced Micro Devices Inc.,1.02%,1.38,(0.67%)
NFLX,Netflix,0.98%,1.01,(1.33%)
PLTR,Palantir Technologies,0.94%,2.28,(1.77%)
CSCO,Cisco,0.92%,1.85,(2.47%)
LRCX,Lam Research,0.89%,4.24,(1.83%)
AMAT,Applied Materials,0.85%,26.52,(8.08%)
TMUS,T-Mobile US,0.73%,4.82,(2.25%)
INTC,Intel,0.70%,0.31,(0.67%)
PEP,PepsiCo,0.68%,-1.26,(-0.75%)
LIN,Linde plc,0.68%,8.14,(1.72%)
TXN,Texas Instruments,0.62%,3.16,(1.42%)
AMGN,Amgen,0.60%,2.99,(0.82%)
GILD,Gilead Sciences,0.58%,3.17,(2.09%)
KLAC,KLA Corporation,0.58%,13.28,(0.92%)
ISRG,Intuitive Surgical,0.52%,7.24,(1.51%)
ADI,Analog Devices,0.50%,5.74,(1.73%)
HON,Honeywell,0.46%,1.55,(0.65%)
QCOM,Qualcomm,0.45%,2.23,(1.61%)
SHOP,Shopify,0.44%,2.04,(1.84%)
PDD,PDD Holdings,0.43%,0.06,(0.06%)
PANW,Palo Alto Networks,0.41%,4.14,(2.54%)
BKNG,Booking Holdings,0.40%,-18.5,(-0.44%)
ARM,Arm Holdings,0.40%,3.09,(2.53%)
APP,Applovin Corp,0.40%,23.64,(6.44%)
VRTX,Vertex Pharmaceuticals,0.38%,26.45,(5.69%)
CMCSA,Comcast,0.34%,-0.25,(-0.79%)
INTU,Intuit,0.33%,1.44,(0.36%)
ADBE,Adobe Inc.,0.33%,1.47,(0.56%)
CRWD,CrowdStrike,0.33%,18.1,(4.40%)
SBUX,Starbucks,0.32%,-2.97,(-3.07%)
CEG,Constellation Energy,0.31%,12.31,(4.46%)
MELI,MercadoLibre,0.30%,-18.74,(-0.93%)
WDC,Western Digital,0.29%,-2.52,(-0.89%)
MAR,Marriott International,0.28%,-1.19,(-0.34%)
STX,Seagate Technology Holdings,0.28%,-5.18,(-1.20%)
ADP,ADP,0.26%,2.15,(1.02%)
REGN,Regeneron Pharmaceuticals,0.26%,19.52,(2.49%)
SNPS,Synopsys,0.25%,13.74,(3.25%)
CDNS,Cadence Design Systems,0.25%,11.13,(3.86%)
ORLY,O'Reilly Automotive,0.25%,1.45,(1.52%)
MDLZ,Mondelez International,0.24%,0.73,(1.18%)
MNST,Monster Beverage,0.24%,0.31,(0.38%)
CTAS,Cintas,0.23%,-2.66,(-1.36%)
CSX,CSX Corporation,0.23%,0.17,(0.42%)
ABNB,Airbnb,0.22%,5.39,(4.65%)
AEP,American Electric Power,0.21%,3.51,(2.78%)
