Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,6.95%,-5.67,(-3.06%)
AAPL,Apple Inc.,6.31%,0.49,(0.18%)
MSFT,Microsoft,4.87%,-10.25,(-2.42%)
AMZN,Amazon,4.03%,-5.72,(-2.35%)
GOOGL,Alphabet Inc. (Class A),3.42%,0.35,(0.10%)
GOOG,Alphabet Inc. (Class C),3.19%,0.16,(0.05%)
META,Meta Platforms,2.81%,-6.93,(-0.98%)
TSLA,"Tesla, Inc.",2.53%,2.74,(0.65%)
AVGO,Broadcom,2.40%,-13.07,(-3.95%)
BRK.B,Berkshire Hathaway,1.68%,1.47,(0.30%)
WMT,Walmart,1.60%,2.54,(2.05%)
LLY,Lilly (Eli),1.47%,-7.01,(-0.67%)
JPM,JPMorgan Chase,1.35%,7.48,(2.43%)
V,Visa Inc.,1.02%,1.07,(0.32%)
XOM,ExxonMobil,0.95%,4.96,(3.59%)
JNJ,Johnson & Johnson,0.89%,2.44,(1.06%)
MA,Mastercard,0.79%,2.31,(0.42%)
MU,Micron Technology,0.76%,-11.19,(-2.56%)
ORCL,Oracle Corporation,0.71%,-4.01,(-2.50%)
COST,Costco,0.69%,13.04,(1.35%)
ABBV,AbbVie,0.63%,0.34,(0.15%)
AMD,Advanced Micro Devices,0.63%,-1.49,(-0.61%)
BAC,Bank of America,0.63%,0.87,(1.60%)
HD,Home Depot (The),0.61%,6.68,(1.77%)
PLTR,Palantir Technologies,0.58%,6.35,(4.30%)
PG,Procter & Gamble,0.57%,1.96,(1.28%)
CVX,Chevron Corporation,0.56%,3.02,(1.73%)
NFLX,Netflix,0.54%,-1.62,(-1.95%)
CAT,Caterpillar Inc.,0.53%,17.82,(2.58%)
KO,Coca-Cola Company (The),0.52%,1.38,(1.84%)
CSCO,Cisco,0.52%,1.87,(2.32%)
GE,GE Aerospace,0.52%,1.47,(0.48%)
LRCX,Lam Research,0.47%,-1.99,(-0.84%)
WFC,Wells Fargo,0.46%,2.12,(2.29%)
MS,Morgan Stanley,0.46%,-1.04,(-0.56%)
MRK,Merck & Co.,0.45%,1.64,(1.45%)
GS,Goldman Sachs,0.45%,-0.5,(-0.05%)
PM,Philip Morris International,0.45%,1.28,(0.71%)
RTX,RTX Corporation,0.43%,2.92,(1.45%)
IBM,IBM,0.43%,-24.84,(-7.89%)
AMAT,Applied Materials,0.41%,-2.12,(-0.64%)
UNH,UnitedHealth Group,0.41%,-2.7,(-0.95%)
INTC,Intel,0.40%,1.1,(2.26%)
AXP,American Express,0.39%,1.03,(0.29%)
MCD,McDonald's,0.36%,3.36,(1.05%)
TMUS,T-Mobile US,0.35%,3.49,(1.79%)
TMO,Thermo Fisher Scientific,0.35%,-0.95,(-0.16%)
PEP,PepsiCo,0.35%,4.37,(2.82%)
LIN,Linde plc,0.35%,5.19,(1.13%)
GEV,GE Vernova,0.34%,34.37,(4.55%)
C,Citigroup,0.33%,1.91,(1.64%)
TXN,Texas Instruments,0.33%,2.27,(1.01%)
VZ,Verizon,0.31%,1.19,(2.67%)
ABT,Abbott Laboratories,0.30%,-1.3,(-1.19%)
T,AT&T,0.30%,0.37,(1.40%)
CRM,Salesforce,0.30%,-11.91,(-5.65%)
AMGN,Amgen,0.29%,-1.31,(-0.38%)
SCHW,Charles Schwab Corporation,0.29%,-1.31,(-1.24%)
NEE,NextEra Energy,0.29%,1.94,(2.24%)
BA,Boeing,0.29%,1.6,(0.69%)
DIS,Walt Disney Company (The),0.29%,-1.92,(-1.84%)
GILD,Gilead Sciences,0.29%,2.49,(1.74%)
KLAC,KLA Corporation,0.29%,-41.07,(-2.91%)
APH,Amphenol,0.28%,1.03,(0.71%)
ANET,Arista Networks,0.28%,-0.07,(-0.05%)
